
Segment Position Y
 ==================== 
Segment Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21210.8,µm,Segment,Segment Position,15,6,1,100000000,510000000030,
21209.9,µm,Segment,Segment Position,14,5,1,100000000,510000000045,
21208.9,µm,Segment,Segment Position,13,5,1,100000000,510000000057,
21208.1,µm,Segment,Segment Position,12,5,1,100000000,510000000062,
21207.6,µm,Segment,Segment Position,11,5,1,100000000,510000000066,
21205.9,µm,Segment,Segment Position,10,5,1,100000000,510000000107,
21204.6,µm,Segment,Segment Position,9,5,1,100000000,510000000129,
21203.7,µm,Segment,Segment Position,8,5,1,100000000,510000000137,
21203.1,µm,Segment,Segment Position,7,4,1,100000000,510000000144,
21202.9,µm,Segment,Segment Position,6,4,1,100000000,510000000156,
21203.4,µm,Segment,Segment Position,5,3,1,100000000,510000000207,
21204.7,µm,Segment,Segment Position,4,3,1,100000000,510000000229,
21205.4,µm,Segment,Segment Position,3,2,1,100000000,510000000239,
21206.2,µm,Segment,Segment Position,2,1,1,100000000,510000000247,
21207.1,µm,Segment,Segment Position,1,1,1,100000000,510000000258,
21207.5,µm,Segment,Segment Position,0,1,1,100000000,510000000262,
21208.4,µm,Segment,Segment Position,13,6,1,100000000,510000000287,
21210.7,µm,Segment,Segment Position,15,5,1,100000000,510000000291,
21209.4,µm,Segment,Segment Position,14,6,1,100000000,510000000299,
21207.8,µm,Segment,Segment Position,11,6,1,100000000,510000000308,
21208,µm,Segment,Segment Position,12,6,1,100000000,510000000310,
21196,µm,Segment,Segment Position,12,5,1,100000000,510000000318,
21196.8,µm,Segment,Segment Position,11,5,1,100000000,510000000343,
21197.4,µm,Segment,Segment Position,10,5,1,100000000,510000000359,
21197,µm,Segment,Segment Position,9,5,1,100000000,510000000362,
21198.6,µm,Segment,Segment Position,8,5,1,100000000,510000000420,
21200.9,µm,Segment,Segment Position,7,4,1,100000000,510000000433,
21202.5,µm,Segment,Segment Position,6,4,1,100000000,510000000464,
21203.6,µm,Segment,Segment Position,5,4,1,100000000,510000000468,
21195.7,µm,Segment,Segment Position,12,6,1,100000000,510000000474,
21198,µm,Segment,Segment Position,21,9,1,100000000,510000000482,
21197.4,µm,Segment,Segment Position,19,8,1,100000000,510000000497,
21196.9,µm,Segment,Segment Position,18,8,1,100000000,510000000521,
21195.8,µm,Segment,Segment Position,17,7,1,100000000,510000000556,
21196.3,µm,Segment,Segment Position,16,7,1,100000000,510000000565,
21196.7,µm,Segment,Segment Position,15,7,1,100000000,510000000575,
21197.2,µm,Segment,Segment Position,14,7,1,100000000,510000000608,
21196.2,µm,Segment,Segment Position,13,6,1,100000000,510000000616,
21195.4,µm,Segment,Segment Position,12,6,1,100000000,510000000643,
21195.4,µm,Segment,Segment Position,11,6,1,100000000,510000000653,
21196.4,µm,Segment,Segment Position,10,6,1,100000000,510000000665,
