
Soma Intensity StdDev Ch=2 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
24.3795,,Soma,2,Image 1,1,100000000,800000000,
21.71,,Soma,2,Image 1,1,100000001,800000001,
18.6766,,Soma,2,Image 1,1,100000002,800000002,
