
Soma Intensity Sum of Square Ch=3 Img=1
 ==================== 
Soma Intensity Sum of Square,Unit,Category,Channel,Image,Time,FilamentID,ID,
3.50233e+07,,Soma,3,Image 1,1,100000000,800000000,
5.66724e+07,,Soma,3,Image 1,1,100000001,800000001,
3.11269e+07,,Soma,3,Image 1,1,100000002,800000002,
