
Spine Intensity Max Ch=4 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,4,17,Image 1,8,1,100000000,610000003101,
0,,Spine,4,17,Image 1,8,1,100000000,610000003108,
0,,Spine,4,17,Image 1,8,1,100000000,610000003114,
0,,Spine,4,17,Image 1,8,1,100000000,610000003120,
0,,Spine,4,5,Image 1,4,1,100000000,610000003126,
40,,Spine,4,1,Image 1,1,1,100000000,610000003131,
0,,Spine,4,15,Image 1,6,1,100000000,610000003139,
0,,Spine,4,17,Image 1,8,1,100000000,610000003144,
86,,Spine,4,8,Image 1,5,1,100000000,610000003149,
0,,Spine,4,5,Image 1,4,1,100000000,610000003154,
0,,Spine,4,3,Image 1,1,1,100000001,610000003159,
0,,Spine,4,4,Image 1,3,1,100000000,610000003165,
10,,Spine,4,9,Image 1,2,1,100000000,610000003169,
0,,Spine,4,3,Image 1,3,1,100000000,610000003171,
0,,Spine,4,17,Image 1,8,1,100000000,610000003174,
0,,Spine,4,19,Image 1,8,1,100000000,610000003178,
0,,Spine,4,10,Image 1,3,1,100000000,610000003182,
0,,Spine,4,1,Image 1,1,1,100000000,610000003186,
0,,Spine,4,17,Image 1,8,1,100000000,610000003190,
0,,Spine,4,11,Image 1,6,1,100000000,610000003193,
0,,Spine,4,1,Image 1,2,1,100000002,610000003198,
0,,Spine,4,18,Image 1,8,1,100000000,610000003201,
0,,Spine,4,10,Image 1,5,1,100000000,610000003205,
0,,Spine,4,21,Image 1,8,1,100000000,610000003209,
0,,Spine,4,13,Image 1,8,1,100000000,610000003212,
42,,Spine,4,10,Image 1,5,1,100000000,610000003214,
0,,Spine,4,11,Image 1,2,1,100000000,610000003217,
0,,Spine,4,1,Image 1,1,1,100000001,610000003220,
0,,Spine,4,3,Image 1,1,1,100000000,610000003223,
0,,Spine,4,2,Image 1,1,1,100000001,610000003227,
68,,Spine,4,1,Image 1,1,1,100000000,610000003230,
0,,Spine,4,11,Image 1,6,1,100000000,610000003232,
0,,Spine,4,17,Image 1,7,1,100000000,610000003234,
0,,Spine,4,19,Image 1,8,1,100000000,610000003236,
0,,Spine,4,13,Image 1,8,1,100000000,610000003241,
0,,Spine,4,10,Image 1,5,1,100000000,610000003246,
67,,Spine,4,13,Image 1,5,1,100000000,610000003248,
0,,Spine,4,1,Image 1,1,1,100000001,610000003251,
128,,Spine,4,1,Image 1,2,1,100000000,610000003255,
108,,Spine,4,1,Image 1,1,1,100000000,610000003259,
0,,Spine,4,1,Image 1,1,1,100000002,610000003264,
0,,Spine,4,1,Image 1,2,1,100000000,610000003267,
0,,Spine,4,2,Image 1,2,1,100000001,610000003270,
0,,Spine,4,11,Image 1,6,1,100000000,610000003272,
