
Segment Branching Angle
 ==================== 
Segment Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
25.1185,°,Segment,15,6,1,100000000,510000000030,
37.7098,°,Segment,14,5,1,100000000,510000000045,
3.72689,°,Segment,13,5,1,100000000,510000000057,
7.70011,°,Segment,12,5,1,100000000,510000000062,
2.81994,°,Segment,11,5,1,100000000,510000000066,
71.52,°,Segment,10,5,1,100000000,510000000107,
8.44983,°,Segment,9,5,1,100000000,510000000129,
43.6219,°,Segment,8,5,1,100000000,510000000137,
54.4747,°,Segment,7,4,1,100000000,510000000144,
29.0126,°,Segment,6,4,1,100000000,510000000156,
11.4012,°,Segment,5,3,1,100000000,510000000207,
30.7251,°,Segment,4,3,1,100000000,510000000229,
18.1185,°,Segment,3,2,1,100000000,510000000239,
12.0869,°,Segment,2,1,1,100000000,510000000247,
9.32869,°,Segment,1,1,1,100000000,510000000258,
0,°,Segment,0,1,1,100000000,510000000262,
93.4331,°,Segment,13,6,1,100000000,510000000287,
43.4617,°,Segment,15,5,1,100000000,510000000291,
81.3392,°,Segment,14,6,1,100000000,510000000299,
92.7676,°,Segment,11,6,1,100000000,510000000308,
92.4581,°,Segment,12,6,1,100000000,510000000310,
18.5409,°,Segment,12,5,1,100000000,510000000318,
4.0123,°,Segment,11,5,1,100000000,510000000343,
26.9118,°,Segment,10,5,1,100000000,510000000359,
67.2154,°,Segment,9,5,1,100000000,510000000362,
17.3635,°,Segment,8,5,1,100000000,510000000420,
21.175,°,Segment,7,4,1,100000000,510000000433,
4.01444,°,Segment,6,4,1,100000000,510000000464,
76.6228,°,Segment,5,4,1,100000000,510000000468,
67.8896,°,Segment,12,6,1,100000000,510000000474,
36.3504,°,Segment,21,9,1,100000000,510000000482,
14.0999,°,Segment,19,8,1,100000000,510000000497,
6.76341,°,Segment,18,8,1,100000000,510000000521,
14.8671,°,Segment,17,7,1,100000000,510000000556,
34.6747,°,Segment,16,7,1,100000000,510000000565,
13.9936,°,Segment,15,7,1,100000000,510000000575,
23.3221,°,Segment,14,7,1,100000000,510000000608,
33.4504,°,Segment,13,6,1,100000000,510000000616,
19.0707,°,Segment,12,6,1,100000000,510000000643,
12.6462,°,Segment,11,6,1,100000000,510000000653,
76.3631,°,Segment,10,6,1,100000000,510000000665,
92.3024,°,Segment,20,9,1,100000000,510000000667,
40.9497,°,Segment,21,8,1,100000000,510000000680,
81.6806,°,Segment,19,9,1,100000000,510000000684,
93.8168,°,Segment,18,7,1,100000000,510000000687,
82.3673,°,Segment,16,8,1,100000000,510000000718,
63.3066,°,Segment,17,8,1,100000000,510000000734,
9.61977,°,Segment,17,8,1,100000000,510000000757,
9.00178,°,Segment,16,8,1,100000000,510000000762,
82.906,°,Segment,15,8,1,100000000,510000000767,
88.6436,°,Segment,17,9,1,100000000,510000000770,
74.7402,°,Segment,16,9,1,100000000,510000000774,
20.037,°,Segment,15,7,1,100000000,510000000777,
72.2347,°,Segment,14,6,1,100000000,510000000787,
39.2033,°,Segment,15,6,1,100000000,510000000793,
13.1555,°,Segment,17,9,1,100000000,510000000798,
16.99,°,Segment,16,9,1,100000000,510000000811,
28.0365,°,Segment,15,8,1,100000000,510000000817,
16.5037,°,Segment,14,8,1,100000000,510000000822,
9.29566,°,Segment,13,7,1,100000000,510000000824,
10.5667,°,Segment,12,7,1,100000000,510000000838,
73.8508,°,Segment,11,6,1,100000000,510000000845,
83.1225,°,Segment,17,10,1,100000000,510000000848,
34.3443,°,Segment,16,9,1,100000000,510000000852,
49.1499,°,Segment,15,9,1,100000000,510000000854,
70.2071,°,Segment,13,7,1,100000000,510000000858,
0.257171,°,Segment,13,8,1,100000000,510000000861,
75.7526,°,Segment,12,7,1,100000000,510000000881,
76.5723,°,Segment,13,7,1,100000000,510000000883,
90.4074,°,Segment,13,8,1,100000000,510000000897,
68.2397,°,Segment,13,7,1,100000000,510000000899,
97.8963,°,Segment,16,10,1,100000000,510000000902,
59.4956,°,Segment,16,8,1,100000000,510000000904,
