
Segment Intensity Max Ch=2 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
110,,Segment,2,15,Image 1,6,1,100000000,510000000030,
119,,Segment,2,14,Image 1,5,1,100000000,510000000045,
131,,Segment,2,13,Image 1,5,1,100000000,510000000057,
117,,Segment,2,12,Image 1,5,1,100000000,510000000062,
92,,Segment,2,11,Image 1,5,1,100000000,510000000066,
113,,Segment,2,10,Image 1,5,1,100000000,510000000107,
76,,Segment,2,9,Image 1,5,1,100000000,510000000129,
122,,Segment,2,8,Image 1,5,1,100000000,510000000137,
131,,Segment,2,7,Image 1,4,1,100000000,510000000144,
125,,Segment,2,6,Image 1,4,1,100000000,510000000156,
97,,Segment,2,5,Image 1,3,1,100000000,510000000207,
165,,Segment,2,4,Image 1,3,1,100000000,510000000229,
165,,Segment,2,3,Image 1,2,1,100000000,510000000239,
152,,Segment,2,2,Image 1,1,1,100000000,510000000247,
169,,Segment,2,1,Image 1,1,1,100000000,510000000258,
171,,Segment,2,0,Image 1,1,1,100000000,510000000262,
117,,Segment,2,13,Image 1,6,1,100000000,510000000287,
110,,Segment,2,15,Image 1,5,1,100000000,510000000291,
103,,Segment,2,14,Image 1,6,1,100000000,510000000299,
92,,Segment,2,11,Image 1,6,1,100000000,510000000308,
77,,Segment,2,12,Image 1,6,1,100000000,510000000310,
74,,Segment,2,12,Image 1,5,1,100000000,510000000318,
112,,Segment,2,11,Image 1,5,1,100000000,510000000343,
109,,Segment,2,10,Image 1,5,1,100000000,510000000359,
91,,Segment,2,9,Image 1,5,1,100000000,510000000362,
120,,Segment,2,8,Image 1,5,1,100000000,510000000420,
124,,Segment,2,7,Image 1,4,1,100000000,510000000433,
98,,Segment,2,6,Image 1,4,1,100000000,510000000464,
77,,Segment,2,5,Image 1,4,1,100000000,510000000468,
91,,Segment,2,12,Image 1,6,1,100000000,510000000474,
92,,Segment,2,21,Image 1,9,1,100000000,510000000482,
95,,Segment,2,19,Image 1,8,1,100000000,510000000497,
95,,Segment,2,18,Image 1,8,1,100000000,510000000521,
105,,Segment,2,17,Image 1,7,1,100000000,510000000556,
105,,Segment,2,16,Image 1,7,1,100000000,510000000565,
80,,Segment,2,15,Image 1,7,1,100000000,510000000575,
129,,Segment,2,14,Image 1,7,1,100000000,510000000608,
127,,Segment,2,13,Image 1,6,1,100000000,510000000616,
119,,Segment,2,12,Image 1,6,1,100000000,510000000643,
87,,Segment,2,11,Image 1,6,1,100000000,510000000653,
91,,Segment,2,10,Image 1,6,1,100000000,510000000665,
92,,Segment,2,20,Image 1,9,1,100000000,510000000667,
92,,Segment,2,21,Image 1,8,1,100000000,510000000680,
95,,Segment,2,19,Image 1,9,1,100000000,510000000684,
57,,Segment,2,18,Image 1,7,1,100000000,510000000687,
85,,Segment,2,16,Image 1,8,1,100000000,510000000718,
105,,Segment,2,17,Image 1,8,1,100000000,510000000734,
108,,Segment,2,17,Image 1,8,1,100000000,510000000757,
85,,Segment,2,16,Image 1,8,1,100000000,510000000762,
80,,Segment,2,15,Image 1,8,1,100000000,510000000767,
85,,Segment,2,17,Image 1,9,1,100000000,510000000770,
77,,Segment,2,16,Image 1,9,1,100000000,510000000774,
73,,Segment,2,15,Image 1,7,1,100000000,510000000777,
127,,Segment,2,14,Image 1,6,1,100000000,510000000787,
108,,Segment,2,15,Image 1,6,1,100000000,510000000793,
109,,Segment,2,17,Image 1,9,1,100000000,510000000798,
109,,Segment,2,16,Image 1,9,1,100000000,510000000811,
106,,Segment,2,15,Image 1,8,1,100000000,510000000817,
106,,Segment,2,14,Image 1,8,1,100000000,510000000822,
102,,Segment,2,13,Image 1,7,1,100000000,510000000824,
110,,Segment,2,12,Image 1,7,1,100000000,510000000838,
110,,Segment,2,11,Image 1,6,1,100000000,510000000845,
109,,Segment,2,17,Image 1,10,1,100000000,510000000848,
130,,Segment,2,16,Image 1,9,1,100000000,510000000852,
130,,Segment,2,15,Image 1,9,1,100000000,510000000854,
119,,Segment,2,13,Image 1,7,1,100000000,510000000858,
76,,Segment,2,13,Image 1,8,1,100000000,510000000861,
