
Spine Center Intensity Min Ch=2 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
11,,Spine,2,17,Image 1,8,1,100000000,610000003101,
10,,Spine,2,17,Image 1,8,1,100000000,610000003108,
12,,Spine,2,17,Image 1,8,1,100000000,610000003114,
10,,Spine,2,17,Image 1,8,1,100000000,610000003120,
6,,Spine,2,5,Image 1,4,1,100000000,610000003126,
10,,Spine,2,1,Image 1,1,1,100000000,610000003131,
7,,Spine,2,15,Image 1,6,1,100000000,610000003139,
12,,Spine,2,17,Image 1,8,1,100000000,610000003144,
7,,Spine,2,8,Image 1,5,1,100000000,610000003149,
16,,Spine,2,5,Image 1,4,1,100000000,610000003154,
4,,Spine,2,3,Image 1,1,1,100000001,610000003159,
8,,Spine,2,4,Image 1,3,1,100000000,610000003165,
18,,Spine,2,9,Image 1,2,1,100000000,610000003169,
10,,Spine,2,3,Image 1,3,1,100000000,610000003171,
8,,Spine,2,17,Image 1,8,1,100000000,610000003174,
16,,Spine,2,19,Image 1,8,1,100000000,610000003178,
4,,Spine,2,10,Image 1,3,1,100000000,610000003182,
8,,Spine,2,1,Image 1,1,1,100000000,610000003186,
12,,Spine,2,17,Image 1,8,1,100000000,610000003190,
12,,Spine,2,11,Image 1,6,1,100000000,610000003193,
7,,Spine,2,1,Image 1,2,1,100000002,610000003198,
8,,Spine,2,18,Image 1,8,1,100000000,610000003201,
5,,Spine,2,10,Image 1,5,1,100000000,610000003205,
3,,Spine,2,21,Image 1,8,1,100000000,610000003209,
8,,Spine,2,13,Image 1,8,1,100000000,610000003212,
6,,Spine,2,10,Image 1,5,1,100000000,610000003214,
4,,Spine,2,11,Image 1,2,1,100000000,610000003217,
3,,Spine,2,1,Image 1,1,1,100000001,610000003220,
10,,Spine,2,3,Image 1,1,1,100000000,610000003223,
13,,Spine,2,2,Image 1,1,1,100000001,610000003227,
7,,Spine,2,1,Image 1,1,1,100000000,610000003230,
13,,Spine,2,11,Image 1,6,1,100000000,610000003232,
12,,Spine,2,17,Image 1,7,1,100000000,610000003234,
18,,Spine,2,19,Image 1,8,1,100000000,610000003236,
5,,Spine,2,13,Image 1,8,1,100000000,610000003241,
12,,Spine,2,10,Image 1,5,1,100000000,610000003246,
10,,Spine,2,13,Image 1,5,1,100000000,610000003248,
14,,Spine,2,1,Image 1,1,1,100000001,610000003251,
9,,Spine,2,1,Image 1,2,1,100000000,610000003255,
10,,Spine,2,1,Image 1,1,1,100000000,610000003259,
23,,Spine,2,1,Image 1,1,1,100000002,610000003264,
7,,Spine,2,1,Image 1,2,1,100000000,610000003267,
13,,Spine,2,2,Image 1,2,1,100000001,610000003270,
13,,Spine,2,11,Image 1,6,1,100000000,610000003272,
10,,Spine,2,6,Image 1,4,1,100000000,610000003274,
7,,Spine,2,19,Image 1,8,1,100000000,610000003276,
7,,Spine,2,8,Image 1,5,1,100000000,610000003280,
6,,Spine,2,12,Image 1,5,1,100000000,610000003283,
19,,Spine,2,2,Image 1,2,1,100000002,610000003286,
12,,Spine,2,2,Image 1,1,1,100000000,610000003289,
5,,Spine,2,8,Image 1,5,1,100000000,610000003292,
9,,Spine,2,2,Image 1,1,1,100000001,610000003295,
8,,Spine,2,7,Image 1,2,1,100000000,610000003298,
8,,Spine,2,5,Image 1,3,1,100000000,610000003301,
6,,Spine,2,17,Image 1,8,1,100000000,610000003303,
18,,Spine,2,10,Image 1,5,1,100000000,610000003306,
9,,Spine,2,6,Image 1,2,1,100000000,610000003309,
7,,Spine,2,17,Image 1,9,1,100000000,610000003311,
10,,Spine,2,2,Image 1,1,1,100000001,610000003314,
6,,Spine,2,11,Image 1,6,1,100000000,610000003316,
8,,Spine,2,1,Image 1,2,1,100000001,610000003319,
10,,Spine,2,13,Image 1,6,1,100000000,610000003323,
10,,Spine,2,1,Image 1,2,1,100000001,610000003325,
18,,Spine,2,11,Image 1,5,1,100000000,610000003327,
9,,Spine,2,11,Image 1,3,1,100000000,610000003329,
7,,Spine,2,10,Image 1,5,1,100000000,610000003333,
5,,Spine,2,10,Image 1,5,1,100000000,610000003337,
15,,Spine,2,1,Image 1,1,1,100000002,610000003340,
19,,Spine,2,11,Image 1,5,1,100000000,610000003342,
12,,Spine,2,11,Image 1,6,1,100000000,610000003344,
10,,Spine,2,1,Image 1,1,1,100000002,610000003349,
5,,Spine,2,14,Image 1,7,1,100000000,610000003354,
7,,Spine,2,11,Image 1,5,1,100000000,610000003356,
13,,Spine,2,12,Image 1,7,1,100000000,610000003358,
13,,Spine,2,14,Image 1,5,1,100000000,610000003361,
6,,Spine,2,21,Image 1,8,1,100000000,610000003363,
12,,Spine,2,17,Image 1,8,1,100000000,610000003368,
13,,Spine,2,9,Image 1,4,1,100000000,610000003371,
16,,Spine,2,5,Image 1,3,1,100000000,610000003373,
8,,Spine,2,11,Image 1,6,1,100000000,610000003375,
11,,Spine,2,10,Image 1,5,1,100000000,610000003380,
3,,Spine,2,13,Image 1,8,1,100000000,610000003382,
6,,Spine,2,18,Image 1,8,1,100000000,610000003384,
5,,Spine,2,12,Image 1,5,1,100000000,610000003387,
7,,Spine,2,5,Image 1,3,1,100000000,610000003390,
13,,Spine,2,1,Image 1,2,1,100000002,610000003395,
10,,Spine,2,7,Image 1,4,1,100000000,610000003398,
7,,Spine,2,8,Image 1,5,1,100000000,610000003401,
26,,Spine,2,11,Image 1,5,1,100000000,610000003403,
12,,Spine,2,1,Image 1,2,1,100000001,610000003407,
15,,Spine,2,5,Image 1,2,1,100000000,610000003409,
7,,Spine,2,9,Image 1,5,1,100000000,610000003411,
5,,Spine,2,5,Image 1,4,1,100000000,610000003414,
16,,Spine,2,21,Image 1,8,1,100000000,610000003417,
13,,Spine,2,8,Image 1,5,1,100000000,610000003420,
10,,Spine,2,14,Image 1,5,1,100000000,610000003422,
7,,Spine,2,2,Image 1,1,1,100000000,610000003426,
13,,Spine,2,11,Image 1,6,1,100000000,610000003428,
12,,Spine,2,11,Image 1,6,1,100000000,610000003430,
3,,Spine,2,10,Image 1,6,1,100000000,610000003433,
4,,Spine,2,8,Image 1,2,1,100000000,610000003435,
5,,Spine,2,17,Image 1,8,1,100000000,610000003439,
4,,Spine,2,5,Image 1,1,1,100000002,610000003441,
8,,Spine,2,17,Image 1,8,1,100000000,610000003444,
20,,Spine,2,14,Image 1,7,1,100000000,610000003450,
6,,Spine,2,3,Image 1,1,1,100000000,610000003452,
8,,Spine,2,2,Image 1,1,1,100000000,610000003456,
10,,Spine,2,12,Image 1,6,1,100000000,610000003458,
4,,Spine,2,6,Image 1,4,1,100000000,610000003460,
12,,Spine,2,8,Image 1,4,1,100000000,610000003462,
8,,Spine,2,11,Image 1,5,1,100000000,610000003465,
6,,Spine,2,7,Image 1,4,1,100000000,610000003468,
7,,Spine,2,19,Image 1,8,1,100000000,610000003470,
6,,Spine,2,11,Image 1,5,1,100000000,610000003472,
7,,Spine,2,8,Image 1,5,1,100000000,610000003475,
22,,Spine,2,1,Image 1,2,1,100000002,610000003479,
6,,Spine,2,9,Image 1,5,1,100000000,610000003481,
10,,Spine,2,10,Image 1,5,1,100000000,610000003484,
6,,Spine,2,1,Image 1,1,1,100000001,610000003487,
4,,Spine,2,16,Image 1,8,1,100000000,610000003490,
5,,Spine,2,5,Image 1,3,1,100000000,610000003492,
13,,Spine,2,7,Image 1,4,1,100000000,610000003497,
19,,Spine,2,5,Image 1,1,1,100000000,610000003501,
10,,Spine,2,9,Image 1,4,1,100000000,610000003503,
5,,Spine,2,19,Image 1,8,1,100000000,610000003506,
8,,Spine,2,5,Image 1,4,1,100000000,610000003509,
10,,Spine,2,17,Image 1,7,1,100000000,610000003511,
6,,Spine,2,2,Image 1,3,1,100000000,610000003516,
11,,Spine,2,2,Image 1,1,1,100000000,610000003520,
7,,Spine,2,12,Image 1,5,1,100000000,610000003523,
7,,Spine,2,15,Image 1,6,1,100000000,610000003525,
13,,Spine,2,2,Image 1,1,1,100000000,610000003528,
11,,Spine,2,6,Image 1,4,1,100000000,610000003530,
5,,Spine,2,1,Image 1,2,1,100000001,610000003532,
14,,Spine,2,14,Image 1,7,1,100000000,610000003535,
16,,Spine,2,6,Image 1,3,1,100000000,610000003538,
18,,Spine,2,5,Image 1,3,1,100000000,610000003540,
4,,Spine,2,8,Image 1,5,1,100000000,610000003542,
10,,Spine,2,5,Image 1,2,1,100000000,610000003545,
7,,Spine,2,0,Image 1,1,1,100000001,610000003548,
10,,Spine,2,17,Image 1,8,1,100000000,610000003551,
19,,Spine,2,13,Image 1,6,1,100000000,610000003556,
5,,Spine,2,0,Image 1,1,1,100000001,610000003559,
4,,Spine,2,2,Image 1,1,1,100000001,610000003562,
13,,Spine,2,6,Image 1,4,1,100000000,610000003564,
6,,Spine,2,9,Image 1,5,1,100000000,610000003566,
11,,Spine,2,13,Image 1,7,1,100000000,610000003570,
24,,Spine,2,2,Image 1,2,1,100000002,610000003572,
11,,Spine,2,2,Image 1,2,1,100000001,610000003574,
16,,Spine,2,3,Image 1,1,1,100000000,610000003576,
12,,Spine,2,11,Image 1,6,1,100000000,610000003578,
22,,Spine,2,16,Image 1,9,1,100000000,610000003580,
8,,Spine,2,7,Image 1,4,1,100000000,610000003583,
12,,Spine,2,4,Image 1,1,1,100000000,610000003586,
6,,Spine,2,5,Image 1,5,1,100000000,610000003588,
9,,Spine,2,3,Image 1,1,1,100000001,610000003590,
4,,Spine,2,11,Image 1,6,1,100000000,610000003592,
7,,Spine,2,2,Image 1,1,1,100000000,610000003596,
7,,Spine,2,16,Image 1,9,1,100000000,610000003599,
13,,Spine,2,7,Image 1,4,1,100000000,610000003603,
10,,Spine,2,1,Image 1,1,1,100000002,610000003605,
18,,Spine,2,5,Image 1,1,1,100000000,610000003608,
13,,Spine,2,9,Image 1,4,1,100000000,610000003611,
6,,Spine,2,5,Image 1,1,1,100000002,610000003614,
18,,Spine,2,17,Image 1,8,1,100000000,610000003618,
9,,Spine,2,8,Image 1,2,1,100000000,610000003620,
7,,Spine,2,10,Image 1,5,1,100000000,610000003622,
11,,Spine,2,10,Image 1,5,1,100000000,610000003624,
15,,Spine,2,17,Image 1,7,1,100000000,610000003626,
2,,Spine,2,10,Image 1,5,1,100000000,610000003629,
2,,Spine,2,1,Image 1,1,1,100000001,610000003632,
3,,Spine,2,8,Image 1,2,1,100000000,610000003634,
11,,Spine,2,1,Image 1,1,1,100000002,610000003636,
8,,Spine,2,0,Image 1,1,1,100000001,610000003639,
3,,Spine,2,2,Image 1,1,1,100000000,610000003641,
9,,Spine,2,5,Image 1,2,1,100000000,610000003644,
12,,Spine,2,3,Image 1,2,1,100000000,610000003648,
8,,Spine,2,7,Image 1,2,1,100000000,610000003651,
8,,Spine,2,4,Image 1,1,1,100000000,610000003654,
11,,Spine,2,21,Image 1,8,1,100000000,610000003656,
3,,Spine,2,5,Image 1,3,1,100000000,610000003658,
20,,Spine,2,15,Image 1,6,1,100000000,610000003661,
16,,Spine,2,2,Image 1,2,1,100000000,610000003665,
17,,Spine,2,12,Image 1,6,1,100000000,610000003667,
13,,Spine,2,13,Image 1,6,1,100000000,610000003670,
10,,Spine,2,11,Image 1,5,1,100000000,610000003673,
6,,Spine,2,11,Image 1,5,1,100000000,610000003676,
23,,Spine,2,1,Image 1,2,1,100000002,610000003680,
3,,Spine,2,1,Image 1,1,1,100000001,610000003683,
6,,Spine,2,18,Image 1,8,1,100000000,610000003685,
7,,Spine,2,13,Image 1,6,1,100000000,610000003689,
9,,Spine,2,5,Image 1,5,1,100000000,610000003691,
12,,Spine,2,8,Image 1,5,1,100000000,610000003693,
7,,Spine,2,12,Image 1,6,1,100000000,610000003695,
17,,Spine,2,3,Image 1,1,1,100000000,610000003697,
11,,Spine,2,14,Image 1,5,1,100000000,610000003701,
8,,Spine,2,11,Image 1,6,1,100000000,610000003703,
17,,Spine,2,2,Image 1,1,1,100000000,610000003705,
10,,Spine,2,14,Image 1,7,1,100000000,610000003708,
6,,Spine,2,10,Image 1,5,1,100000000,610000003710,
9,,Spine,2,3,Image 1,3,1,100000000,610000003712,
13,,Spine,2,1,Image 1,1,1,100000000,610000003716,
7,,Spine,2,11,Image 1,5,1,100000000,610000003719,
13,,Spine,2,11,Image 1,5,1,100000000,610000003721,
6,,Spine,2,12,Image 1,6,1,100000000,610000003723,
10,,Spine,2,4,Image 1,3,1,100000000,610000003726,
7,,Spine,2,17,Image 1,9,1,100000000,610000003728,
4,,Spine,2,14,Image 1,7,1,100000000,610000003730,
11,,Spine,2,3,Image 1,3,1,100000000,610000003733,
7,,Spine,2,1,Image 1,1,1,100000001,610000003736,
11,,Spine,2,13,Image 1,5,1,100000000,610000003739,
9,,Spine,2,1,Image 1,1,1,100000002,610000003742,
4,,Spine,2,12,Image 1,6,1,100000000,610000003744,
10,,Spine,2,16,Image 1,7,1,100000000,610000003746,
12,,Spine,2,5,Image 1,1,1,100000000,610000003748,
6,,Spine,2,2,Image 1,2,1,100000000,610000003751,
11,,Spine,2,5,Image 1,3,1,100000000,610000003753,
10,,Spine,2,7,Image 1,2,1,100000000,610000003757,
6,,Spine,2,17,Image 1,8,1,100000000,610000003761,
8,,Spine,2,2,Image 1,1,1,100000000,610000003764,
7,,Spine,2,2,Image 1,1,1,100000000,610000003768,
18,,Spine,2,2,Image 1,1,1,100000000,610000003772,
17,,Spine,2,4,Image 1,2,1,100000000,610000003775,
25,,Spine,2,17,Image 1,8,1,100000000,610000003780,
