
Spine Terminal Pt Position Y
 ==================== 
Spine Terminal Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21195.8,µm,Spine,Spine Terminal Pt Position,17,8,1,100000000,610000003101,
21195.7,µm,Spine,Spine Terminal Pt Position,17,8,1,100000000,610000003108,
21195.6,µm,Spine,Spine Terminal Pt Position,17,8,1,100000000,610000003114,
21195.8,µm,Spine,Spine Terminal Pt Position,17,8,1,100000000,610000003120,
21215.6,µm,Spine,Spine Terminal Pt Position,5,4,1,100000000,610000003126,
21205.1,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000003131,
21211.2,µm,Spine,Spine Terminal Pt Position,15,6,1,100000000,610000003139,
21195.6,µm,Spine,Spine Terminal Pt Position,17,8,1,100000000,610000003144,
21197.1,µm,Spine,Spine Terminal Pt Position,8,5,1,100000000,610000003149,
21215.4,µm,Spine,Spine Terminal Pt Position,5,4,1,100000000,610000003154,
21206.6,µm,Spine,Spine Terminal Pt Position,3,1,1,100000001,610000003159,
21204.5,µm,Spine,Spine Terminal Pt Position,4,3,1,100000000,610000003165,
21199.9,µm,Spine,Spine Terminal Pt Position,9,2,1,100000000,610000003169,
21203.9,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000003171,
21196,µm,Spine,Spine Terminal Pt Position,17,8,1,100000000,610000003174,
21197.3,µm,Spine,Spine Terminal Pt Position,19,8,1,100000000,610000003178,
21200.2,µm,Spine,Spine Terminal Pt Position,10,3,1,100000000,610000003182,
21206.7,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000003186,
21195.8,µm,Spine,Spine Terminal Pt Position,17,8,1,100000000,610000003190,
21215.1,µm,Spine,Spine Terminal Pt Position,11,6,1,100000000,610000003193,
21217.5,µm,Spine,Spine Terminal Pt Position,,,1,,610000003195,
21196.9,µm,Spine,Spine Terminal Pt Position,18,8,1,100000000,610000003201,
21215.4,µm,Spine,Spine Terminal Pt Position,10,5,1,100000000,610000003205,
21198.2,µm,Spine,Spine Terminal Pt Position,21,8,1,100000000,610000003209,
21198.3,µm,Spine,Spine Terminal Pt Position,13,8,1,100000000,610000003212,
21205.6,µm,Spine,Spine Terminal Pt Position,10,5,1,100000000,610000003214,
21201.8,µm,Spine,Spine Terminal Pt Position,11,2,1,100000000,610000003217,
21207.2,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000003220,
21201.2,µm,Spine,Spine Terminal Pt Position,3,1,1,100000000,610000003223,
21207.4,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000003227,
21205.4,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000003230,
