
Spine Branch Level
 ==================== 
Spine Branch Level,Unit,Category,Depth,Level,Time,FilamentID,ID,
8,,Spine,17,8,1,100000000,610000003101,
8,,Spine,17,8,1,100000000,610000003108,
8,,Spine,17,8,1,100000000,610000003114,
8,,Spine,17,8,1,100000000,610000003120,
4,,Spine,5,4,1,100000000,610000003126,
1,,Spine,1,1,1,100000000,610000003131,
6,,Spine,15,6,1,100000000,610000003139,
8,,Spine,17,8,1,100000000,610000003144,
5,,Spine,8,5,1,100000000,610000003149,
4,,Spine,5,4,1,100000000,610000003154,
1,,Spine,3,1,1,100000001,610000003159,
3,,Spine,4,3,1,100000000,610000003165,
2,,Spine,9,2,1,100000000,610000003169,
3,,Spine,3,3,1,100000000,610000003171,
8,,Spine,17,8,1,100000000,610000003174,
8,,Spine,19,8,1,100000000,610000003178,
3,,Spine,10,3,1,100000000,610000003182,
1,,Spine,1,1,1,100000000,610000003186,
8,,Spine,17,8,1,100000000,610000003190,
6,,Spine,11,6,1,100000000,610000003193,
0,,Spine,1,2,1,100000002,610000003198,
8,,Spine,18,8,1,100000000,610000003201,
5,,Spine,10,5,1,100000000,610000003205,
8,,Spine,21,8,1,100000000,610000003209,
8,,Spine,13,8,1,100000000,610000003212,
5,,Spine,10,5,1,100000000,610000003214,
2,,Spine,11,2,1,100000000,610000003217,
1,,Spine,1,1,1,100000001,610000003220,
1,,Spine,3,1,1,100000000,610000003223,
1,,Spine,2,1,1,100000001,610000003227,
1,,Spine,1,1,1,100000000,610000003230,
6,,Spine,11,6,1,100000000,610000003232,
7,,Spine,17,7,1,100000000,610000003234,
8,,Spine,19,8,1,100000000,610000003236,
8,,Spine,13,8,1,100000000,610000003241,
5,,Spine,10,5,1,100000000,610000003246,
5,,Spine,13,5,1,100000000,610000003248,
1,,Spine,1,1,1,100000001,610000003251,
2,,Spine,1,2,1,100000000,610000003255,
1,,Spine,1,1,1,100000000,610000003259,
1,,Spine,1,1,1,100000002,610000003264,
2,,Spine,1,2,1,100000000,610000003267,
2,,Spine,2,2,1,100000001,610000003270,
6,,Spine,11,6,1,100000000,610000003272,
4,,Spine,6,4,1,100000000,610000003274,
8,,Spine,19,8,1,100000000,610000003276,
5,,Spine,8,5,1,100000000,610000003280,
5,,Spine,12,5,1,100000000,610000003283,
2,,Spine,2,2,1,100000002,610000003286,
1,,Spine,2,1,1,100000000,610000003289,
5,,Spine,8,5,1,100000000,610000003292,
1,,Spine,2,1,1,100000001,610000003295,
2,,Spine,7,2,1,100000000,610000003298,
3,,Spine,5,3,1,100000000,610000003301,
8,,Spine,17,8,1,100000000,610000003303,
5,,Spine,10,5,1,100000000,610000003306,
2,,Spine,6,2,1,100000000,610000003309,
