
Soma Ellipticity (oblate)
 ==================== 
Soma Ellipticity (oblate),Unit,Category,Time,FilamentID,ID,
0.436915,,Soma,1,100000000,800000000,
0.419527,,Soma,1,100000001,800000001,
0.576158,,Soma,1,100000002,800000002,
