
Spine Center Intensity StdDev Ch=1 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.93907,,Spine,1,2,Image 1,1,1,100000001,610000003445,
1.11803,,Spine,1,2,Image 1,3,1,100000001,610000003448,
1.24722,,Spine,1,2,Image 1,3,1,100000001,610000003450,
1.24722,,Spine,1,0,Image 1,1,1,100000002,610000003452,
1.24722,,Spine,1,2,Image 1,1,1,100000001,610000003454,
0.8,,Spine,1,5,Image 1,4,1,100000001,610000003459,
2.0548,,Spine,1,6,Image 1,4,1,100000001,610000003461,
1.47902,,Spine,1,5,Image 1,3,1,100000001,610000003469,
0.829156,,Spine,1,2,Image 1,2,1,100000001,610000003472,
1.63299,,Spine,1,2,Image 1,2,1,100000002,610000003474,
0.5,,Spine,1,5,Image 1,4,1,100000001,610000003477,
2.16025,,Spine,1,7,Image 1,4,1,100000001,610000003479,
1.69967,,Spine,1,7,Image 1,5,1,100000001,610000003482,
2.54345,,Spine,1,6,Image 1,5,1,100000000,610000003490,
0.979796,,Spine,1,1,Image 1,1,1,100000000,610000003495,
0.942809,,Spine,1,6,Image 1,2,1,100000001,610000003498,
0.471405,,Spine,1,7,Image 1,3,1,100000000,610000003500,
0.5,,Spine,1,0,Image 1,1,1,100000002,610000003505,
1.24722,,Spine,1,8,Image 1,6,1,100000000,610000003507,
2.12132,,Spine,1,5,Image 1,3,1,100000001,610000003510,
3.29983,,Spine,1,1,Image 1,2,1,100000001,610000003512,
2.35606,,Spine,1,6,Image 1,5,1,100000000,610000003518,
1.69967,,Spine,1,2,Image 1,2,1,100000000,610000003521,
1.11803,,Spine,1,1,Image 1,1,1,100000001,610000003524,
3.39935,,Spine,1,9,Image 1,5,1,100000000,610000003526,
3.09121,,Spine,1,4,Image 1,3,1,100000001,610000003528,
0.979796,,Spine,1,2,Image 1,2,1,100000001,610000003533,
0,,Spine,1,2,Image 1,3,1,100000001,610000003535,
1.24722,,Spine,1,7,Image 1,3,1,100000000,610000003537,
0.829156,,Spine,1,0,Image 1,1,1,100000001,610000003542,
0.829156,,Spine,1,2,Image 1,2,1,100000001,610000003547,
1.88562,,Spine,1,4,Image 1,3,1,100000001,610000003549,
1.62481,,Spine,1,1,Image 1,1,1,100000001,610000003553,
6.40312,,Spine,1,7,Image 1,5,1,100000000,610000003556,
0,,Spine,1,4,Image 1,3,1,100000000,610000003558,
6.2998,,Spine,1,5,Image 1,4,1,100000000,610000003561,
1.92029,,Spine,1,10,Image 1,4,1,100000000,610000003564,
1.41421,,Spine,1,2,Image 1,2,1,100000001,610000003570,
0.816497,,Spine,1,2,Image 1,1,1,100000000,610000003572,
1.41421,,Spine,1,1,Image 1,2,1,100000001,610000003574,
0.942809,,Spine,1,5,Image 1,4,1,100000001,610000003576,
1.11803,,Spine,1,5,Image 1,3,1,100000001,610000003582,
0.942809,,Spine,1,0,Image 1,1,1,100000001,610000003584,
0.471405,,Spine,1,2,Image 1,2,1,100000001,610000003587,
2.49444,,Spine,1,1,Image 1,1,1,100000000,610000003590,
2.16025,,Spine,1,2,Image 1,3,1,100000001,610000003592,
1,,Spine,1,2,Image 1,2,1,100000001,610000003594,
1.5,,Spine,1,2,Image 1,2,1,100000001,610000003596,
3.24037,,Spine,1,1,Image 1,1,1,100000001,610000003599,
1.24722,,Spine,1,3,Image 1,2,1,100000000,610000003601,
6.01849,,Spine,1,5,Image 1,4,1,100000000,610000003603,
1.41421,,Spine,1,6,Image 1,4,1,100000000,610000003605,
1.5,,Spine,1,2,Image 1,2,1,100000001,610000003610,
0.816497,,Spine,1,2,Image 1,2,1,100000001,610000003612,
0,,Spine,1,0,Image 1,1,1,100000002,610000003614,
1.88562,,Spine,1,6,Image 1,5,1,100000000,610000003617,
0.471405,,Spine,1,0,Image 1,1,1,100000001,610000003619,
2.35702,,Spine,1,0,Image 1,1,1,100000001,610000003622,
2.35702,,Spine,1,6,Image 1,5,1,100000000,610000003624,
0,,Spine,1,2,Image 1,2,1,100000001,610000003626,
0.942809,,Spine,1,0,Image 1,1,1,100000001,610000003628,
2.35702,,Spine,1,0,Image 1,1,1,100000001,610000003632,
2.86744,,Spine,1,0,Image 1,1,1,100000001,610000003634,
0,,Spine,1,2,Image 1,2,1,100000001,610000003637,
0.471405,,Spine,1,7,Image 1,4,1,100000001,610000003642,
1,,Spine,1,2,Image 1,2,1,100000001,610000003647,
0.942809,,Spine,1,0,Image 1,1,1,100000001,610000003651,
0.816497,,Spine,1,2,Image 1,1,1,100000000,610000003654,
0.5,,Spine,1,2,Image 1,2,1,100000001,610000003658,
1.5,,Spine,1,2,Image 1,2,1,100000001,610000003660,
2.12132,,Spine,1,2,Image 1,1,1,100000000,610000003664,
1,,Spine,1,0,Image 1,1,1,100000002,610000003667,
0,,Spine,1,2,Image 1,2,1,100000001,610000003669,
0.816497,,Spine,1,0,Image 1,1,1,100000000,610000003676,
0.942809,,Spine,1,1,Image 1,2,1,100000001,610000003680,
1.69967,,Spine,1,1,Image 1,1,1,100000001,610000003685,
1.69967,,Spine,1,2,Image 1,1,1,100000000,610000003687,
2,,Spine,1,10,Image 1,4,1,100000000,610000003706,
1.5,,Spine,1,9,Image 1,4,1,100000000,610000003707,
1,,Spine,1,9,Image 1,5,1,100000000,610000003708,
0.5,,Spine,1,6,Image 1,4,1,100000000,610000003709,
1,,Spine,1,5,Image 1,4,1,100000000,610000003710,
