
Spine Terminal Pt Time Index
 ==================== 
Spine Terminal Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,2,1,1,100000001,610000003445,
1,,Spine,2,3,1,100000001,610000003448,
1,,Spine,2,3,1,100000001,610000003450,
1,,Spine,0,1,1,100000002,610000003452,
1,,Spine,2,1,1,100000001,610000003454,
1,,Spine,5,4,1,100000001,610000003459,
1,,Spine,6,4,1,100000001,610000003461,
1,,Spine,5,3,1,100000001,610000003469,
1,,Spine,2,2,1,100000001,610000003472,
1,,Spine,2,2,1,100000002,610000003474,
1,,Spine,5,4,1,100000001,610000003477,
1,,Spine,7,4,1,100000001,610000003479,
1,,Spine,7,5,1,100000001,610000003482,
1,,Spine,6,5,1,100000000,610000003490,
1,,Spine,1,1,1,100000000,610000003495,
1,,Spine,6,2,1,100000001,610000003498,
1,,Spine,7,3,1,100000000,610000003500,
1,,Spine,,,1,,610000003503,
1,,Spine,8,6,1,100000000,610000003507,
1,,Spine,5,3,1,100000001,610000003510,
1,,Spine,1,2,1,100000001,610000003512,
1,,Spine,6,5,1,100000000,610000003518,
1,,Spine,2,2,1,100000000,610000003521,
1,,Spine,1,1,1,100000001,610000003524,
1,,Spine,9,5,1,100000000,610000003526,
1,,Spine,4,3,1,100000001,610000003528,
1,,Spine,,,1,,610000003530,
1,,Spine,2,3,1,100000001,610000003535,
1,,Spine,7,3,1,100000000,610000003537,
1,,Spine,0,1,1,100000001,610000003542,
1,,Spine,4,3,1,100000001,610000003549,
1,,Spine,1,1,1,100000001,610000003553,
1,,Spine,7,5,1,100000000,610000003556,
1,,Spine,4,3,1,100000000,610000003558,
1,,Spine,5,4,1,100000000,610000003561,
1,,Spine,10,4,1,100000000,610000003564,
1,,Spine,2,2,1,100000001,610000003570,
1,,Spine,2,1,1,100000000,610000003572,
1,,Spine,1,2,1,100000001,610000003574,
1,,Spine,5,4,1,100000001,610000003576,
1,,Spine,5,3,1,100000001,610000003582,
1,,Spine,1,1,1,100000000,610000003590,
1,,Spine,2,3,1,100000001,610000003592,
1,,Spine,1,1,1,100000001,610000003599,
1,,Spine,3,2,1,100000000,610000003601,
1,,Spine,5,4,1,100000000,610000003603,
1,,Spine,6,4,1,100000000,610000003605,
1,,Spine,2,2,1,100000001,610000003612,
1,,Spine,6,5,1,100000000,610000003617,
1,,Spine,0,1,1,100000001,610000003619,
1,,Spine,0,1,1,100000001,610000003622,
1,,Spine,6,5,1,100000000,610000003624,
1,,Spine,0,1,1,100000001,610000003628,
1,,Spine,0,1,1,100000001,610000003632,
1,,Spine,0,1,1,100000001,610000003634,
1,,Spine,7,4,1,100000001,610000003642,
1,,Spine,2,1,1,100000000,610000003654,
1,,Spine,2,1,1,100000000,610000003664,
1,,Spine,0,1,1,100000000,610000003676,
1,,Spine,1,2,1,100000001,610000003680,
1,,Spine,1,1,1,100000001,610000003685,
1,,Spine,2,1,1,100000000,610000003687,
1,,Spine,3,2,1,,610000003771,
1,,Spine,0,1,1,,610000003771,
1,,Spine,2,3,1,,610000003771,
1,,Spine,3,2,1,,610000003772,
1,,Spine,1,2,1,,610000003772,
1,,Spine,2,2,1,,610000003772,
1,,Spine,3,2,1,,610000003773,
1,,Spine,5,4,1,,610000003773,
1,,Spine,4,3,1,,610000003773,
1,,Spine,3,2,1,,610000003774,
1,,Spine,5,4,1,,610000003774,
1,,Spine,7,4,1,,610000003774,
1,,Spine,3,2,1,,610000003775,
1,,Spine,6,3,1,,610000003775,
1,,Spine,5,4,1,,610000003775,
1,,Spine,0,1,1,,610000003776,
1,,Spine,5,3,1,,610000003776,
1,,Spine,5,4,1,,610000003776,
1,,Spine,5,3,1,,610000003777,
1,,Spine,6,4,1,,610000003777,
1,,Spine,6,4,1,,610000003778,
1,,Spine,9,5,1,,610000003778,
1,,Spine,7,4,1,,610000003779,
1,,Spine,9,4,1,,610000003779,
1,,Spine,7,4,1,,610000003780,
1,,Spine,10,4,1,,610000003780,
1,,Spine,1,2,1,,610000003781,
1,,Spine,7,3,1,,610000003781,
1,,Spine,7,2,1,,610000003782,
1,,Spine,4,3,1,,610000003782,
1,,Spine,2,2,1,,610000003783,
1,,Spine,4,4,1,,610000003783,
1,,Spine,4,3,1,,610000003784,
1,,Spine,4,3,1,,610000003785,
1,,Spine,4,3,1,,610000003786,
1,,Spine,3,3,1,,610000003787,
1,,Spine,3,3,1,,610000003788,
1,,Spine,4,3,1,,610000003789,
1,,Spine,4,2,1,,610000003790,
1,,Spine,6,2,1,,610000003791,
1,,Spine,6,4,1,,610000003792,
1,,Spine,6,4,1,,610000003793,
1,,Spine,0,1,1,,610000003794,
1,,Spine,1,2,1,,610000003795,
1,,Spine,1,1,1,,610000003796,
1,,Spine,2,1,1,,610000003797,
1,,Spine,7,3,1,,610000003798,
1,,Spine,2,2,1,,610000003799,
1,,Spine,2,2,1,,610000003800,
1,,Spine,3,3,1,,610000003801,
1,,Spine,1,1,1,,610000003802,
1,,Spine,1,1,1,,610000003803,
1,,Spine,1,2,1,,610000003804,
1,,Spine,3,2,1,,610000003805,
