
Spine Min Diameter
 ==================== 
Spine Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.1625,µm,Spine,2,1,1,100000001,610000003445,
0.172279,µm,Spine,2,3,1,100000001,610000003448,
0.24375,µm,Spine,2,3,1,100000001,610000003450,
0.1625,µm,Spine,0,1,1,100000002,610000003452,
0.1625,µm,Spine,2,1,1,100000001,610000003454,
0.173062,µm,Spine,5,4,1,100000001,610000003459,
0.1625,µm,Spine,6,4,1,100000001,610000003461,
0.216027,µm,Spine,5,3,1,100000001,610000003469,
0.181766,µm,Spine,2,2,1,100000001,610000003472,
0.179373,µm,Spine,2,2,1,100000002,610000003474,
0.180278,µm,Spine,5,4,1,100000001,610000003477,
0.170431,µm,Spine,7,4,1,100000001,610000003479,
0.177734,µm,Spine,7,5,1,100000001,610000003482,
0.202118,µm,Spine,6,5,1,100000000,610000003490,
0.190797,µm,Spine,1,1,1,100000000,610000003495,
0.1625,µm,Spine,6,2,1,100000001,610000003498,
0.1625,µm,Spine,7,3,1,100000000,610000003500,
0.1625,µm,Spine,0,1,1,100000002,610000003505,
0.1625,µm,Spine,8,6,1,100000000,610000003507,
0.183625,µm,Spine,5,3,1,100000001,610000003510,
0.182381,µm,Spine,1,2,1,100000001,610000003512,
0.202118,µm,Spine,6,5,1,100000000,610000003518,
0.226656,µm,Spine,2,2,1,100000000,610000003521,
0.1625,µm,Spine,1,1,1,100000001,610000003524,
0.175195,µm,Spine,9,5,1,100000000,610000003526,
0.1625,µm,Spine,4,3,1,100000001,610000003528,
0.214018,µm,Spine,3,2,1,100000001,610000003533,
0.168675,µm,Spine,2,3,1,100000001,610000003535,
0.262166,µm,Spine,7,3,1,100000000,610000003537,
0.318863,µm,Spine,0,1,1,100000001,610000003542,
0.391891,µm,Spine,3,2,1,100000001,610000003547,
0.177734,µm,Spine,4,3,1,100000001,610000003549,
0.322461,µm,Spine,1,1,1,100000001,610000003553,
0.243389,µm,Spine,7,5,1,100000000,610000003556,
0.172656,µm,Spine,4,3,1,100000000,610000003558,
0.305045,µm,Spine,5,4,1,100000000,610000003561,
0.171638,µm,Spine,10,4,1,100000000,610000003564,
0.1625,µm,Spine,2,2,1,100000001,610000003570,
0.1625,µm,Spine,2,1,1,100000000,610000003572,
0.1625,µm,Spine,1,2,1,100000001,610000003574,
0.180278,µm,Spine,5,4,1,100000001,610000003576,
0.280507,µm,Spine,5,3,1,100000001,610000003582,
0.491498,µm,Spine,0,1,1,100000001,610000003584,
0.325,µm,Spine,3,2,1,100000001,610000003587,
0.352336,µm,Spine,1,1,1,100000000,610000003590,
0.1625,µm,Spine,2,3,1,100000001,610000003592,
0.284103,µm,Spine,3,2,1,100000001,610000003594,
0.489189,µm,Spine,3,2,1,100000001,610000003596,
0.301266,µm,Spine,1,1,1,100000001,610000003599,
0.174819,µm,Spine,3,2,1,100000000,610000003601,
0.329706,µm,Spine,5,4,1,100000000,610000003603,
0.285645,µm,Spine,6,4,1,100000000,610000003605,
0.492261,µm,Spine,3,2,1,100000001,610000003610,
0.1625,µm,Spine,2,2,1,100000001,610000003612,
0.264744,µm,Spine,0,1,1,100000002,610000003614,
0.222132,µm,Spine,6,5,1,100000000,610000003617,
0.182812,µm,Spine,0,1,1,100000001,610000003619,
0.514595,µm,Spine,0,1,1,100000001,610000003622,
0.217068,µm,Spine,6,5,1,100000000,610000003624,
0.704491,µm,Spine,3,2,1,100000001,610000003626,
0.502609,µm,Spine,0,1,1,100000001,610000003628,
0.182812,µm,Spine,0,1,1,100000001,610000003632,
0.261939,µm,Spine,0,1,1,100000001,610000003634,
0.490582,µm,Spine,3,2,1,100000001,610000003637,
0.260742,µm,Spine,7,4,1,100000001,610000003642,
0.510352,µm,Spine,3,2,1,100000001,610000003647,
0.536389,µm,Spine,0,1,1,100000001,610000003651,
0.1625,µm,Spine,2,1,1,100000000,610000003654,
0.439145,µm,Spine,3,2,1,100000001,610000003658,
0.303077,µm,Spine,3,2,1,100000001,610000003660,
0.325,µm,Spine,2,1,1,100000000,610000003664,
0.60204,µm,Spine,0,1,1,100000002,610000003667,
