
Spine Attachment Pt Distance
 ==================== 
Spine Attachment Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
11.5823,µm,Spine,6,2,1,100000001,610000003734,
4.74667,µm,Spine,4,2,1,100000001,610000003735,
4.01321,µm,Spine,4,3,1,100000001,610000003736,
8.22232,µm,Spine,4,4,1,100000001,610000003737,
7.92522,µm,Spine,4,3,1,100000001,610000003738,
7.18522,µm,Spine,4,3,1,100000001,610000003739,
7.18522,µm,Spine,4,3,1,100000001,610000003740,
4.51747,µm,Spine,3,3,1,100000001,610000003741,
4.51747,µm,Spine,3,3,1,100000001,610000003742,
16.5209,µm,Spine,7,4,1,100000001,610000003743,
16.4225,µm,Spine,7,4,1,100000001,610000003744,
16.343,µm,Spine,7,3,1,100000001,610000003745,
16.822,µm,Spine,7,2,1,100000001,610000003746,
4.23478,µm,Spine,1,2,1,100000001,610000003749,
0.638305,µm,Spine,0,1,1,100000001,610000003750,
3.90272,µm,Spine,3,3,1,100000001,610000003751,
2.96583,µm,Spine,2,2,1,100000001,610000003752,
2.57343,µm,Spine,2,2,1,100000001,610000003753,
15.7758,µm,Spine,7,3,1,100000001,610000003757,
14.2276,µm,Spine,2,1,1,100000001,610000003758,
2.63623,µm,Spine,1,1,1,100000001,610000003759,
6.19963,µm,Spine,3,2,1,100000001,610000003760,
3.90819,µm,Spine,1,2,1,100000001,610000003761,
3.07472,µm,Spine,1,1,1,100000001,610000003762,
3.07472,µm,Spine,1,1,1,100000001,610000003763,
4.81123,µm,Spine,3,2,1,100000002,610000003764,
4.03547,µm,Spine,2,2,1,100000002,610000003765,
1.4344,µm,Spine,0,1,1,100000002,610000003766,
3.4355,µm,Spine,3,2,1,100000002,610000003767,
2.75854,µm,Spine,3,2,1,100000002,610000003768,
0.342761,µm,Spine,0,1,1,100000002,610000003769,
