
Spine Terminal Pt Position Y
 ==================== 
Spine Terminal Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21783.7,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000003772,
21783.3,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000003773,
21771.8,µm,Spine,Spine Terminal Pt Position,5,4,1,,610000003773,
21762.9,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000003773,
21781.5,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000003774,
21772.2,µm,Spine,Spine Terminal Pt Position,5,4,1,,610000003774,
21754.1,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000003774,
21781.5,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000003775,
21758.1,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000003775,
21772.2,µm,Spine,Spine Terminal Pt Position,5,4,1,,610000003775,
21777.9,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003776,
21759.4,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000003776,
21772.8,µm,Spine,Spine Terminal Pt Position,5,4,1,,610000003776,
21760.6,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000003777,
21771.9,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000003777,
21756.6,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000003778,
21771.6,µm,Spine,Spine Terminal Pt Position,9,5,1,,610000003778,
21766.4,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000003779,
21772.5,µm,Spine,Spine Terminal Pt Position,9,4,1,,610000003779,
21766.2,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000003780,
21772,µm,Spine,Spine Terminal Pt Position,10,4,1,,610000003780,
21768.6,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000003781,
21767,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000003781,
21765.8,µm,Spine,Spine Terminal Pt Position,7,2,1,,610000003782,
21775.5,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000003782,
21770,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000003783,
21769.5,µm,Spine,Spine Terminal Pt Position,4,4,1,,610000003783,
21770.8,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000003784,
21771.3,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000003785,
21771.4,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000003786,
21770.3,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000003787,
21770.8,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000003788,
21771.4,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000003789,
21772.1,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000003790,
21777.7,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000003791,
21776.9,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000003792,
21776.9,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000003793,
21768.5,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003794,
21767.3,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000003795,
21769.9,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000003796,
21777.6,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000003797,
21776.9,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000003798,
21766,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000003799,
21765.8,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000003800,
21766.3,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000003801,
21769.9,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000003802,
21770.5,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000003803,
21772.1,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000003804,
21772.9,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000003805,
