
Segment Center Intensity Mean Ch=2 Img=1
 ==================== 
Segment Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
46.3077,,Segment,2,13,Image 1,5,1,100000000,510000000020,
88.25,,Segment,2,12,Image 1,5,1,100000000,510000000023,
115.875,,Segment,2,11,Image 1,5,1,100000000,510000000030,
137.409,,Segment,2,10,Image 1,4,1,100000000,510000000051,
117.5,,Segment,2,9,Image 1,4,1,100000000,510000000056,
99.8,,Segment,2,8,Image 1,4,1,100000000,510000000060,
118.667,,Segment,2,7,Image 1,4,1,100000000,510000000068,
94.3846,,Segment,2,6,Image 1,4,1,100000000,510000000093,
114.207,,Segment,2,5,Image 1,4,1,100000000,510000000121,
39.1591,,Segment,2,4,Image 1,3,1,100000000,510000000164,
68.05,,Segment,2,3,Image 1,2,1,100000000,510000000183,
155,,Segment,2,1,Image 1,1,1,100000000,510000000188,
113.545,,Segment,2,0,Image 1,1,1,100000000,510000000201,
45.6667,,Segment,2,12,Image 1,6,1,100000000,510000000204,
39.6667,,Segment,2,13,Image 1,6,1,100000000,510000000206,
66.1053,,Segment,2,8,Image 1,5,1,100000000,510000000224,
78.7,,Segment,2,7,Image 1,5,1,100000000,510000000233,
64.1111,,Segment,2,8,Image 1,6,1,100000000,510000000250,
62.3,,Segment,2,9,Image 1,5,1,100000000,510000000259,
84,,Segment,2,11,Image 1,4,1,100000000,510000000261,
61.6667,,Segment,2,10,Image 1,5,1,100000000,510000000263,
42.1429,,Segment,2,8,Image 1,5,1,100000000,510000000269,
98.7778,,Segment,2,6,Image 1,5,1,100000000,510000000286,
105.474,,Segment,2,7,Image 1,3,1,100000000,510000000304,
138,,Segment,2,6,Image 1,3,1,100000000,510000000306,
59.4,,Segment,2,7,Image 1,4,1,100000000,510000000311,
86.25,,Segment,2,6,Image 1,4,1,100000000,510000000318,
110.552,,Segment,2,1,Image 1,1,1,100000000,510000000376,
70.4286,,Segment,2,0,Image 1,1,1,100000000,510000000400,
73.2857,,Segment,2,1,Image 1,2,1,100000000,510000000412,
72.3333,,Segment,2,6,Image 1,4,1,100000001,510000000423,
122.536,,Segment,2,5,Image 1,4,1,100000001,510000000478,
151.633,,Segment,2,4,Image 1,3,1,100000001,510000000526,
42,,Segment,2,3,Image 1,3,1,100000001,510000000542,
95.7083,,Segment,2,2,Image 1,2,1,100000001,510000000565,
132.308,,Segment,2,1,Image 1,1,1,100000001,510000000590,
153.667,,Segment,2,0,Image 1,1,1,100000001,510000000614,
47.6429,,Segment,2,9,Image 1,3,1,100000001,510000000627,
95,,Segment,2,8,Image 1,3,1,100000001,510000000630,
104.111,,Segment,2,7,Image 1,3,1,100000001,510000000638,
65.5217,,Segment,2,6,Image 1,3,1,100000001,510000000660,
75.1429,,Segment,2,5,Image 1,3,1,100000001,510000000680,
70.383,,Segment,2,4,Image 1,2,1,100000001,510000000749,
70.4167,,Segment,2,3,Image 1,2,1,100000001,510000000760,
44,,Segment,2,2,Image 1,2,1,100000001,510000000775,
102.727,,Segment,2,1,Image 1,1,1,100000001,510000000785,
113,,Segment,2,0,Image 1,1,1,100000001,510000000795,
58,,Segment,2,9,Image 1,4,1,100000001,510000000815,
35.3333,,Segment,2,9,Image 1,5,1,100000001,510000000817,
30,,Segment,2,7,Image 1,4,1,100000001,510000000822,
30.3333,,Segment,2,5,Image 1,3,1,100000001,510000000827,
27.5882,,Segment,2,4,Image 1,2,1,100000001,510000000843,
98.7778,,Segment,2,3,Image 1,1,1,100000001,510000000869,
116.073,,Segment,2,2,Image 1,1,1,100000001,510000000909,
26.6667,,Segment,2,7,Image 1,2,1,100000001,510000000925,
41.7059,,Segment,2,6,Image 1,2,1,100000001,510000000941,
58.0952,,Segment,2,5,Image 1,2,1,100000001,510000000961,
43.8333,,Segment,2,7,Image 1,3,1,100000001,510000000971,
30.5385,,Segment,2,6,Image 1,3,1,100000001,510000000983,
61.5,,Segment,2,6,Image 1,4,1,100000001,510000000986,
77.8788,,Segment,2,4,Image 1,4,1,100000001,510000001018,
94.9118,,Segment,2,3,Image 1,3,1,100000001,510000001051,
75.1176,,Segment,2,4,Image 1,3,1,100000001,510000001067,
31,,Segment,2,4,Image 1,3,1,100000001,510000001072,
78.8889,,Segment,2,7,Image 1,4,1,100000001,510000001080,
88.8052,,Segment,2,6,Image 1,4,1,100000001,510000001156,
163.148,,Segment,2,5,Image 1,3,1,100000001,510000001182,
52.3333,,Segment,2,7,Image 1,5,1,100000001,510000001184,
20.75,,Segment,2,7,Image 1,6,1,100000001,510000001187,
60.4091,,Segment,2,6,Image 1,5,1,100000001,510000001208,
45.6,,Segment,2,8,Image 1,5,1,100000001,510000001212,
54.5455,,Segment,2,7,Image 1,5,1,100000001,510000001222,
75,,Segment,2,8,Image 1,6,1,100000001,510000001227,
75.4762,,Segment,2,6,Image 1,3,1,100000001,510000001247,
99.4375,,Segment,2,6,Image 1,4,1,100000001,510000001269,
91.6667,,Segment,2,4,Image 1,4,1,100000001,510000001295,
40.375,,Segment,2,5,Image 1,4,1,100000000,510000001302,
111.862,,Segment,2,4,Image 1,3,1,100000000,510000001330,
82,,Segment,2,3,Image 1,2,1,100000000,510000001336,
41.8462,,Segment,2,2,Image 1,2,1,100000000,510000001348,
137.636,,Segment,2,1,Image 1,1,1,100000000,510000001369,
79.1579,,Segment,2,0,Image 1,1,1,100000000,510000001394,
128,,Segment,2,5,Image 1,3,1,100000000,510000001398,
94.5,,Segment,2,4,Image 1,2,1,100000000,510000001403,
13.5,,Segment,2,3,Image 1,3,1,100000000,510000001406,
80.381,,Segment,2,8,Image 1,5,1,100000001,510000001468,
30.6471,,Segment,2,7,Image 1,4,1,100000001,510000001484,
30.6,,Segment,2,6,Image 1,3,1,100000001,510000001493,
79.5789,,Segment,2,5,Image 1,2,1,100000001,510000001549,
101.277,,Segment,2,8,Image 1,4,1,100000001,510000001613,
93.8235,,Segment,2,7,Image 1,3,1,100000001,510000001629,
72.7647,,Segment,2,7,Image 1,2,1,100000001,510000001645,
92,,Segment,2,6,Image 1,2,1,100000001,510000001654,
19.3333,,Segment,2,7,Image 1,3,1,100000001,510000001656,
20.3333,,Segment,2,2,Image 1,1,1,100000000,510000001658,
111.562,,Segment,2,1,Image 1,2,1,100000000,510000001689,
86.7778,,Segment,2,2,Image 1,2,1,100000000,510000001715,
164.438,,Segment,2,1,Image 1,1,1,100000000,510000001730,
127.667,,Segment,2,0,Image 1,1,1,100000000,510000001752,
148.16,,Segment,2,2,Image 1,1,1,100000000,510000001776,
82.5556,,Segment,2,1,Image 1,2,1,100000000,510000001784,
51,,Segment,2,3,Image 1,2,1,100000001,510000001800,
146,,Segment,2,2,Image 1,1,1,100000001,510000001805,
65.4,,Segment,2,4,Image 1,2,1,100000000,510000001809,
124.429,,Segment,2,3,Image 1,1,1,100000000,510000001829,
53,,Segment,2,2,Image 1,2,1,100000000,510000001831,
108.833,,Segment,2,1,Image 1,2,1,100000000,510000001836,
75.8667,,Segment,2,1,Image 1,2,1,100000001,510000001865,
138.559,,Segment,2,0,Image 1,1,1,100000001,510000001904,
99.2857,,Segment,2,1,Image 1,1,1,100000001,510000001922,
26.1667,,Segment,2,6,Image 1,4,1,100000001,510000001927,
41,,Segment,2,4,Image 1,2,1,100000001,510000001930,
102.5,,Segment,2,3,Image 1,1,1,100000001,510000001933,
74.4421,,Segment,2,2,Image 1,1,1,100000001,510000002027,
99.5714,,Segment,2,1,Image 1,1,1,100000001,510000002083,
67.125,,Segment,2,0,Image 1,1,1,100000001,510000002094,
114.312,,Segment,2,6,Image 1,2,1,100000001,510000002116,
79.5,,Segment,2,5,Image 1,2,1,100000001,510000002119,
42.25,,Segment,2,4,Image 1,1,1,100000001,510000002126,
108,,Segment,2,3,Image 1,2,1,100000001,510000002129,
47.7907,,Segment,2,4,Image 1,3,1,100000001,510000002184,
80.5,,Segment,2,3,Image 1,2,1,100000001,510000002189,
43.7647,,Segment,2,2,Image 1,2,1,100000001,510000002205,
63.3333,,Segment,2,1,Image 1,1,1,100000001,510000002207,
75.0909,,Segment,2,0,Image 1,1,1,100000001,510000002222,
49.5882,,Segment,2,3,Image 1,2,1,100000002,510000002252,
26.4,,Segment,2,2,Image 1,2,1,100000002,510000002266,
43.5,,Segment,2,1,Image 1,1,1,100000002,510000002279,
62.8182,,Segment,2,0,Image 1,1,1,100000002,510000002310,
34,,Segment,2,3,Image 1,3,1,100000001,510000002346,
47,,Segment,2,2,Image 1,2,1,100000001,510000002363,
61,,Segment,2,3,Image 1,2,1,100000001,510000002366,
52.3333,,Segment,2,3,Image 1,3,1,100000002,510000002368,
50.6216,,Segment,2,1,Image 1,2,1,100000002,510000002425,
73.6667,,Segment,2,0,Image 1,1,1,100000002,510000002453,
97.6279,,Segment,2,2,Image 1,3,1,100000001,510000002511,
91.8235,,Segment,2,1,Image 1,2,1,100000001,510000002527,
56.7143,,Segment,2,5,Image 1,3,1,100000001,510000002533,
114.81,,Segment,2,4,Image 1,2,1,100000001,510000002553,
128.333,,Segment,2,3,Image 1,2,1,100000001,510000002561,
39.7143,,Segment,2,1,Image 1,2,1,100000002,510000002567,
101.933,,Segment,2,0,Image 1,1,1,100000002,510000002599,
173.318,,Segment,2,5,Image 1,2,1,100000001,510000002620,
43.1579,,Segment,2,1,Image 1,1,1,100000002,510000002657,
86.1429,,Segment,2,0,Image 1,1,1,100000002,510000002664,
74.4762,,Segment,2,4,Image 1,3,1,100000001,510000002684,
