
Spine Straightness
 ==================== 
Spine Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.984037,,Spine,2,1,1,100000001,610000003445,
0.947502,,Spine,2,3,1,100000001,610000003448,
0.99834,,Spine,2,3,1,100000001,610000003450,
0.966933,,Spine,0,1,1,100000002,610000003452,
0.996413,,Spine,2,1,1,100000001,610000003454,
0.990308,,Spine,5,4,1,100000001,610000003459,
0.986694,,Spine,6,4,1,100000001,610000003461,
0.875452,,Spine,5,3,1,100000001,610000003469,
0.993441,,Spine,2,2,1,100000001,610000003472,
0.994874,,Spine,2,2,1,100000002,610000003474,
0.998222,,Spine,5,4,1,100000001,610000003477,
0.950497,,Spine,7,4,1,100000001,610000003479,
0.986648,,Spine,7,5,1,100000001,610000003482,
0.979048,,Spine,6,5,1,100000000,610000003490,
0.999566,,Spine,1,1,1,100000000,610000003495,
0.995585,,Spine,6,2,1,100000001,610000003498,
0.985154,,Spine,7,3,1,100000000,610000003500,
0.99621,,Spine,0,1,1,100000002,610000003505,
0.992338,,Spine,8,6,1,100000000,610000003507,
0.99982,,Spine,5,3,1,100000001,610000003510,
0.997647,,Spine,1,2,1,100000001,610000003512,
0.967434,,Spine,6,5,1,100000000,610000003518,
0.966229,,Spine,2,2,1,100000000,610000003521,
0.983936,,Spine,1,1,1,100000001,610000003524,
0.973209,,Spine,9,5,1,100000000,610000003526,
0.996648,,Spine,4,3,1,100000001,610000003528,
0.959341,,Spine,3,2,1,100000001,610000003533,
0.992861,,Spine,2,3,1,100000001,610000003535,
0.998928,,Spine,7,3,1,100000000,610000003537,
0.991776,,Spine,0,1,1,100000001,610000003542,
0.993968,,Spine,3,2,1,100000001,610000003547,
0.993383,,Spine,4,3,1,100000001,610000003549,
0.948414,,Spine,1,1,1,100000001,610000003553,
0.974072,,Spine,7,5,1,100000000,610000003556,
0.998063,,Spine,4,3,1,100000000,610000003558,
0.969531,,Spine,5,4,1,100000000,610000003561,
0.998134,,Spine,10,4,1,100000000,610000003564,
0.864968,,Spine,2,2,1,100000001,610000003570,
0.998733,,Spine,2,1,1,100000000,610000003572,
0.995407,,Spine,1,2,1,100000001,610000003574,
0.98157,,Spine,5,4,1,100000001,610000003576,
0.977855,,Spine,5,3,1,100000001,610000003582,
0.975356,,Spine,0,1,1,100000001,610000003584,
0.997165,,Spine,3,2,1,100000001,610000003587,
0.998918,,Spine,1,1,1,100000000,610000003590,
0.995181,,Spine,2,3,1,100000001,610000003592,
1,,Spine,3,2,1,100000001,610000003594,
1,,Spine,3,2,1,100000001,610000003596,
0.946011,,Spine,1,1,1,100000001,610000003599,
0.986362,,Spine,3,2,1,100000000,610000003601,
0.989021,,Spine,5,4,1,100000000,610000003603,
0.958783,,Spine,6,4,1,100000000,610000003605,
1,,Spine,3,2,1,100000001,610000003610,
0.936088,,Spine,2,2,1,100000001,610000003612,
1,,Spine,0,1,1,100000002,610000003614,
0.953774,,Spine,6,5,1,100000000,610000003617,
0.993647,,Spine,0,1,1,100000001,610000003619,
0.999459,,Spine,0,1,1,100000001,610000003622,
0.979496,,Spine,6,5,1,100000000,610000003624,
1,,Spine,3,2,1,100000001,610000003626,
0.996266,,Spine,0,1,1,100000001,610000003628,
0.997216,,Spine,0,1,1,100000001,610000003632,
0.983452,,Spine,0,1,1,100000001,610000003634,
1,,Spine,3,2,1,100000001,610000003637,
0.999336,,Spine,7,4,1,100000001,610000003642,
1,,Spine,3,2,1,100000001,610000003647,
0.976235,,Spine,0,1,1,100000001,610000003651,
0.956596,,Spine,2,1,1,100000000,610000003654,
1,,Spine,3,2,1,100000001,610000003658,
1,,Spine,3,2,1,100000001,610000003660,
0.957295,,Spine,2,1,1,100000000,610000003664,
1,,Spine,0,1,1,100000002,610000003667,
1,,Spine,3,2,1,100000001,610000003669,
0.996951,,Spine,0,1,1,100000000,610000003676,
0.997029,,Spine,1,2,1,100000001,610000003680,
0.975554,,Spine,1,1,1,100000001,610000003685,
0.921076,,Spine,2,1,1,100000000,610000003687,
1,,Spine,10,4,1,100000000,610000003706,
1,,Spine,9,4,1,100000000,610000003707,
1,,Spine,9,5,1,100000000,610000003708,
1,,Spine,6,4,1,100000000,610000003709,
1,,Spine,5,4,1,100000000,610000003710,
1,,Spine,5,4,1,100000000,610000003711,
1,,Spine,5,4,1,100000000,610000003712,
1,,Spine,5,4,1,100000000,610000003713,
1,,Spine,3,2,1,100000000,610000003714,
1,,Spine,3,2,1,100000000,610000003715,
1,,Spine,1,2,1,100000000,610000003716,
1,,Spine,2,2,1,100000000,610000003717,
1,,Spine,4,3,1,100000000,610000003718,
1,,Spine,6,4,1,100000001,610000003719,
1,,Spine,7,4,1,100000001,610000003720,
1,,Spine,6,3,1,100000001,610000003721,
1,,Spine,5,3,1,100000001,610000003722,
1,,Spine,5,3,1,100000001,610000003723,
1,,Spine,4,3,1,100000001,610000003724,
1,,Spine,2,3,1,100000001,610000003725,
1,,Spine,1,2,1,100000001,610000003726,
