
Soma BoundingBoxOO Length B
 ==================== 
Soma BoundingBoxOO Length B,Unit,Category,Collection,Time,FilamentID,ID,
1.49548,µm,Soma,Soma BoundingBoxOO Length,1,100000000,800000000,
2.80396,µm,Soma,Soma BoundingBoxOO Length,1,100000001,800000001,
3.625,µm,Soma,Soma BoundingBoxOO Length,1,100000002,800000002,
