
Spine Length
 ==================== 
Spine Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.554122,µm,Spine,2,1,1,100000001,610000003445,
0.466699,µm,Spine,2,3,1,100000001,610000003448,
0.621504,µm,Spine,2,3,1,100000001,610000003450,
0.396159,µm,Spine,0,1,1,100000002,610000003452,
0.42608,µm,Spine,2,1,1,100000001,610000003454,
0.577918,µm,Spine,5,4,1,100000001,610000003459,
0.484183,µm,Spine,6,4,1,100000001,610000003461,
0.879886,µm,Spine,5,3,1,100000001,610000003469,
0.495229,µm,Spine,2,2,1,100000001,610000003472,
0.436307,µm,Spine,2,2,1,100000002,610000003474,
0.420222,µm,Spine,5,4,1,100000001,610000003477,
0.427679,µm,Spine,7,4,1,100000001,610000003479,
0.346064,µm,Spine,7,5,1,100000001,610000003482,
1.00684,µm,Spine,6,5,1,100000000,610000003490,
0.483161,µm,Spine,1,1,1,100000000,610000003495,
0.365679,µm,Spine,6,2,1,100000001,610000003498,
0.273047,µm,Spine,7,3,1,100000000,610000003500,
0.619523,µm,Spine,0,1,1,100000002,610000003505,
0.344306,µm,Spine,8,6,1,100000000,610000003507,
0.677444,µm,Spine,5,3,1,100000001,610000003510,
0.324632,µm,Spine,1,2,1,100000001,610000003512,
0.788869,µm,Spine,6,5,1,100000000,610000003518,
0.373477,µm,Spine,2,2,1,100000000,610000003521,
0.332503,µm,Spine,1,1,1,100000001,610000003524,
0.407721,µm,Spine,9,5,1,100000000,610000003526,
0.366281,µm,Spine,4,3,1,100000001,610000003528,
0.518836,µm,Spine,3,2,1,100000001,610000003533,
0.304084,µm,Spine,2,3,1,100000001,610000003535,
0.34699,µm,Spine,7,3,1,100000000,610000003537,
0.365893,µm,Spine,0,1,1,100000001,610000003542,
0.426997,µm,Spine,3,2,1,100000001,610000003547,
0.28316,µm,Spine,4,3,1,100000001,610000003549,
0.620128,µm,Spine,1,1,1,100000001,610000003553,
0.435973,µm,Spine,7,5,1,100000000,610000003556,
0.327175,µm,Spine,4,3,1,100000000,610000003558,
0.574413,µm,Spine,5,4,1,100000000,610000003561,
0.331344,µm,Spine,10,4,1,100000000,610000003564,
0.559976,µm,Spine,2,2,1,100000001,610000003570,
0.224244,µm,Spine,2,1,1,100000000,610000003572,
0.42468,µm,Spine,1,2,1,100000001,610000003574,
0.29011,µm,Spine,5,4,1,100000001,610000003576,
0.520664,µm,Spine,5,3,1,100000001,610000003582,
0.481948,µm,Spine,0,1,1,100000001,610000003584,
0.237777,µm,Spine,3,2,1,100000001,610000003587,
0.297793,µm,Spine,1,1,1,100000000,610000003590,
0.337121,µm,Spine,2,3,1,100000001,610000003592,
0.120897,µm,Spine,3,2,1,100000001,610000003594,
0.138598,µm,Spine,3,2,1,100000001,610000003596,
0.523364,µm,Spine,1,1,1,100000001,610000003599,
0.408898,µm,Spine,3,2,1,100000000,610000003601,
0.420771,µm,Spine,5,4,1,100000000,610000003603,
0.292934,µm,Spine,6,4,1,100000000,610000003605,
0.205833,µm,Spine,3,2,1,100000001,610000003610,
0.374423,µm,Spine,2,2,1,100000001,610000003612,
0.256415,µm,Spine,0,1,1,100000002,610000003614,
0.401579,µm,Spine,6,5,1,100000000,610000003617,
0.217636,µm,Spine,0,1,1,100000001,610000003619,
0.519397,µm,Spine,0,1,1,100000001,610000003622,
0.402967,µm,Spine,6,5,1,100000000,610000003624,
0.171741,µm,Spine,3,2,1,100000001,610000003626,
0.385645,µm,Spine,0,1,1,100000001,610000003628,
0.300474,µm,Spine,0,1,1,100000001,610000003632,
0.400098,µm,Spine,0,1,1,100000001,610000003634,
0.129545,µm,Spine,3,2,1,100000001,610000003637,
0.532779,µm,Spine,7,4,1,100000001,610000003642,
0.186762,µm,Spine,3,2,1,100000001,610000003647,
0.427951,µm,Spine,0,1,1,100000001,610000003651,
0.330379,µm,Spine,2,1,1,100000000,610000003654,
0.192988,µm,Spine,3,2,1,100000001,610000003658,
0.199907,µm,Spine,3,2,1,100000001,610000003660,
0.431401,µm,Spine,2,1,1,100000000,610000003664,
0.20147,µm,Spine,0,1,1,100000002,610000003667,
0.162512,µm,Spine,3,2,1,100000001,610000003669,
0.347229,µm,Spine,0,1,1,100000000,610000003676,
0.248558,µm,Spine,1,2,1,100000001,610000003680,
0.347025,µm,Spine,1,1,1,100000001,610000003685,
0.370202,µm,Spine,2,1,1,100000000,610000003687,
0.292083,µm,Spine,10,4,1,100000000,610000003706,
0.275232,µm,Spine,9,4,1,100000000,610000003707,
0.29741,µm,Spine,9,5,1,100000000,610000003708,
0.190864,µm,Spine,6,4,1,100000000,610000003709,
0.388897,µm,Spine,5,4,1,100000000,610000003710,
0.243072,µm,Spine,5,4,1,100000000,610000003711,
0.230583,µm,Spine,5,4,1,100000000,610000003712,
0.16269,µm,Spine,5,4,1,100000000,610000003713,
0.280312,µm,Spine,3,2,1,100000000,610000003714,
