
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
18.7537,µm,Filament,Filament Position,1,100000000,
36.0345,µm,Filament,Filament Position,1,100000001,
59.6556,µm,Filament,Filament Position,1,100000002,
