
Soma Ellipticity (prolate)
 ==================== 
Soma Ellipticity (prolate),Unit,Category,Time,FilamentID,ID,
0.425533,,Soma,1,100000000,800000000,
0.302783,,Soma,1,100000001,800000001,
0.23627,,Soma,1,100000002,800000002,
