
Spine Terminal Pt Intensity Center Ch=4 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
0,,Spine,4,2,Image 1,1,100000001,610000003445,
0,,Spine,4,2,Image 1,1,100000001,610000003448,
0,,Spine,4,2,Image 1,1,100000001,610000003450,
0,,Spine,4,0,Image 1,1,100000002,610000003452,
0,,Spine,4,2,Image 1,1,100000001,610000003454,
0,,Spine,4,5,Image 1,1,100000001,610000003459,
0,,Spine,4,6,Image 1,1,100000001,610000003461,
0,,Spine,4,5,Image 1,1,100000001,610000003469,
0,,Spine,4,2,Image 1,1,100000001,610000003472,
0,,Spine,4,2,Image 1,1,100000002,610000003474,
0,,Spine,4,5,Image 1,1,100000001,610000003477,
0,,Spine,4,7,Image 1,1,100000001,610000003479,
0,,Spine,4,7,Image 1,1,100000001,610000003482,
0,,Spine,4,6,Image 1,1,100000000,610000003490,
0,,Spine,4,1,Image 1,1,100000000,610000003495,
0,,Spine,4,6,Image 1,1,100000001,610000003498,
0,,Spine,4,7,Image 1,1,100000000,610000003500,
0,,Spine,4,0,Image 1,1,,610000003503,
0,,Spine,4,8,Image 1,1,100000000,610000003507,
0,,Spine,4,5,Image 1,1,100000001,610000003510,
0,,Spine,4,1,Image 1,1,100000001,610000003512,
0,,Spine,4,6,Image 1,1,100000000,610000003518,
0,,Spine,4,2,Image 1,1,100000000,610000003521,
0,,Spine,4,1,Image 1,1,100000001,610000003524,
0,,Spine,4,9,Image 1,1,100000000,610000003526,
0,,Spine,4,4,Image 1,1,100000001,610000003528,
0,,Spine,4,3,Image 1,1,,610000003530,
0,,Spine,4,2,Image 1,1,100000001,610000003535,
0,,Spine,4,7,Image 1,1,100000000,610000003537,
0,,Spine,4,0,Image 1,1,100000001,610000003542,
0,,Spine,4,3,Image 1,1,,610000003545,
0,,Spine,4,4,Image 1,1,100000001,610000003549,
0,,Spine,4,1,Image 1,1,100000001,610000003553,
0,,Spine,4,7,Image 1,1,100000000,610000003556,
0,,Spine,4,4,Image 1,1,100000000,610000003558,
0,,Spine,4,5,Image 1,1,100000000,610000003561,
0,,Spine,4,10,Image 1,1,100000000,610000003564,
0,,Spine,4,2,Image 1,1,100000001,610000003570,
0,,Spine,4,2,Image 1,1,100000000,610000003572,
0,,Spine,4,1,Image 1,1,100000001,610000003574,
0,,Spine,4,5,Image 1,1,100000001,610000003576,
0,,Spine,4,5,Image 1,1,100000001,610000003582,
0,,Spine,4,0,Image 1,1,100000001,610000003584,
0,,Spine,4,3,Image 1,1,,610000003586,
0,,Spine,4,1,Image 1,1,100000000,610000003590,
0,,Spine,4,2,Image 1,1,100000001,610000003592,
0,,Spine,4,1,Image 1,1,100000001,610000003599,
0,,Spine,4,3,Image 1,1,100000000,610000003601,
0,,Spine,4,5,Image 1,1,100000000,610000003603,
0,,Spine,4,6,Image 1,1,100000000,610000003605,
0,,Spine,4,2,Image 1,1,100000001,610000003612,
0,,Spine,4,6,Image 1,1,100000000,610000003617,
0,,Spine,4,0,Image 1,1,100000001,610000003619,
0,,Spine,4,0,Image 1,1,100000001,610000003622,
0,,Spine,4,6,Image 1,1,100000000,610000003624,
0,,Spine,4,0,Image 1,1,100000001,610000003628,
0,,Spine,4,0,Image 1,1,100000001,610000003632,
0,,Spine,4,0,Image 1,1,100000001,610000003634,
0,,Spine,4,7,Image 1,1,100000001,610000003642,
0,,Spine,4,0,Image 1,1,100000001,610000003651,
0,,Spine,4,2,Image 1,1,100000000,610000003654,
0,,Spine,4,2,Image 1,1,100000000,610000003664,
0,,Spine,4,0,Image 1,1,100000000,610000003676,
0,,Spine,4,1,Image 1,1,100000001,610000003680,
0,,Spine,4,1,Image 1,1,100000001,610000003685,
0,,Spine,4,2,Image 1,1,100000000,610000003687,
0,,Spine,4,3,Image 1,1,,610000003771,
0,,Spine,4,2,Image 1,1,,610000003771,
0,,Spine,4,0,Image 1,1,,610000003771,
0,,Spine,4,3,Image 1,1,,610000003772,
