
Segment Intensity Median Ch=3 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
25.125,,Segment,3,13,Image 1,5,1,100000000,510000000020,
50.625,,Segment,3,12,Image 1,5,1,100000000,510000000023,
78.125,,Segment,3,11,Image 1,5,1,100000000,510000000030,
95.125,,Segment,3,10,Image 1,4,1,100000000,510000000051,
75.125,,Segment,3,9,Image 1,4,1,100000000,510000000056,
74.625,,Segment,3,8,Image 1,4,1,100000000,510000000060,
85.125,,Segment,3,7,Image 1,4,1,100000000,510000000068,
65.125,,Segment,3,6,Image 1,4,1,100000000,510000000093,
80.625,,Segment,3,5,Image 1,4,1,100000000,510000000121,
46.125,,Segment,3,4,Image 1,3,1,100000000,510000000164,
50.125,,Segment,3,3,Image 1,2,1,100000000,510000000183,
106.625,,Segment,3,1,Image 1,1,1,100000000,510000000188,
93.625,,Segment,3,0,Image 1,1,1,100000000,510000000201,
25.125,,Segment,3,12,Image 1,6,1,100000000,510000000204,
17.875,,Segment,3,13,Image 1,6,1,100000000,510000000206,
42.125,,Segment,3,8,Image 1,5,1,100000000,510000000224,
76.125,,Segment,3,7,Image 1,5,1,100000000,510000000233,
52.625,,Segment,3,8,Image 1,6,1,100000000,510000000250,
66.125,,Segment,3,9,Image 1,5,1,100000000,510000000259,
41.125,,Segment,3,11,Image 1,4,1,100000000,510000000261,
28.0625,,Segment,3,10,Image 1,5,1,100000000,510000000263,
50.125,,Segment,3,8,Image 1,5,1,100000000,510000000269,
73.125,,Segment,3,6,Image 1,5,1,100000000,510000000286,
72.125,,Segment,3,7,Image 1,3,1,100000000,510000000304,
89.625,,Segment,3,6,Image 1,3,1,100000000,510000000306,
67.125,,Segment,3,7,Image 1,4,1,100000000,510000000311,
66.125,,Segment,3,6,Image 1,4,1,100000000,510000000318,
70.125,,Segment,3,1,Image 1,1,1,100000000,510000000376,
106.125,,Segment,3,0,Image 1,1,1,100000000,510000000400,
80.625,,Segment,3,1,Image 1,2,1,100000000,510000000412,
71.625,,Segment,3,6,Image 1,4,1,100000001,510000000423,
83.125,,Segment,3,5,Image 1,4,1,100000001,510000000478,
98.125,,Segment,3,4,Image 1,3,1,100000001,510000000526,
27.625,,Segment,3,3,Image 1,3,1,100000001,510000000542,
63.125,,Segment,3,2,Image 1,2,1,100000001,510000000565,
88.125,,Segment,3,1,Image 1,1,1,100000001,510000000590,
110.125,,Segment,3,0,Image 1,1,1,100000001,510000000614,
32.0625,,Segment,3,9,Image 1,3,1,100000001,510000000627,
