
Segment Number of Voxel Ch=2 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
167,,Segment,2,13,Image 1,5,1,100000000,510000000020,
86,,Segment,2,12,Image 1,5,1,100000000,510000000023,
195,,Segment,2,11,Image 1,5,1,100000000,510000000030,
678,,Segment,2,10,Image 1,4,1,100000000,510000000051,
201,,Segment,2,9,Image 1,4,1,100000000,510000000056,
142,,Segment,2,8,Image 1,4,1,100000000,510000000060,
260,,Segment,2,7,Image 1,4,1,100000000,510000000068,
430,,Segment,2,6,Image 1,4,1,100000000,510000000093,
878,,Segment,2,5,Image 1,4,1,100000000,510000000121,
615,,Segment,2,4,Image 1,3,1,100000000,510000000164,
494,,Segment,2,3,Image 1,2,1,100000000,510000000183,
428,,Segment,2,1,Image 1,1,1,100000000,510000000188,
786,,Segment,2,0,Image 1,1,1,100000000,510000000201,
74,,Segment,2,12,Image 1,6,1,100000000,510000000204,
85,,Segment,2,13,Image 1,6,1,100000000,510000000206,
279,,Segment,2,8,Image 1,5,1,100000000,510000000224,
304,,Segment,2,7,Image 1,5,1,100000000,510000000233,
320,,Segment,2,8,Image 1,6,1,100000000,510000000250,
237,,Segment,2,9,Image 1,5,1,100000000,510000000259,
230,,Segment,2,11,Image 1,4,1,100000000,510000000261,
128,,Segment,2,10,Image 1,5,1,100000000,510000000263,
148,,Segment,2,8,Image 1,5,1,100000000,510000000269,
205,,Segment,2,6,Image 1,5,1,100000000,510000000286,
506,,Segment,2,7,Image 1,3,1,100000000,510000000304,
260,,Segment,2,6,Image 1,3,1,100000000,510000000306,
211,,Segment,2,7,Image 1,4,1,100000000,510000000311,
389,,Segment,2,6,Image 1,4,1,100000000,510000000318,
1141,,Segment,2,1,Image 1,1,1,100000000,510000000376,
113,,Segment,2,0,Image 1,1,1,100000000,510000000400,
68,,Segment,2,1,Image 1,2,1,100000000,510000000412,
252,,Segment,2,6,Image 1,4,1,100000001,510000000423,
953,,Segment,2,5,Image 1,4,1,100000001,510000000478,
1660,,Segment,2,4,Image 1,3,1,100000001,510000000526,
248,,Segment,2,3,Image 1,3,1,100000001,510000000542,
641,,Segment,2,2,Image 1,2,1,100000001,510000000565,
1166,,Segment,2,1,Image 1,1,1,100000001,510000000590,
717,,Segment,2,0,Image 1,1,1,100000001,510000000614,
