
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
6.85096e+06,,Surface,1,Image 1,1,0,
5.07765e+06,,Surface,1,Image 1,1,1,
2.07716e+06,,Surface,1,Image 1,1,2,
3.83243e+06,,Surface,1,Image 1,1,3,
