
Intensity Sum of Square Ch=1 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
2.4447e+08,,Surface,1,Image 1,1,0,
1.24195e+08,,Surface,1,Image 1,1,1,
3.69541e+07,,Surface,1,Image 1,1,2,
9.96921e+07,,Surface,1,Image 1,1,3,
