
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2.95182,,Surface,3,Image 1,1,0,
2.28648,,Surface,3,Image 1,1,1,
2.90676,,Surface,3,Image 1,1,2,
2.13658,,Surface,3,Image 1,1,3,
