
Soma Center of Image Mass Ch=3 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
279.794,20788.5,1388.47,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000000,800000000,
313.872,20828.3,1388.04,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000001,800000001,
283.999,20801.8,1388.48,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000002,800000002,
294.737,20793,1391.88,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000003,800000003,
277.365,20814.2,1390.96,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000004,800000004,
