
Segment Time
 ==================== 
Segment Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Segment,17,8,1,100000001,510000000094,
0,s,Segment,16,7,1,100000001,510000000099,
0,s,Segment,15,6,1,100000001,510000000101,
0,s,Segment,14,5,1,100000001,510000000150,
0,s,Segment,13,4,1,100000001,510000000178,
0,s,Segment,12,4,1,100000001,510000000194,
0,s,Segment,11,3,1,100000001,510000000205,
0,s,Segment,10,3,1,100000001,510000000208,
0,s,Segment,8,3,1,100000001,510000000219,
0,s,Segment,7,3,1,100000001,510000000224,
0,s,Segment,6,3,1,100000001,510000000231,
0,s,Segment,3,1,1,100000001,510000000236,
0,s,Segment,2,1,1,100000001,510000000246,
0,s,Segment,1,1,1,100000001,510000000250,
0,s,Segment,0,1,1,100000001,510000000264,
0,s,Segment,16,6,1,100000001,510000000285,
0,s,Segment,17,7,1,100000001,510000000288,
0,s,Segment,15,5,1,100000001,510000000291,
0,s,Segment,8,7,1,100000003,510000000315,
0,s,Segment,7,6,1,100000003,510000000319,
0,s,Segment,6,5,1,100000003,510000000326,
0,s,Segment,5,4,1,100000003,510000000328,
0,s,Segment,4,4,1,100000003,510000000333,
0,s,Segment,3,4,1,100000003,510000000335,
0,s,Segment,2,3,1,100000003,510000000381,
0,s,Segment,1,2,1,100000003,510000000420,
0,s,Segment,0,1,1,100000003,510000000425,
0,s,Segment,10,6,1,100000003,510000000462,
0,s,Segment,9,6,1,100000003,510000000466,
0,s,Segment,10,7,1,100000003,510000000469,
0,s,Segment,4,5,1,100000003,510000000486,
0,s,Segment,9,7,1,100000003,510000000488,
0,s,Segment,7,5,1,100000003,510000000490,
0,s,Segment,5,5,1,100000003,510000000492,
0,s,Segment,5,2,1,100000003,510000000505,
0,s,Segment,4,2,1,100000003,510000000546,
0,s,Segment,3,2,1,100000003,510000000551,
0,s,Segment,2,2,1,100000003,510000000560,
0,s,Segment,6,4,1,100000003,510000000562,
0,s,Segment,5,3,1,100000003,510000000570,
0,s,Segment,3,3,1,100000003,510000000572,
0,s,Segment,3,3,1,100000003,510000000589,
0,s,Segment,4,3,1,100000003,510000000592,
0,s,Segment,13,5,1,100000002,510000000611,
0,s,Segment,12,4,1,100000002,510000000644,
0,s,Segment,11,4,1,100000002,510000000654,
0,s,Segment,10,4,1,100000002,510000000664,
0,s,Segment,9,4,1,100000002,510000000666,
0,s,Segment,8,3,1,100000002,510000000677,
0,s,Segment,7,2,1,100000002,510000000681,
0,s,Segment,6,2,1,100000002,510000000683,
0,s,Segment,5,2,1,100000002,510000000698,
0,s,Segment,4,1,1,100000002,510000000705,
0,s,Segment,3,1,1,100000002,510000000732,
0,s,Segment,2,1,1,100000002,510000000741,
0,s,Segment,1,1,1,100000002,510000000746,
0,s,Segment,0,1,1,100000002,510000000776,
0,s,Segment,6,4,1,100000003,510000000795,
0,s,Segment,4,3,1,100000003,510000000803,
0,s,Segment,3,3,1,100000003,510000000806,
0,s,Segment,2,3,1,100000003,510000000810,
0,s,Segment,1,2,1,100000003,510000000824,
0,s,Segment,0,1,1,100000003,510000000852,
0,s,Segment,6,3,1,100000001,510000000857,
0,s,Segment,4,2,1,100000001,510000000860,
0,s,Segment,3,2,1,100000001,510000000863,
0,s,Segment,2,2,1,100000001,510000000895,
0,s,Segment,1,1,1,100000001,510000000903,
0,s,Segment,0,1,1,100000001,510000000916,
0,s,Segment,0,1,1,100000002,510000000923,
0,s,Segment,12,3,1,100000001,510000000943,
0,s,Segment,11,4,1,100000001,510000000955,
0,s,Segment,10,4,1,100000001,510000000960,
0,s,Segment,11,5,1,100000001,510000000963,
0,s,Segment,8,3,1,100000003,510000000991,
