
Segment Number of Voxel Ch=4 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
311,,Segment,4,17,Image 1,8,1,100000001,510000000094,
155,,Segment,4,16,Image 1,7,1,100000001,510000000099,
83,,Segment,4,15,Image 1,6,1,100000001,510000000101,
716,,Segment,4,14,Image 1,5,1,100000001,510000000150,
702,,Segment,4,13,Image 1,4,1,100000001,510000000178,
328,,Segment,4,12,Image 1,4,1,100000001,510000000194,
422,,Segment,4,11,Image 1,3,1,100000001,510000000205,
191,,Segment,4,10,Image 1,3,1,100000001,510000000208,
683,,Segment,4,8,Image 1,3,1,100000001,510000000219,
629,,Segment,4,7,Image 1,3,1,100000001,510000000224,
520,,Segment,4,6,Image 1,3,1,100000001,510000000231,
389,,Segment,4,3,Image 1,1,1,100000001,510000000236,
842,,Segment,4,2,Image 1,1,1,100000001,510000000246,
287,,Segment,4,1,Image 1,1,1,100000001,510000000250,
1354,,Segment,4,0,Image 1,1,1,100000001,510000000264,
396,,Segment,4,16,Image 1,6,1,100000001,510000000285,
150,,Segment,4,17,Image 1,7,1,100000001,510000000288,
131,,Segment,4,15,Image 1,5,1,100000001,510000000291,
431,,Segment,4,8,Image 1,7,1,100000003,510000000315,
110,,Segment,4,7,Image 1,6,1,100000003,510000000319,
311,,Segment,4,6,Image 1,5,1,100000003,510000000326,
181,,Segment,4,5,Image 1,4,1,100000003,510000000328,
431,,Segment,4,4,Image 1,4,1,100000003,510000000333,
154,,Segment,4,3,Image 1,4,1,100000003,510000000335,
516,,Segment,4,2,Image 1,3,1,100000003,510000000381,
397,,Segment,4,1,Image 1,2,1,100000003,510000000420,
211,,Segment,4,0,Image 1,1,1,100000003,510000000425,
378,,Segment,4,10,Image 1,6,1,100000003,510000000462,
126,,Segment,4,9,Image 1,6,1,100000003,510000000466,
108,,Segment,4,10,Image 1,7,1,100000003,510000000469,
346,,Segment,4,4,Image 1,5,1,100000003,510000000486,
87,,Segment,4,9,Image 1,7,1,100000003,510000000488,
143,,Segment,4,7,Image 1,5,1,100000003,510000000490,
130,,Segment,4,5,Image 1,5,1,100000003,510000000492,
248,,Segment,4,5,Image 1,2,1,100000003,510000000505,
772,,Segment,4,4,Image 1,2,1,100000003,510000000546,
143,,Segment,4,3,Image 1,2,1,100000003,510000000551,
201,,Segment,4,2,Image 1,2,1,100000003,510000000560,
166,,Segment,4,6,Image 1,4,1,100000003,510000000562,
174,,Segment,4,5,Image 1,3,1,100000003,510000000570,
247,,Segment,4,3,Image 1,3,1,100000003,510000000572,
325,,Segment,4,3,Image 1,3,1,100000003,510000000589,
100,,Segment,4,4,Image 1,3,1,100000003,510000000592,
334,,Segment,4,13,Image 1,5,1,100000002,510000000611,
771,,Segment,4,12,Image 1,4,1,100000002,510000000644,
272,,Segment,4,11,Image 1,4,1,100000002,510000000654,
224,,Segment,4,10,Image 1,4,1,100000002,510000000664,
79,,Segment,4,9,Image 1,4,1,100000002,510000000666,
246,,Segment,4,8,Image 1,3,1,100000002,510000000677,
283,,Segment,4,7,Image 1,2,1,100000002,510000000681,
209,,Segment,4,6,Image 1,2,1,100000002,510000000683,
709,,Segment,4,5,Image 1,2,1,100000002,510000000698,
473,,Segment,4,4,Image 1,1,1,100000002,510000000705,
605,,Segment,4,3,Image 1,1,1,100000002,510000000732,
310,,Segment,4,2,Image 1,1,1,100000002,510000000741,
460,,Segment,4,1,Image 1,1,1,100000002,510000000746,
900,,Segment,4,0,Image 1,1,1,100000002,510000000776,
89,,Segment,4,6,Image 1,4,1,100000003,510000000795,
220,,Segment,4,4,Image 1,3,1,100000003,510000000803,
88,,Segment,4,3,Image 1,3,1,100000003,510000000806,
88,,Segment,4,2,Image 1,3,1,100000003,510000000810,
442,,Segment,4,1,Image 1,2,1,100000003,510000000824,
840,,Segment,4,0,Image 1,1,1,100000003,510000000852,
81,,Segment,4,6,Image 1,3,1,100000001,510000000857,
120,,Segment,4,4,Image 1,2,1,100000001,510000000860,
152,,Segment,4,3,Image 1,2,1,100000001,510000000863,
530,,Segment,4,2,Image 1,2,1,100000001,510000000895,
313,,Segment,4,1,Image 1,1,1,100000001,510000000903,
468,,Segment,4,0,Image 1,1,1,100000001,510000000916,
85,,Segment,4,0,Image 1,1,1,100000002,510000000923,
180,,Segment,4,12,Image 1,3,1,100000001,510000000943,
215,,Segment,4,11,Image 1,4,1,100000001,510000000955,
217,,Segment,4,10,Image 1,4,1,100000001,510000000960,
87,,Segment,4,11,Image 1,5,1,100000001,510000000963,
348,,Segment,4,8,Image 1,3,1,100000003,510000000991,
189,,Segment,4,7,Image 1,2,1,100000003,510000001006,
320,,Segment,4,6,Image 1,2,1,100000003,510000001024,
494,,Segment,4,5,Image 1,2,1,100000003,510000001042,
862,,Segment,4,4,Image 1,2,1,100000003,510000001087,
394,,Segment,4,3,Image 1,2,1,100000003,510000001095,
482,,Segment,4,2,Image 1,1,1,100000003,510000001101,
297,,Segment,4,1,Image 1,1,1,100000003,510000001105,
675,,Segment,4,10,Image 1,2,1,100000003,510000001171,
641,,Segment,4,8,Image 1,1,1,100000003,510000001196,
315,,Segment,4,7,Image 1,1,1,100000003,510000001212,
292,,Segment,4,6,Image 1,1,1,100000003,510000001226,
688,,Segment,4,5,Image 1,1,1,100000003,510000001256,
390,,Segment,4,4,Image 1,1,1,100000003,510000001259,
291,,Segment,4,13,Image 1,1,1,100000003,510000001278,
143,,Segment,4,12,Image 1,1,1,100000003,510000001283,
148,,Segment,4,11,Image 1,1,1,100000003,510000001287,
375,,Segment,4,10,Image 1,1,1,100000003,510000001306,
178,,Segment,4,8,Image 1,2,1,100000003,510000001315,
708,,Segment,4,7,Image 1,2,1,100000003,510000001388,
160,,Segment,4,12,Image 1,2,1,100000003,510000001396,
80,,Segment,4,13,Image 1,2,1,100000003,510000001399,
458,,Segment,4,16,Image 1,6,1,100000002,510000001409,
215,,Segment,4,15,Image 1,6,1,100000002,510000001412,
173,,Segment,4,14,Image 1,6,1,100000002,510000001418,
143,,Segment,4,13,Image 1,5,1,100000002,510000001422,
211,,Segment,4,12,Image 1,5,1,100000002,510000001436,
363,,Segment,4,11,Image 1,5,1,100000002,510000001453,
337,,Segment,4,10,Image 1,4,1,100000002,510000001465,
313,,Segment,4,9,Image 1,4,1,100000002,510000001476,
590,,Segment,4,8,Image 1,4,1,100000002,510000001506,
882,,Segment,4,7,Image 1,3,1,100000002,510000001545,
232,,Segment,4,6,Image 1,2,1,100000002,510000001549,
1225,,Segment,4,5,Image 1,1,1,100000002,510000001572,
