
Segment Time Index
 ==================== 
Segment Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Segment,17,8,1,100000001,510000000094,
1,,Segment,16,7,1,100000001,510000000099,
1,,Segment,15,6,1,100000001,510000000101,
1,,Segment,14,5,1,100000001,510000000150,
1,,Segment,13,4,1,100000001,510000000178,
1,,Segment,12,4,1,100000001,510000000194,
1,,Segment,11,3,1,100000001,510000000205,
1,,Segment,10,3,1,100000001,510000000208,
1,,Segment,8,3,1,100000001,510000000219,
1,,Segment,7,3,1,100000001,510000000224,
1,,Segment,6,3,1,100000001,510000000231,
1,,Segment,3,1,1,100000001,510000000236,
1,,Segment,2,1,1,100000001,510000000246,
1,,Segment,1,1,1,100000001,510000000250,
1,,Segment,0,1,1,100000001,510000000264,
1,,Segment,16,6,1,100000001,510000000285,
1,,Segment,17,7,1,100000001,510000000288,
1,,Segment,15,5,1,100000001,510000000291,
1,,Segment,8,7,1,100000003,510000000315,
1,,Segment,7,6,1,100000003,510000000319,
1,,Segment,6,5,1,100000003,510000000326,
1,,Segment,5,4,1,100000003,510000000328,
1,,Segment,4,4,1,100000003,510000000333,
1,,Segment,3,4,1,100000003,510000000335,
1,,Segment,2,3,1,100000003,510000000381,
1,,Segment,1,2,1,100000003,510000000420,
1,,Segment,0,1,1,100000003,510000000425,
1,,Segment,10,6,1,100000003,510000000462,
1,,Segment,9,6,1,100000003,510000000466,
1,,Segment,10,7,1,100000003,510000000469,
1,,Segment,4,5,1,100000003,510000000486,
1,,Segment,9,7,1,100000003,510000000488,
1,,Segment,7,5,1,100000003,510000000490,
1,,Segment,5,5,1,100000003,510000000492,
1,,Segment,5,2,1,100000003,510000000505,
1,,Segment,4,2,1,100000003,510000000546,
1,,Segment,3,2,1,100000003,510000000551,
1,,Segment,2,2,1,100000003,510000000560,
1,,Segment,6,4,1,100000003,510000000562,
1,,Segment,5,3,1,100000003,510000000570,
1,,Segment,3,3,1,100000003,510000000572,
1,,Segment,3,3,1,100000003,510000000589,
1,,Segment,4,3,1,100000003,510000000592,
1,,Segment,13,5,1,100000002,510000000611,
1,,Segment,12,4,1,100000002,510000000644,
1,,Segment,11,4,1,100000002,510000000654,
1,,Segment,10,4,1,100000002,510000000664,
1,,Segment,9,4,1,100000002,510000000666,
1,,Segment,8,3,1,100000002,510000000677,
1,,Segment,7,2,1,100000002,510000000681,
1,,Segment,6,2,1,100000002,510000000683,
1,,Segment,5,2,1,100000002,510000000698,
1,,Segment,4,1,1,100000002,510000000705,
1,,Segment,3,1,1,100000002,510000000732,
1,,Segment,2,1,1,100000002,510000000741,
1,,Segment,1,1,1,100000002,510000000746,
1,,Segment,0,1,1,100000002,510000000776,
1,,Segment,6,4,1,100000003,510000000795,
1,,Segment,4,3,1,100000003,510000000803,
1,,Segment,3,3,1,100000003,510000000806,
1,,Segment,2,3,1,100000003,510000000810,
1,,Segment,1,2,1,100000003,510000000824,
1,,Segment,0,1,1,100000003,510000000852,
1,,Segment,6,3,1,100000001,510000000857,
1,,Segment,4,2,1,100000001,510000000860,
1,,Segment,3,2,1,100000001,510000000863,
1,,Segment,2,2,1,100000001,510000000895,
1,,Segment,1,1,1,100000001,510000000903,
1,,Segment,0,1,1,100000001,510000000916,
1,,Segment,0,1,1,100000002,510000000923,
1,,Segment,12,3,1,100000001,510000000943,
1,,Segment,11,4,1,100000001,510000000955,
1,,Segment,10,4,1,100000001,510000000960,
1,,Segment,11,5,1,100000001,510000000963,
1,,Segment,8,3,1,100000003,510000000991,
1,,Segment,7,2,1,100000003,510000001006,
1,,Segment,6,2,1,100000003,510000001024,
1,,Segment,5,2,1,100000003,510000001042,
1,,Segment,4,2,1,100000003,510000001087,
1,,Segment,3,2,1,100000003,510000001095,
1,,Segment,2,1,1,100000003,510000001101,
1,,Segment,1,1,1,100000003,510000001105,
1,,Segment,10,2,1,100000003,510000001171,
1,,Segment,8,1,1,100000003,510000001196,
1,,Segment,7,1,1,100000003,510000001212,
1,,Segment,6,1,1,100000003,510000001226,
1,,Segment,5,1,1,100000003,510000001256,
1,,Segment,4,1,1,100000003,510000001259,
1,,Segment,13,1,1,100000003,510000001278,
1,,Segment,12,1,1,100000003,510000001283,
1,,Segment,11,1,1,100000003,510000001287,
1,,Segment,10,1,1,100000003,510000001306,
1,,Segment,8,2,1,100000003,510000001315,
1,,Segment,7,2,1,100000003,510000001388,
1,,Segment,12,2,1,100000003,510000001396,
1,,Segment,13,2,1,100000003,510000001399,
1,,Segment,16,6,1,100000002,510000001409,
1,,Segment,15,6,1,100000002,510000001412,
1,,Segment,14,6,1,100000002,510000001418,
1,,Segment,13,5,1,100000002,510000001422,
1,,Segment,12,5,1,100000002,510000001436,
1,,Segment,11,5,1,100000002,510000001453,
1,,Segment,10,4,1,100000002,510000001465,
1,,Segment,9,4,1,100000002,510000001476,
1,,Segment,8,4,1,100000002,510000001506,
1,,Segment,7,3,1,100000002,510000001545,
1,,Segment,6,2,1,100000002,510000001549,
1,,Segment,5,1,1,100000002,510000001572,
1,,Segment,4,1,1,100000002,510000001584,
1,,Segment,3,1,1,100000002,510000001589,
1,,Segment,2,1,1,100000002,510000001605,
1,,Segment,1,1,1,100000002,510000001608,
1,,Segment,0,1,1,100000002,510000001635,
1,,Segment,17,11,1,100000001,510000001646,
1,,Segment,16,10,1,100000001,510000001650,
1,,Segment,15,10,1,100000001,510000001660,
1,,Segment,14,9,1,100000001,510000001688,
1,,Segment,13,8,1,100000001,510000001692,
1,,Segment,12,7,1,100000001,510000001702,
1,,Segment,11,6,1,100000001,510000001716,
1,,Segment,10,5,1,100000001,510000001749,
1,,Segment,9,4,1,100000001,510000001753,
1,,Segment,8,3,1,100000001,510000001759,
1,,Segment,6,2,1,100000001,510000001764,
1,,Segment,13,5,1,100000003,510000001772,
1,,Segment,12,5,1,100000003,510000001777,
1,,Segment,11,4,1,100000003,510000001785,
1,,Segment,10,4,1,100000003,510000001799,
1,,Segment,9,4,1,100000003,510000001803,
1,,Segment,7,3,1,100000003,510000001814,
1,,Segment,6,2,1,100000003,510000001818,
1,,Segment,5,2,1,100000003,510000001844,
1,,Segment,11,2,1,100000003,510000001846,
1,,Segment,16,7,1,100000002,510000001849,
1,,Segment,18,10,1,100000001,510000001855,
1,,Segment,17,9,1,100000001,510000001869,
1,,Segment,16,9,1,100000001,510000001878,
1,,Segment,15,9,1,100000001,510000001883,
1,,Segment,7,3,1,100000003,510000001889,
1,,Segment,10,5,1,100000002,510000001907,
1,,Segment,15,7,1,100000002,510000001909,
1,,Segment,13,6,1,100000003,510000001914,
1,,Segment,10,5,1,100000003,510000001919,
1,,Segment,9,4,1,100000003,510000001923,
1,,Segment,8,4,1,100000003,510000001928,
1,,Segment,7,3,1,100000003,510000001937,
1,,Segment,6,3,1,100000003,510000001945,
1,,Segment,5,3,1,100000003,510000001952,
1,,Segment,13,6,1,100000002,510000001967,
1,,Segment,10,4,1,100000003,510000001971,
1,,Segment,18,11,1,100000001,510000001977,
1,,Segment,9,2,1,100000003,510000001987,
1,,Segment,10,3,1,100000004,510000002013,
1,,Segment,9,3,1,100000004,510000002025,
1,,Segment,8,3,1,100000004,510000002030,
1,,Segment,7,3,1,100000004,510000002054,
1,,Segment,6,3,1,100000004,510000002062,
1,,Segment,5,2,1,100000004,510000002068,
1,,Segment,4,1,1,100000004,510000002074,
1,,Segment,3,1,1,100000004,510000002077,
1,,Segment,2,1,1,100000004,510000002090,
1,,Segment,1,1,1,100000004,510000002092,
1,,Segment,0,1,1,100000004,510000002106,
1,,Segment,14,5,1,100000002,510000002166,
1,,Segment,18,9,1,100000001,510000002168,
1,,Segment,12,4,1,100000003,510000002170,
1,,Segment,8,4,1,100000003,510000002192,
1,,Segment,5,4,1,100000000,510000002228,
1,,Segment,4,4,1,100000000,510000002268,
1,,Segment,3,3,1,100000000,510000002293,
1,,Segment,2,2,1,100000000,510000002320,
1,,Segment,1,1,1,100000000,510000002326,
1,,Segment,0,1,1,100000000,510000002343,
1,,Segment,3,4,1,100000003,510000002415,
1,,Segment,2,3,1,100000003,510000002431,
1,,Segment,1,2,1,100000003,510000002451,
1,,Segment,0,1,1,100000003,510000002499,
1,,Segment,18,10,1,100000001,510000002501,
1,,Segment,10,4,1,100000004,510000002513,
1,,Segment,16,11,1,100000001,510000002515,
1,,Segment,9,5,1,100000003,510000002519,
1,,Segment,3,2,1,100000003,510000002545,
1,,Segment,2,2,1,100000003,510000002571,
1,,Segment,11,5,1,100000003,510000002573,
1,,Segment,8,3,1,100000003,510000002580,
1,,Segment,17,10,1,100000001,510000002585,
1,,Segment,6,3,1,100000003,510000002592,
1,,Segment,12,6,1,100000002,510000002594,
1,,Segment,12,3,1,100000000,510000002600,
1,,Segment,11,2,1,100000000,510000002606,
1,,Segment,10,2,1,100000000,510000002640,
1,,Segment,9,1,1,100000000,510000002648,
1,,Segment,8,1,1,100000000,510000002652,
1,,Segment,7,1,1,100000000,510000002662,
1,,Segment,6,1,1,100000000,510000002672,
1,,Segment,5,1,1,100000000,510000002682,
1,,Segment,4,1,1,100000000,510000002684,
1,,Segment,3,1,1,100000000,510000002704,
1,,Segment,2,1,1,100000000,510000002715,
1,,Segment,18,2,1,100000002,510000002724,
1,,Segment,17,2,1,100000002,510000002730,
1,,Segment,16,1,1,100000002,510000002735,
1,,Segment,15,1,1,100000002,510000002766,
1,,Segment,14,1,1,100000002,510000002795,
1,,Segment,13,1,1,100000002,510000002809,
1,,Segment,12,1,1,100000002,510000002819,
1,,Segment,11,1,1,100000002,510000002824,
1,,Segment,10,1,1,100000002,510000002831,
1,,Segment,9,1,1,100000002,510000002836,
1,,Segment,8,1,1,100000002,510000002839,
1,,Segment,6,1,1,100000002,510000002850,
1,,Segment,12,2,1,100000000,510000002857,
1,,Segment,18,3,1,100000002,510000002862,
1,,Segment,16,10,1,100000001,510000002864,
1,,Segment,7,4,1,100000004,510000002917,
1,,Segment,6,3,1,100000004,510000002945,
1,,Segment,5,3,1,100000004,510000002952,
1,,Segment,4,2,1,100000004,510000002955,
1,,Segment,3,2,1,100000004,510000002964,
1,,Segment,2,2,1,100000004,510000002976,
1,,Segment,1,2,1,100000004,510000002979,
1,,Segment,0,1,1,100000004,510000002997,
1,,Segment,11,3,1,100000000,510000003021,
1,,Segment,16,9,1,100000001,510000003043,
1,,Segment,15,8,1,100000001,510000003048,
1,,Segment,14,7,1,100000001,510000003058,
1,,Segment,13,6,1,100000001,510000003096,
1,,Segment,10,5,1,100000003,510000003103,
1,,Segment,3,3,1,100000003,510000003163,
1,,Segment,2,2,1,100000003,510000003172,
1,,Segment,6,1,1,100000002,510000003191,
1,,Segment,5,1,1,100000002,510000003199,
1,,Segment,4,1,1,100000002,510000003220,
1,,Segment,3,1,1,100000002,510000003248,
1,,Segment,2,1,1,100000002,510000003291,
1,,Segment,1,1,1,100000002,510000003296,
1,,Segment,0,1,1,100000002,510000003313,
1,,Segment,11,4,1,100000002,510000003320,
1,,Segment,5,2,1,100000004,510000003330,
