
Spine Orientation Angle
 ==================== 
Spine Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
147.412,°,Spine,6,4,1,100000002,610000008924,
166.498,°,Spine,6,4,1,100000002,610000008943,
173.106,°,Spine,6,4,1,100000002,610000008958,
123.596,°,Spine,1,1,1,100000004,610000008962,
122.542,°,Spine,7,2,1,100000003,610000008965,
-45.9556,°,Spine,13,1,1,100000002,610000008967,
-92.6726,°,Spine,4,1,1,100000002,610000008970,
141.775,°,Spine,5,1,1,100000003,610000008975,
176.986,°,Spine,2,2,1,100000000,610000008988,
-35.4552,°,Spine,0,,1,100000001,610000009011,
-50.4217,°,Spine,3,2,1,100000001,610000009031,
-40.5207,°,Spine,3,1,1,100000001,610000009036,
96.6148,°,Spine,3,1,1,100000001,610000009038,
-27.2194,°,Spine,0,,1,100000001,610000009059,
70.4199,°,Spine,6,5,1,100000003,610000009061,
12.6318,°,Spine,3,2,1,100000000,610000009075,
-8.92969,°,Spine,3,2,1,100000003,610000009078,
-146.15,°,Spine,0,1,1,100000001,610000009084,
107.37,°,Spine,13,1,1,100000002,610000009087,
143.704,°,Spine,4,3,1,100000003,610000009089,
-8.33419,°,Spine,9,4,1,100000003,610000009092,
-165.505,°,Spine,14,8,1,100000001,610000009094,
-48.613,°,Spine,0,,1,100000001,610000009112,
-23.8415,°,Spine,4,2,1,100000002,610000009114,
-98.7058,°,Spine,4,1,1,100000002,610000009117,
-20.5855,°,Spine,7,3,1,100000000,610000009122,
135.716,°,Spine,0,1,1,100000001,610000009129,
91.7899,°,Spine,3,2,1,100000004,610000009135,
9.42514,°,Spine,9,4,1,100000000,610000009140,
129.916,°,Spine,5,2,1,100000000,610000009146,
-12.9605,°,Spine,0,,1,100000001,610000009165,
-83.0811,°,Spine,5,3,1,100000003,610000009167,
16.8362,°,Spine,3,2,1,100000000,610000009177,
-92.1757,°,Spine,3,1,1,100000002,610000009180,
151.298,°,Spine,2,2,1,100000002,610000009182,
116.471,°,Spine,2,1,1,100000002,610000009187,
