
Spine Center Intensity Min Ch=4 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,4,6,Image 1,4,1,100000002,610000008924,
0,,Spine,4,6,Image 1,4,1,100000002,610000008943,
0,,Spine,4,6,Image 1,4,1,100000002,610000008958,
0,,Spine,4,1,Image 1,1,1,100000004,610000008962,
0,,Spine,4,7,Image 1,2,1,100000003,610000008965,
0,,Spine,4,13,Image 1,1,1,100000002,610000008967,
0,,Spine,4,4,Image 1,1,1,100000002,610000008970,
0,,Spine,4,5,Image 1,1,1,100000003,610000008975,
59,,Spine,4,2,Image 1,2,1,100000000,610000008988,
55,,Spine,4,0,Image 1,2,1,100000001,610000009011,
0,,Spine,4,3,Image 1,1,1,100000001,610000009031,
0,,Spine,4,3,Image 1,1,1,100000001,610000009036,
0,,Spine,4,3,Image 1,1,1,100000001,610000009038,
90,,Spine,4,0,Image 1,2,1,100000001,610000009059,
0,,Spine,4,6,Image 1,5,1,100000003,610000009061,
48,,Spine,4,3,Image 1,2,1,100000000,610000009075,
0,,Spine,4,3,Image 1,2,1,100000003,610000009078,
0,,Spine,4,0,Image 1,1,1,100000001,610000009084,
0,,Spine,4,13,Image 1,1,1,100000002,610000009087,
0,,Spine,4,4,Image 1,3,1,100000003,610000009089,
11,,Spine,4,9,Image 1,4,1,100000003,610000009092,
0,,Spine,4,14,Image 1,8,1,100000001,610000009094,
97,,Spine,4,0,Image 1,2,1,100000001,610000009112,
18,,Spine,4,4,Image 1,2,1,100000002,610000009114,
0,,Spine,4,4,Image 1,1,1,100000002,610000009117,
0,,Spine,4,7,Image 1,3,1,100000000,610000009122,
0,,Spine,4,0,Image 1,1,1,100000001,610000009129,
41,,Spine,4,3,Image 1,2,1,100000004,610000009135,
17,,Spine,4,9,Image 1,4,1,100000000,610000009140,
28,,Spine,4,5,Image 1,2,1,100000000,610000009146,
47,,Spine,4,0,Image 1,2,1,100000001,610000009165,
0,,Spine,4,5,Image 1,3,1,100000003,610000009167,
49,,Spine,4,3,Image 1,2,1,100000000,610000009177,
0,,Spine,4,3,Image 1,1,1,100000002,610000009180,
0,,Spine,4,2,Image 1,2,1,100000002,610000009182,
0,,Spine,4,2,Image 1,1,1,100000002,610000009187,
0,,Spine,4,2,Image 1,1,1,100000001,610000009191,
59,,Spine,4,2,Image 1,2,1,100000000,610000009202,
0,,Spine,4,8,Image 1,4,1,100000001,610000009204,
14,,Spine,4,6,Image 1,2,1,100000003,610000009208,
34,,Spine,4,4,Image 1,2,1,100000002,610000009210,
0,,Spine,4,3,Image 1,4,1,100000003,610000009212,
46,,Spine,4,3,Image 1,2,1,100000004,610000009218,
10,,Spine,4,14,Image 1,5,1,100000001,610000009222,
0,,Spine,4,0,Image 1,1,1,100000002,610000009226,
13,,Spine,4,14,Image 1,8,1,100000001,610000009228,
43,,Spine,4,3,Image 1,1,1,100000001,610000009241,
14,,Spine,4,2,Image 1,1,1,100000003,610000009245,
