
Spine Attachment Pt Distance from Origin
 ==================== 
Spine Attachment Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20843.1,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,100000003,610000009279,
20834.6,µm,Spine,Spine Attachment Pt Distance from Origin,13,1,1,100000003,610000009286,
20853.6,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,100000002,610000009288,
20854.6,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000002,610000009291,
20860.4,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000004,610000009303,
20837.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,5,1,100000003,610000009305,
20844.2,µm,Spine,Spine Attachment Pt Distance from Origin,10,1,1,100000000,610000009308,
20844.2,µm,Spine,Spine Attachment Pt Distance from Origin,11,3,1,100000000,610000009312,
20850,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,100000002,610000009314,
20855.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,1,1,100000002,610000009323,
20847.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,100000002,610000009335,
20837,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000000,610000009337,
20861.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000004,610000009340,
20853.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000002,610000009346,
20840.5,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000003,610000009349,
20833.8,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000000,610000009356,
20856.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,1,1,100000002,610000009360,
20864.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000004,610000009369,
20876,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000001,610000009373,
20857.8,µm,Spine,Spine Attachment Pt Distance from Origin,14,1,1,100000002,610000009381,
20875.8,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,100000001,610000009403,
20842.7,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,100000000,610000009409,
20856.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,100000002,610000009419,
20858.3,µm,Spine,Spine Attachment Pt Distance from Origin,15,1,1,100000002,610000009421,
20831.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000000,610000009431,
20840.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000003,610000009433,
20842.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,100000000,610000009442,
20878.2,µm,Spine,Spine Attachment Pt Distance from Origin,14,5,1,100000001,610000009445,
20853.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000002,610000009447,
20871.6,µm,Spine,Spine Attachment Pt Distance from Origin,16,5,1,100000001,610000009453,
20871.3,µm,Spine,Spine Attachment Pt Distance from Origin,20,4,1,100000001,610000009458,
20876.3,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000009479,
20840.4,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000003,610000009481,
20858.9,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,100000002,610000009483,
20842.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000003,610000009499,
20876.3,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000009504,
20834.3,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000000,610000009513,
20841.8,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000000,610000009518,
20842.9,µm,Spine,Spine Attachment Pt Distance from Origin,15,5,1,100000002,610000009520,
20842.6,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,100000000,610000009524,
20875.8,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,100000001,610000009526,
20845.8,µm,Spine,Spine Attachment Pt Distance from Origin,10,2,1,100000000,610000009529,
20875.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000001,610000009534,
20869,µm,Spine,Spine Attachment Pt Distance from Origin,15,8,1,100000001,610000009540,
20878.1,µm,Spine,Spine Attachment Pt Distance from Origin,14,4,1,100000001,610000009542,
20864.2,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000004,610000009546,
20847.9,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000002,610000009549,
20875.8,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,100000001,610000009559,
20856.2,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,100000002,610000009561,
20849.3,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000002,610000009565,
20865.4,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000004,610000009567,
20850.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000009569,
20861.3,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,100000002,610000009578,
20842.2,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,100000000,610000009581,
20842.7,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,100000000,610000009585,
20843.5,µm,Spine,Spine Attachment Pt Distance from Origin,11,3,1,100000000,610000009592,
20860.4,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000004,610000009594,
20873.6,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000001,610000009604,
20839.4,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000000,610000009606,
20837.9,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000000,610000009612,
20855.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000002,610000009617,
20842.4,µm,Spine,Spine Attachment Pt Distance from Origin,11,2,1,100000000,610000009619,
20875.4,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000001,610000009622,
20842.1,µm,Spine,Spine Attachment Pt Distance from Origin,8,1,1,100000000,610000009624,
20864.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000004,610000009626,
20858.3,µm,Spine,Spine Attachment Pt Distance from Origin,14,1,1,100000002,610000009639,
20872.1,µm,Spine,Spine Attachment Pt Distance from Origin,16,4,1,100000001,610000009641,
20854.4,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000002,610000009646,
20863,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000004,610000009650,
20875.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000001,610000009655,
20873.3,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,100000001,610000009660,
20856.2,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000002,610000009673,
20869.6,µm,Spine,Spine Attachment Pt Distance from Origin,15,7,1,100000001,610000009681,
20837.9,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000000,610000009692,
20876.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000001,610000009695,
20856.5,µm,Spine,Spine Attachment Pt Distance from Origin,8,1,1,100000002,610000009706,
20838.2,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000003,610000009710,
20845.9,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000002,610000009714,
20858.9,µm,Spine,Spine Attachment Pt Distance from Origin,15,3,1,100000002,610000009717,
20851.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000009721,
20842.7,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000000,610000009726,
20871.2,µm,Spine,Spine Attachment Pt Distance from Origin,14,3,1,100000001,610000009731,
20855.7,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,100000002,610000009738,
20860.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000004,610000009749,
20838,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000000,610000009752,
20878.5,µm,Spine,Spine Attachment Pt Distance from Origin,13,4,1,100000001,610000009756,
20876.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000001,610000009760,
20863.3,µm,Spine,Spine Attachment Pt Distance from Origin,13,5,1,100000002,610000009769,
20878.4,µm,Spine,Spine Attachment Pt Distance from Origin,13,4,1,100000001,610000009773,
20870.7,µm,Spine,Spine Attachment Pt Distance from Origin,14,4,1,100000001,610000009785,
20840.7,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000003,610000009789,
20863.9,µm,Spine,Spine Attachment Pt Distance from Origin,17,9,1,100000001,610000009791,
20848.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000002,610000009800,
20834.6,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000000,610000009805,
20873.6,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000001,610000009817,
20853.6,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000002,610000009833,
20878.2,µm,Spine,Spine Attachment Pt Distance from Origin,14,5,1,100000001,610000009836,
20877.2,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000001,610000009844,
20866.1,µm,Spine,Spine Attachment Pt Distance from Origin,14,9,1,100000001,610000009846,
20833.4,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000000,610000009851,
20830.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000000,610000009858,
20832.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000000,610000009878,
20873.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000001,610000009901,
20838,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000000,610000009920,
20877.8,µm,Spine,Spine Attachment Pt Distance from Origin,13,4,1,100000001,610000009932,
20837.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000000,610000009949,
20869.6,µm,Spine,Spine Attachment Pt Distance from Origin,15,7,1,100000001,610000009961,
20878.2,µm,Spine,Spine Attachment Pt Distance from Origin,14,4,1,100000001,610000009966,
20874,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000001,610000009983,
20863.2,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000004,610000010011,
20834.5,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000000,610000010015,
20874.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000001,610000010058,
20874.9,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000010074,
20842.6,µm,Spine,Spine Attachment Pt Distance from Origin,13,5,1,100000002,610000010097,
20875.3,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000010895,
20845.2,µm,Spine,Spine Attachment Pt Distance from Origin,10,2,1,,610000010895,
20842.4,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000010895,
20874.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000010896,
20845.2,µm,Spine,Spine Attachment Pt Distance from Origin,10,2,1,,610000010896,
20847.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000010896,
20840.9,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000010896,
20874.5,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000010897,
20842.5,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,,610000010897,
20849.8,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000010897,
20849.2,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000010898,
20863,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000010898,
20833,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,,610000010898,
20873.4,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000010898,
20842.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,1,1,,610000010898,
20849.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000010899,
20840.4,µm,Spine,Spine Attachment Pt Distance from Origin,10,2,1,,610000010899,
20842,µm,Spine,Spine Attachment Pt Distance from Origin,6,1,1,,610000010899,
20841.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,1,1,,610000010900,
20873.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000010900,
20849.3,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000010900,
20866.9,µm,Spine,Spine Attachment Pt Distance from Origin,9,3,1,,610000010900,
20834.2,µm,Spine,Spine Attachment Pt Distance from Origin,13,1,1,,610000010900,
20841.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,1,1,,610000010901,
20860.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000010901,
20834.3,µm,Spine,Spine Attachment Pt Distance from Origin,13,1,1,,610000010901,
20839.3,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000010902,
20849.6,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000010902,
20873.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000010902,
20860.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000010902,
20835.3,µm,Spine,Spine Attachment Pt Distance from Origin,12,2,1,,610000010902,
20849.6,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000010903,
20836.4,µm,Spine,Spine Attachment Pt Distance from Origin,10,1,1,,610000010903,
20840.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000010903,
20860.2,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000010903,
20837.9,µm,Spine,Spine Attachment Pt Distance from Origin,7,1,1,,610000010904,
20848.8,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,,610000010904,
20839.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000010904,
20861.7,µm,Spine,Spine Attachment Pt Distance from Origin,7,4,1,,610000010904,
20865.8,µm,Spine,Spine Attachment Pt Distance from Origin,17,11,1,,610000010904,
20839.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000010905,
20847.5,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,,610000010905,
20837.6,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,,610000010905,
20863,µm,Spine,Spine Attachment Pt Distance from Origin,18,10,1,,610000010905,
20855.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,1,1,,610000010906,
20840,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000010906,
20846.6,µm,Spine,Spine Attachment Pt Distance from Origin,11,5,1,,610000010906,
20838.2,µm,Spine,Spine Attachment Pt Distance from Origin,6,1,1,,610000010906,
20863.5,µm,Spine,Spine Attachment Pt Distance from Origin,17,10,1,,610000010906,
20839.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000010907,
20840.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000010907,
20846.8,µm,Spine,Spine Attachment Pt Distance from Origin,11,5,1,,610000010907,
20862,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000010907,
20864.3,µm,Spine,Spine Attachment Pt Distance from Origin,16,9,1,,610000010907,
20866.3,µm,Spine,Spine Attachment Pt Distance from Origin,14,9,1,,610000010908,
20845.8,µm,Spine,Spine Attachment Pt Distance from Origin,13,5,1,,610000010908,
20837.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000010908,
20846.1,µm,Spine,Spine Attachment Pt Distance from Origin,13,6,1,,610000010908,
20837.9,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000010909,
20843.8,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,,610000010909,
20845.9,µm,Spine,Spine Attachment Pt Distance from Origin,12,5,1,,610000010909,
20838,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000010910,
20842.6,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,,610000010910,
20869.3,µm,Spine,Spine Attachment Pt Distance from Origin,15,7,1,,610000010910,
20845.9,µm,Spine,Spine Attachment Pt Distance from Origin,12,5,1,,610000010910,
20842.4,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000010911,
20845.4,µm,Spine,Spine Attachment Pt Distance from Origin,12,4,1,,610000010911,
20838.5,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000010911,
20868.2,µm,Spine,Spine Attachment Pt Distance from Origin,14,6,1,,610000010911,
20842.2,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000010912,
20843.8,µm,Spine,Spine Attachment Pt Distance from Origin,12,4,1,,610000010912,
20839.3,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000010912,
20842.3,µm,Spine,Spine Attachment Pt Distance from Origin,9,1,1,,610000010913,
20867.3,µm,Spine,Spine Attachment Pt Distance from Origin,13,6,1,,610000010913,
20840.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000010913,
20842,µm,Spine,Spine Attachment Pt Distance from Origin,14,5,1,,610000010914,
20843.1,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,,610000010914,
20866.9,µm,Spine,Spine Attachment Pt Distance from Origin,13,6,1,,610000010914,
20840.5,µm,Spine,Spine Attachment Pt Distance from Origin,6,5,1,,610000010914,
20842.3,µm,Spine,Spine Attachment Pt Distance from Origin,14,5,1,,610000010915,
20842.3,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,,610000010915,
20868.7,µm,Spine,Spine Attachment Pt Distance from Origin,11,5,1,,610000010915,
20840.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,5,1,,610000010915,
20840.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000010916,
20843,µm,Spine,Spine Attachment Pt Distance from Origin,14,5,1,,610000010916,
20843.5,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,,610000010916,
20871.4,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,,610000010916,
20852.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000010917,
20843.6,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,,610000010917,
20872,µm,Spine,Spine Attachment Pt Distance from Origin,21,6,1,,610000010917,
20856.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000010918,
20843.7,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,,610000010918,
20841.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000010918,
20872.2,µm,Spine,Spine Attachment Pt Distance from Origin,21,6,1,,610000010918,
20856.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000010919,
20841.7,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000010919,
20844.7,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,,610000010919,
20872.3,µm,Spine,Spine Attachment Pt Distance from Origin,21,6,1,,610000010919,
20841.7,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000010920,
20844.6,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,,610000010920,
20856,µm,Spine,Spine Attachment Pt Distance from Origin,6,5,1,,610000010920,
20871.8,µm,Spine,Spine Attachment Pt Distance from Origin,21,5,1,,610000010920,
20855.6,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,,610000010921,
20838,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000010921,
20871.4,µm,Spine,Spine Attachment Pt Distance from Origin,20,4,1,,610000010921,
20855.6,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,,610000010922,
20838.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000010922,
20843.9,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,,610000010922,
20873.7,µm,Spine,Spine Attachment Pt Distance from Origin,17,5,1,,610000010923,
20842.6,µm,Spine,Spine Attachment Pt Distance from Origin,10,3,1,,610000010923,
20855,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,,610000010923,
20839,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000010923,
20854.5,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000010924,
20873.4,µm,Spine,Spine Attachment Pt Distance from Origin,17,5,1,,610000010924,
20872.9,µm,Spine,Spine Attachment Pt Distance from Origin,17,5,1,,610000010925,
20838.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,,610000010925,
20854.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000010925,
20871.6,µm,Spine,Spine Attachment Pt Distance from Origin,16,4,1,,610000010926,
20838.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,,610000010926,
20830,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000010926,
20854.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,4,1,,610000010926,
20831.3,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000010927,
20837.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000010927,
20871.6,µm,Spine,Spine Attachment Pt Distance from Origin,14,3,1,,610000010927,
20837.9,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000010928,
20853.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000010928,
20871.2,µm,Spine,Spine Attachment Pt Distance from Origin,14,3,1,,610000010928,
20832.5,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000010929,
20843.6,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000010929,
20871.4,µm,Spine,Spine Attachment Pt Distance from Origin,16,5,1,,610000010929,
20853.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000010929,
20843.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000010930,
20870.8,µm,Spine,Spine Attachment Pt Distance from Origin,14,4,1,,610000010930,
20831.9,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000010930,
20853.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000010930,
20857.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000010931,
20844.3,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000010931,
20832.2,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000010931,
20872.2,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,,610000010931,
20845,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000010932,
20872.2,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,,610000010932,
20857.7,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000010932,
20858.6,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000010933,
20833.3,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000010933,
20845.8,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000010933,
20871.8,µm,Spine,Spine Attachment Pt Distance from Origin,9,2,1,,610000010933,
20857.6,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000010934,
20852.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000010934,
20872.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000010934,
20833.7,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000010934,
20851.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000010935,
20856.7,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000010935,
20834,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000010935,
20850.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000010936,
20833.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000010936,
20871.6,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000010937,
20846.5,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000010937,
20833.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000010937,
20854.7,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000010937,
20858,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000010938,
20846.7,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000010938,
20833.6,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000010938,
20867.8,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,,610000010938,
20858,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000010939,
20832,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000010939,
20870.9,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,,610000010939,
20848.5,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000010940,
20858.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000010940,
20832,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000010940,
20871.1,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,,610000010940,
20848,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000010941,
20857.7,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000010941,
20874.7,µm,Spine,Spine Attachment Pt Distance from Origin,11,5,1,,610000010941,
