
Soma Intensity StdDev Ch=1 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
1.06799,,Soma,1,Image 1,1,100000000,800000000,
5.90824,,Soma,1,Image 1,1,100000001,800000001,
2.13984,,Soma,1,Image 1,1,100000002,800000002,
1.4937,,Soma,1,Image 1,1,100000003,800000003,
2.41237,,Soma,1,Image 1,1,100000004,800000004,
