
Segment Center Intensity Mean Ch=1 Img=1
 ==================== 
Segment Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.666667,,Segment,1,17,Image 1,8,1,100000001,510000000094,
0.5,,Segment,1,16,Image 1,7,1,100000001,510000000099,
0.333333,,Segment,1,15,Image 1,6,1,100000001,510000000101,
1.72222,,Segment,1,14,Image 1,5,1,100000001,510000000150,
0.689655,,Segment,1,13,Image 1,4,1,100000001,510000000178,
0.647059,,Segment,1,12,Image 1,4,1,100000001,510000000194,
0.333333,,Segment,1,11,Image 1,3,1,100000001,510000000205,
0.25,,Segment,1,10,Image 1,3,1,100000001,510000000208,
3.18182,,Segment,1,8,Image 1,3,1,100000001,510000000219,
1.33333,,Segment,1,7,Image 1,3,1,100000001,510000000224,
1.25,,Segment,1,6,Image 1,3,1,100000001,510000000231,
1,,Segment,1,3,Image 1,1,1,100000001,510000000236,
0.636364,,Segment,1,2,Image 1,1,1,100000001,510000000246,
0.6,,Segment,1,1,Image 1,1,1,100000001,510000000250,
1.45455,,Segment,1,0,Image 1,1,1,100000001,510000000264,
0.636364,,Segment,1,16,Image 1,6,1,100000001,510000000285,
0.5,,Segment,1,17,Image 1,7,1,100000001,510000000288,
0.75,,Segment,1,15,Image 1,5,1,100000001,510000000291,
0.8,,Segment,1,8,Image 1,7,1,100000003,510000000315,
1.4,,Segment,1,7,Image 1,6,1,100000003,510000000319,
0.875,,Segment,1,6,Image 1,5,1,100000003,510000000326,
0.333333,,Segment,1,5,Image 1,4,1,100000003,510000000328,
0.833333,,Segment,1,4,Image 1,4,1,100000003,510000000333,
0.333333,,Segment,1,3,Image 1,4,1,100000003,510000000335,
0.705882,,Segment,1,2,Image 1,3,1,100000003,510000000381,
0.5625,,Segment,1,1,Image 1,2,1,100000003,510000000420,
0.666667,,Segment,1,0,Image 1,1,1,100000003,510000000425,
0.5,,Segment,1,10,Image 1,6,1,100000003,510000000462,
1.4,,Segment,1,9,Image 1,6,1,100000003,510000000466,
0,,Segment,1,10,Image 1,7,1,100000003,510000000469,
1.16667,,Segment,1,4,Image 1,5,1,100000003,510000000486,
2,,Segment,1,9,Image 1,7,1,100000003,510000000488,
2,,Segment,1,7,Image 1,5,1,100000003,510000000490,
