
Spine Center Number of Voxel Ch=5 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
29,,Spine,5,6,Image 1,4,1,100000002,610000008924,
20,,Spine,5,6,Image 1,4,1,100000002,610000008943,
16,,Spine,5,6,Image 1,4,1,100000002,610000008958,
5,,Spine,5,1,Image 1,1,1,100000004,610000008962,
4,,Spine,5,7,Image 1,2,1,100000003,610000008965,
3,,Spine,5,13,Image 1,1,1,100000002,610000008967,
4,,Spine,5,4,Image 1,1,1,100000002,610000008970,
5,,Spine,5,5,Image 1,1,1,100000003,610000008975,
14,,Spine,5,2,Image 1,2,1,100000000,610000008988,
23,,Spine,5,0,Image 1,2,1,100000001,610000009011,
20,,Spine,5,3,Image 1,1,1,100000001,610000009031,
6,,Spine,5,3,Image 1,1,1,100000001,610000009036,
3,,Spine,5,3,Image 1,1,1,100000001,610000009038,
22,,Spine,5,0,Image 1,2,1,100000001,610000009059,
3,,Spine,5,6,Image 1,5,1,100000003,610000009061,
15,,Spine,5,3,Image 1,2,1,100000000,610000009075,
4,,Spine,5,3,Image 1,2,1,100000003,610000009078,
7,,Spine,5,0,Image 1,1,1,100000001,610000009084,
4,,Spine,5,13,Image 1,1,1,100000002,610000009087,
3,,Spine,5,4,Image 1,3,1,100000003,610000009089,
4,,Spine,5,9,Image 1,4,1,100000003,610000009092,
3,,Spine,5,14,Image 1,8,1,100000001,610000009094,
19,,Spine,5,0,Image 1,2,1,100000001,610000009112,
3,,Spine,5,4,Image 1,2,1,100000002,610000009114,
4,,Spine,5,4,Image 1,1,1,100000002,610000009117,
5,,Spine,5,7,Image 1,3,1,100000000,610000009122,
8,,Spine,5,0,Image 1,1,1,100000001,610000009129,
7,,Spine,5,3,Image 1,2,1,100000004,610000009135,
6,,Spine,5,9,Image 1,4,1,100000000,610000009140,
7,,Spine,5,5,Image 1,2,1,100000000,610000009146,
20,,Spine,5,0,Image 1,2,1,100000001,610000009165,
3,,Spine,5,5,Image 1,3,1,100000003,610000009167,
11,,Spine,5,3,Image 1,2,1,100000000,610000009177,
4,,Spine,5,3,Image 1,1,1,100000002,610000009180,
3,,Spine,5,2,Image 1,2,1,100000002,610000009182,
6,,Spine,5,2,Image 1,1,1,100000002,610000009187,
5,,Spine,5,2,Image 1,1,1,100000001,610000009191,
12,,Spine,5,2,Image 1,2,1,100000000,610000009202,
3,,Spine,5,8,Image 1,4,1,100000001,610000009204,
5,,Spine,5,6,Image 1,2,1,100000003,610000009208,
3,,Spine,5,4,Image 1,2,1,100000002,610000009210,
2,,Spine,5,3,Image 1,4,1,100000003,610000009212,
7,,Spine,5,3,Image 1,2,1,100000004,610000009218,
5,,Spine,5,14,Image 1,5,1,100000001,610000009222,
5,,Spine,5,0,Image 1,1,1,100000002,610000009226,
3,,Spine,5,14,Image 1,8,1,100000001,610000009228,
13,,Spine,5,3,Image 1,1,1,100000001,610000009241,
4,,Spine,5,2,Image 1,1,1,100000003,610000009245,
17,,Spine,5,0,Image 1,2,1,100000001,610000009261,
4,,Spine,5,5,Image 1,2,1,100000000,610000009264,
8,,Spine,5,3,Image 1,2,1,100000000,610000009271,
3,,Spine,5,3,Image 1,3,1,100000003,610000009273,
3,,Spine,5,12,Image 1,5,1,100000002,610000009275,
4,,Spine,5,9,Image 1,4,1,100000003,610000009279,
6,,Spine,5,2,Image 1,2,1,100000002,610000009284,
3,,Spine,5,13,Image 1,1,1,100000003,610000009286,
3,,Spine,5,4,Image 1,3,1,100000002,610000009288,
4,,Spine,5,4,Image 1,2,1,100000002,610000009291,
11,,Spine,5,2,Image 1,2,1,100000000,610000009301,
3,,Spine,5,2,Image 1,2,1,100000004,610000009303,
3,,Spine,5,6,Image 1,5,1,100000003,610000009305,
4,,Spine,5,10,Image 1,1,1,100000000,610000009308,
3,,Spine,5,7,Image 1,2,1,100000003,610000009310,
3,,Spine,5,11,Image 1,3,1,100000000,610000009312,
3,,Spine,5,3,Image 1,1,1,100000002,610000009314,
6,,Spine,5,7,Image 1,3,1,100000000,610000009320,
4,,Spine,5,5,Image 1,1,1,100000002,610000009323,
10,,Spine,5,3,Image 1,1,1,100000001,610000009333,
3,,Spine,5,3,Image 1,1,1,100000002,610000009335,
3,,Spine,5,1,Image 1,2,1,100000000,610000009337,
4,,Spine,5,5,Image 1,3,1,100000004,610000009340,
4,,Spine,5,0,Image 1,1,1,100000002,610000009344,
3,,Spine,5,2,Image 1,2,1,100000002,610000009346,
3,,Spine,5,5,Image 1,2,1,100000003,610000009349,
7,,Spine,5,3,Image 1,2,1,100000000,610000009356,
5,,Spine,5,5,Image 1,1,1,100000002,610000009360,
7,,Spine,5,5,Image 1,3,1,100000002,610000009366,
4,,Spine,5,0,Image 1,1,1,100000004,610000009369,
5,,Spine,5,2,Image 1,1,1,100000001,610000009373,
5,,Spine,5,5,Image 1,2,1,100000000,610000009379,
3,,Spine,5,14,Image 1,1,1,100000002,610000009381,
3,,Spine,5,10,Image 1,1,1,100000002,610000009383,
6,,Spine,5,0,Image 1,1,1,100000004,610000009388,
8,,Spine,5,0,Image 1,1,1,100000004,610000009398,
3,,Spine,5,12,Image 1,5,1,100000002,610000009400,
4,,Spine,5,8,Image 1,4,1,100000001,610000009403,
3,,Spine,5,6,Image 1,4,1,100000003,610000009405,
5,,Spine,5,7,Image 1,3,1,100000000,610000009409,
4,,Spine,5,2,Image 1,2,1,100000001,610000009412,
4,,Spine,5,0,Image 1,1,1,100000004,610000009415,
4,,Spine,5,6,Image 1,4,1,100000002,610000009419,
3,,Spine,5,15,Image 1,1,1,100000002,610000009421,
6,,Spine,5,0,Image 1,1,1,100000001,610000009426,
4,,Spine,5,6,Image 1,2,1,100000000,610000009431,
3,,Spine,5,2,Image 1,1,1,100000003,610000009433,
6,,Spine,5,2,Image 1,2,1,100000000,610000009438,
5,,Spine,5,4,Image 1,4,1,100000000,610000009442,
4,,Spine,5,14,Image 1,5,1,100000001,610000009445,
3,,Spine,5,2,Image 1,2,1,100000002,610000009447,
4,,Spine,5,11,Image 1,1,1,100000003,610000009450,
4,,Spine,5,16,Image 1,5,1,100000001,610000009453,
5,,Spine,5,20,Image 1,4,1,100000001,610000009458,
4,,Spine,5,14,Image 1,4,1,100000001,610000009461,
4,,Spine,5,6,Image 1,2,1,100000003,610000009465,
4,,Spine,5,2,Image 1,3,1,100000001,610000009471,
7,,Spine,5,2,Image 1,2,1,100000000,610000009477,
3,,Spine,5,0,Image 1,1,1,100000001,610000009479,
3,,Spine,5,5,Image 1,2,1,100000003,610000009481,
3,,Spine,5,8,Image 1,4,1,100000002,610000009483,
3,,Spine,5,0,Image 1,1,1,100000001,610000009486,
3,,Spine,5,6,Image 1,1,1,100000002,610000009490,
4,,Spine,5,2,Image 1,2,1,100000002,610000009493,
4,,Spine,5,4,Image 1,2,1,100000002,610000009497,
3,,Spine,5,3,Image 1,2,1,100000003,610000009499,
4,,Spine,5,0,Image 1,1,1,100000003,610000009502,
