
Spine Part Max Diameter Neck
 ==================== 
Spine Part Max Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.210396,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000008924,
0.348934,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000008943,
0.348934,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000008958,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000004,610000008962,
0.208416,µm,Spine,Spine Part Max Diameter,7,2,1,100000003,610000008965,
0,µm,Spine,Spine Part Max Diameter,13,1,1,100000002,610000008967,
0.328956,µm,Spine,Spine Part Max Diameter,4,1,1,100000002,610000008970,
0,µm,Spine,Spine Part Max Diameter,5,1,1,100000003,610000008975,
0.364888,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000008988,
0.56875,µm,Spine,Spine Part Max Diameter,0,,1,100000001,610000009011,
0.245793,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000009031,
0.1625,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000009036,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000009038,
0.56875,µm,Spine,Spine Part Max Diameter,0,,1,100000001,610000009059,
0,µm,Spine,Spine Part Max Diameter,6,5,1,100000003,610000009061,
0.298993,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000009075,
0.1625,µm,Spine,Spine Part Max Diameter,3,2,1,100000003,610000009078,
0.1625,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000009084,
0.309178,µm,Spine,Spine Part Max Diameter,13,1,1,100000002,610000009087,
0,µm,Spine,Spine Part Max Diameter,4,3,1,100000003,610000009089,
0.215101,µm,Spine,Spine Part Max Diameter,9,4,1,100000003,610000009092,
0,µm,Spine,Spine Part Max Diameter,14,8,1,100000001,610000009094,
0.687372,µm,Spine,Spine Part Max Diameter,0,,1,100000001,610000009112,
0,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000009114,
0.290113,µm,Spine,Spine Part Max Diameter,4,1,1,100000002,610000009117,
0,µm,Spine,Spine Part Max Diameter,7,3,1,100000000,610000009122,
0.24375,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000009129,
0.362504,µm,Spine,Spine Part Max Diameter,3,2,1,100000004,610000009135,
0.255446,µm,Spine,Spine Part Max Diameter,9,4,1,100000000,610000009140,
0.422754,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000009146,
0.56875,µm,Spine,Spine Part Max Diameter,0,,1,100000001,610000009165,
0,µm,Spine,Spine Part Max Diameter,5,3,1,100000003,610000009167,
0.298993,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000009177,
0.190892,µm,Spine,Spine Part Max Diameter,3,1,1,100000002,610000009180,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000009182,
0.1625,µm,Spine,Spine Part Max Diameter,2,1,1,100000002,610000009187,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000009191,
0.362069,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000009202,
0,µm,Spine,Spine Part Max Diameter,8,4,1,100000001,610000009204,
0,µm,Spine,Spine Part Max Diameter,6,2,1,100000003,610000009208,
0,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000009210,
0,µm,Spine,Spine Part Max Diameter,3,4,1,100000003,610000009212,
0.362504,µm,Spine,Spine Part Max Diameter,3,2,1,100000004,610000009218,
0,µm,Spine,Spine Part Max Diameter,14,5,1,100000001,610000009222,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000009226,
0,µm,Spine,Spine Part Max Diameter,14,8,1,100000001,610000009228,
0.313451,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000009241,
0.294963,µm,Spine,Spine Part Max Diameter,2,1,1,100000003,610000009245,
0.687372,µm,Spine,Spine Part Max Diameter,0,,1,100000001,610000009261,
0.331658,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000009264,
0.302038,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000009271,
0,µm,Spine,Spine Part Max Diameter,3,3,1,100000003,610000009273,
0,µm,Spine,Spine Part Max Diameter,12,5,1,100000002,610000009275,
0.40625,µm,Spine,Spine Part Max Diameter,9,4,1,100000003,610000009279,
0.212837,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000009284,
0,µm,Spine,Spine Part Max Diameter,13,1,1,100000003,610000009286,
0,µm,Spine,Spine Part Max Diameter,4,3,1,100000002,610000009288,
0.247755,µm,Spine,Spine Part Max Diameter,4,2,1,100000002,610000009291,
0.309671,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000009301,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000004,610000009303,
0,µm,Spine,Spine Part Max Diameter,6,5,1,100000003,610000009305,
0.191842,µm,Spine,Spine Part Max Diameter,10,1,1,100000000,610000009308,
0,µm,Spine,Spine Part Max Diameter,7,2,1,100000003,610000009310,
0,µm,Spine,Spine Part Max Diameter,11,3,1,100000000,610000009312,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000002,610000009314,
0.294534,µm,Spine,Spine Part Max Diameter,7,3,1,100000000,610000009320,
0.514853,µm,Spine,Spine Part Max Diameter,5,1,1,100000002,610000009323,
0.504925,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000009333,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000002,610000009335,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000009337,
0.172472,µm,Spine,Spine Part Max Diameter,5,3,1,100000004,610000009340,
0.538875,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000009344,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000009346,
0,µm,Spine,Spine Part Max Diameter,5,2,1,100000003,610000009349,
0.302038,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000009356,
0,µm,Spine,Spine Part Max Diameter,5,1,1,100000002,610000009360,
0.24375,µm,Spine,Spine Part Max Diameter,5,3,1,100000002,610000009366,
0.24375,µm,Spine,Spine Part Max Diameter,0,1,1,100000004,610000009369,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000009373,
0,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000009379,
0,µm,Spine,Spine Part Max Diameter,14,1,1,100000002,610000009381,
0,µm,Spine,Spine Part Max Diameter,10,1,1,100000002,610000009383,
0.305237,µm,Spine,Spine Part Max Diameter,0,1,1,100000004,610000009388,
0.300837,µm,Spine,Spine Part Max Diameter,0,1,1,100000004,610000009398,
0,µm,Spine,Spine Part Max Diameter,12,5,1,100000002,610000009400,
0.180273,µm,Spine,Spine Part Max Diameter,8,4,1,100000001,610000009403,
0,µm,Spine,Spine Part Max Diameter,6,4,1,100000003,610000009405,
0,µm,Spine,Spine Part Max Diameter,7,3,1,100000000,610000009409,
0.24375,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000009412,
0.325,µm,Spine,Spine Part Max Diameter,0,1,1,100000004,610000009415,
0.1625,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000009419,
0,µm,Spine,Spine Part Max Diameter,15,1,1,100000002,610000009421,
0.24375,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000009426,
0.297055,µm,Spine,Spine Part Max Diameter,6,2,1,100000000,610000009431,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000003,610000009433,
0.230368,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000009438,
0,µm,Spine,Spine Part Max Diameter,4,4,1,100000000,610000009442,
0.301208,µm,Spine,Spine Part Max Diameter,14,5,1,100000001,610000009445,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000009447,
0.1625,µm,Spine,Spine Part Max Diameter,11,1,1,100000003,610000009450,
0.401846,µm,Spine,Spine Part Max Diameter,16,5,1,100000001,610000009453,
0,µm,Spine,Spine Part Max Diameter,20,4,1,100000001,610000009458,
0.288462,µm,Spine,Spine Part Max Diameter,14,4,1,100000001,610000009461,
0.256265,µm,Spine,Spine Part Max Diameter,6,2,1,100000003,610000009465,
0.228704,µm,Spine,Spine Part Max Diameter,2,3,1,100000001,610000009471,
0.282369,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000009477,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000009479,
