
Soma Ellipsoid Axis C Y
 ==================== 
Soma Ellipsoid Axis C Y,Unit,Category,Collection,Time,FilamentID,ID,
-0.790271,µm,Soma,Soma Ellipsoid Axis C,1,100000000,800000000,
0.418159,µm,Soma,Soma Ellipsoid Axis C,1,100000001,800000001,
-0.986449,µm,Soma,Soma Ellipsoid Axis C,1,100000002,800000002,
-0.847996,µm,Soma,Soma Ellipsoid Axis C,1,100000003,800000003,
0.759019,µm,Soma,Soma Ellipsoid Axis C,1,100000004,800000004,
