
Soma Sphericity
 ==================== 
Soma Sphericity,Unit,Category,Time,FilamentID,ID,
0.737565,,Soma,1,100000000,800000000,
0.647448,,Soma,1,100000001,800000001,
0.701062,,Soma,1,100000002,800000002,
0.653785,,Soma,1,100000003,800000003,
0.626627,,Soma,1,100000004,800000004,
