
Spine Part Max Diameter Head
 ==================== 
Spine Part Max Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.24375,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000008924,
0.1625,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000008943,
0.178917,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000008958,
0.192969,µm,Spine,Spine Part Max Diameter,1,1,1,100000004,610000008962,
0.21582,µm,Spine,Spine Part Max Diameter,7,2,1,100000003,610000008965,
0.1625,µm,Spine,Spine Part Max Diameter,13,1,1,100000002,610000008967,
0.236101,µm,Spine,Spine Part Max Diameter,4,1,1,100000002,610000008970,
0.20909,µm,Spine,Spine Part Max Diameter,5,1,1,100000003,610000008975,
0.4875,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000008988,
0.40625,µm,Spine,Spine Part Max Diameter,0,,1,100000001,610000009011,
0.65,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000009031,
0.1625,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000009036,
0.167733,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000009038,
0.530799,µm,Spine,Spine Part Max Diameter,0,,1,100000001,610000009059,
0.1625,µm,Spine,Spine Part Max Diameter,6,5,1,100000003,610000009061,
0.248292,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000009075,
0.206592,µm,Spine,Spine Part Max Diameter,3,2,1,100000003,610000009078,
0.40625,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000009084,
0.1625,µm,Spine,Spine Part Max Diameter,13,1,1,100000002,610000009087,
0.167578,µm,Spine,Spine Part Max Diameter,4,3,1,100000003,610000009089,
0.172461,µm,Spine,Spine Part Max Diameter,9,4,1,100000003,610000009092,
0.162799,µm,Spine,Spine Part Max Diameter,14,8,1,100000001,610000009094,
0.34559,µm,Spine,Spine Part Max Diameter,0,,1,100000001,610000009112,
