
Spine Terminal Pt Distance
 ==================== 
Spine Terminal Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
11.2593,µm,Spine,6,4,1,100000002,610000008924,
10.4849,µm,Spine,6,4,1,100000002,610000008943,
10.1501,µm,Spine,6,4,1,100000002,610000008958,
2.6308,µm,Spine,1,1,1,100000004,610000008962,
11.2311,µm,Spine,7,2,1,100000003,610000008965,
12.9009,µm,Spine,13,1,1,100000002,610000008967,
11.561,µm,Spine,4,1,1,100000002,610000008970,
6.04741,µm,Spine,5,1,1,100000003,610000008975,
7.07185,µm,Spine,2,2,1,100000000,610000008988,
2.34527,µm,Spine,0,,1,100000001,610000009011,
7.0162,µm,Spine,3,1,1,100000001,610000009036,
7.43493,µm,Spine,3,1,1,100000001,610000009038,
2.01282,µm,Spine,0,,1,100000001,610000009059,
10.6596,µm,Spine,6,5,1,100000003,610000009061,
3.74596,µm,Spine,3,2,1,100000000,610000009075,
5.83123,µm,Spine,3,2,1,100000003,610000009078,
4.78415,µm,Spine,0,1,1,100000001,610000009084,
13.7004,µm,Spine,13,1,1,100000002,610000009087,
7.22774,µm,Spine,4,3,1,100000003,610000009089,
10.4411,µm,Spine,9,4,1,100000003,610000009092,
12.8063,µm,Spine,14,8,1,100000001,610000009094,
2.22308,µm,Spine,0,,1,100000001,610000009112,
6.82898,µm,Spine,4,2,1,100000002,610000009114,
11.3991,µm,Spine,4,1,1,100000002,610000009117,
10.5461,µm,Spine,7,3,1,100000000,610000009122,
4.92134,µm,Spine,0,1,1,100000001,610000009129,
3.28317,µm,Spine,3,2,1,100000004,610000009135,
10.436,µm,Spine,9,4,1,100000000,610000009140,
9.06558,µm,Spine,5,2,1,100000000,610000009146,
1.7902,µm,Spine,0,,1,100000001,610000009165,
9.86937,µm,Spine,5,3,1,100000003,610000009167,
3.51566,µm,Spine,3,2,1,100000000,610000009177,
5.27649,µm,Spine,3,1,1,100000002,610000009180,
4.62515,µm,Spine,2,2,1,100000002,610000009182,
7.26286,µm,Spine,2,1,1,100000002,610000009187,
3.56478,µm,Spine,2,1,1,100000001,610000009191,
6.6847,µm,Spine,2,2,1,100000000,610000009202,
11.4506,µm,Spine,8,4,1,100000001,610000009204,
9.67392,µm,Spine,6,2,1,100000003,610000009208,
6.60209,µm,Spine,4,2,1,100000002,610000009210,
10.5907,µm,Spine,3,4,1,100000003,610000009212,
3.26863,µm,Spine,3,2,1,100000004,610000009218,
13.7254,µm,Spine,14,5,1,100000001,610000009222,
2.12353,µm,Spine,0,1,1,100000002,610000009226,
13.1837,µm,Spine,14,8,1,100000001,610000009228,
1.89877,µm,Spine,2,1,1,100000003,610000009245,
1.77021,µm,Spine,0,,1,100000001,610000009261,
7.87361,µm,Spine,5,2,1,100000000,610000009264,
3.34068,µm,Spine,3,2,1,100000000,610000009271,
6.75662,µm,Spine,3,3,1,100000003,610000009273,
19.363,µm,Spine,12,5,1,100000002,610000009275,
9.03986,µm,Spine,9,4,1,100000003,610000009279,
1.40854,µm,Spine,2,2,1,100000002,610000009284,
14.693,µm,Spine,13,1,1,100000003,610000009286,
6.82581,µm,Spine,4,3,1,100000002,610000009288,
4.83077,µm,Spine,4,2,1,100000002,610000009291,
6.54089,µm,Spine,2,2,1,100000000,610000009301,
2.06435,µm,Spine,2,2,1,100000004,610000009303,
7.83515,µm,Spine,6,5,1,100000003,610000009305,
10.773,µm,Spine,10,1,1,100000000,610000009308,
9.78425,µm,Spine,7,2,1,100000003,610000009310,
9.71184,µm,Spine,11,3,1,100000000,610000009312,
9.62386,µm,Spine,3,1,1,100000002,610000009314,
7.3197,µm,Spine,7,3,1,100000000,610000009320,
5.81292,µm,Spine,5,1,1,100000002,610000009323,
2.43581,µm,Spine,3,1,1,100000002,610000009335,
5.11437,µm,Spine,1,2,1,100000000,610000009337,
4.25051,µm,Spine,5,3,1,100000004,610000009340,
3.41625,µm,Spine,2,2,1,100000002,610000009346,
5.69273,µm,Spine,5,2,1,100000003,610000009349,
3.11758,µm,Spine,3,2,1,100000000,610000009356,
6.92997,µm,Spine,5,1,1,100000002,610000009360,
7.32129,µm,Spine,5,3,1,100000002,610000009366,
1.06514,µm,Spine,0,1,1,100000004,610000009369,
2.93687,µm,Spine,2,1,1,100000001,610000009373,
8.7304,µm,Spine,5,2,1,100000000,610000009379,
13.9503,µm,Spine,14,1,1,100000002,610000009381,
10.2898,µm,Spine,10,1,1,100000002,610000009383,
0.849182,µm,Spine,0,1,1,100000004,610000009388,
1.29447,µm,Spine,0,1,1,100000004,610000009398,
12.8923,µm,Spine,12,5,1,100000002,610000009400,
11.2988,µm,Spine,8,4,1,100000001,610000009403,
10.1271,µm,Spine,6,4,1,100000003,610000009405,
7.18729,µm,Spine,7,3,1,100000000,610000009409,
5.45784,µm,Spine,2,2,1,100000001,610000009412,
1.67221,µm,Spine,0,1,1,100000004,610000009415,
9.3385,µm,Spine,6,4,1,100000002,610000009419,
17.9528,µm,Spine,15,1,1,100000002,610000009421,
4.63348,µm,Spine,0,1,1,100000001,610000009426,
9.88815,µm,Spine,6,2,1,100000000,610000009431,
3.52476,µm,Spine,2,1,1,100000003,610000009433,
6.21555,µm,Spine,2,2,1,100000000,610000009438,
10.4243,µm,Spine,4,4,1,100000000,610000009442,
13.5522,µm,Spine,14,5,1,100000001,610000009445,
2.29197,µm,Spine,2,2,1,100000002,610000009447,
13.3157,µm,Spine,11,1,1,100000003,610000009450,
12.1483,µm,Spine,16,5,1,100000001,610000009453,
16.0533,µm,Spine,20,4,1,100000001,610000009458,
9.34487,µm,Spine,14,4,1,100000001,610000009461,
8.1871,µm,Spine,6,2,1,100000003,610000009465,
4.56147,µm,Spine,2,3,1,100000001,610000009471,
6.30383,µm,Spine,2,2,1,100000000,610000009477,
1.03001,µm,Spine,0,1,1,100000001,610000009479,
5.54846,µm,Spine,5,2,1,100000003,610000009481,
11.2591,µm,Spine,8,4,1,100000002,610000009483,
1.32711,µm,Spine,0,1,1,100000001,610000009486,
8.28513,µm,Spine,6,1,1,100000002,610000009490,
3.69024,µm,Spine,2,2,1,100000002,610000009493,
4.78465,µm,Spine,4,2,1,100000002,610000009497,
4.80105,µm,Spine,3,2,1,100000003,610000009499,
1.50885,µm,Spine,0,1,1,100000003,610000009502,
1.20864,µm,Spine,0,1,1,100000001,610000009504,
2.80529,µm,Spine,1,2,1,100000000,610000009513,
7.443,µm,Spine,8,2,1,100000000,610000009515,
8.53938,µm,Spine,5,2,1,100000000,610000009518,
15.9906,µm,Spine,15,5,1,100000002,610000009520,
7.99813,µm,Spine,8,3,1,100000000,610000009524,
11.2852,µm,Spine,8,4,1,100000001,610000009526,
13.3289,µm,Spine,10,2,1,100000000,610000009529,
3.88621,µm,Spine,2,1,1,100000001,610000009534,
6.06899,µm,Spine,2,2,1,100000000,610000009538,
16.251,µm,Spine,15,8,1,100000001,610000009540,
13.8138,µm,Spine,14,4,1,100000001,610000009542,
0.851842,µm,Spine,0,1,1,100000004,610000009546,
2.8516,µm,Spine,4,2,1,100000002,610000009549,
2.98706,µm,Spine,3,2,1,100000004,610000009552,
6.17384,µm,Spine,2,2,1,100000000,610000009556,
11.1549,µm,Spine,8,4,1,100000001,610000009559,
5.05447,µm,Spine,4,3,1,100000002,610000009561,
7.51179,µm,Spine,5,2,1,100000002,610000009565,
2.97941,µm,Spine,2,2,1,100000004,610000009567,
2.12571,µm,Spine,0,1,1,100000002,610000009569,
5.61954,µm,Spine,4,4,1,100000002,610000009571,
3.79032,µm,Spine,2,1,1,100000000,610000009576,
16.034,µm,Spine,10,4,1,100000002,610000009578,
10.0568,µm,Spine,4,4,1,100000000,610000009581,
6.7724,µm,Spine,3,1,1,100000001,610000009583,
7.21519,µm,Spine,7,3,1,100000000,610000009585,
1.31813,µm,Spine,2,2,1,100000002,610000009590,
8.90943,µm,Spine,11,3,1,100000000,610000009592,
1.03328,µm,Spine,1,2,1,100000004,610000009594,
10.3599,µm,Spine,10,1,1,100000002,610000009596,
3.29501,µm,Spine,2,1,1,100000001,610000009604,
3.54757,µm,Spine,2,2,1,100000000,610000009606,
9.73633,µm,Spine,7,2,1,100000002,610000009610,
2.1963,µm,Spine,1,2,1,100000000,610000009612,
5.66567,µm,Spine,2,1,1,100000002,610000009614,
4.22747,µm,Spine,4,2,1,100000002,610000009617,
8.52235,µm,Spine,11,2,1,100000000,610000009619,
5.6011,µm,Spine,2,2,1,100000001,610000009622,
6.55545,µm,Spine,8,1,1,100000000,610000009624,
3.10426,µm,Spine,2,1,1,100000004,610000009626,
6.9064,µm,Spine,2,1,1,100000002,610000009628,
6.30873,µm,Spine,4,4,1,100000002,610000009633,
7.57385,µm,Spine,6,4,1,100000002,610000009635,
15.6185,µm,Spine,14,1,1,100000002,610000009639,
12.3939,µm,Spine,16,4,1,100000001,610000009641,
3.59659,µm,Spine,3,2,1,100000000,610000009644,
4.25347,µm,Spine,3,2,1,100000002,610000009646,
1.47118,µm,Spine,0,1,1,100000004,610000009650,
4.86121,µm,Spine,3,2,1,100000001,610000009655,
19.6721,µm,Spine,17,2,1,100000002,610000009658,
8.40994,µm,Spine,9,4,1,100000001,610000009660,
9.22893,µm,Spine,5,3,1,100000003,610000009662,
5.96493,µm,Spine,2,2,1,100000000,610000009666,
3.27951,µm,Spine,2,2,1,100000001,610000009669,
4.98706,µm,Spine,4,2,1,100000002,610000009673,
2.04249,µm,Spine,0,1,1,100000002,610000009675,
17.3581,µm,Spine,15,7,1,100000001,610000009681,
8.46558,µm,Spine,5,2,1,100000000,610000009685,
9.18303,µm,Spine,8,1,1,100000002,610000009687,
1.75175,µm,Spine,1,2,1,100000000,610000009692,
5.84897,µm,Spine,2,1,1,100000001,610000009695,
3.81383,µm,Spine,4,3,1,100000004,610000009697,
9.76708,µm,Spine,8,3,1,100000002,610000009701,
15.7041,µm,Spine,13,1,1,100000003,610000009703,
9.37896,µm,Spine,8,1,1,100000002,610000009706,
5.5783,µm,Spine,4,4,1,100000002,610000009708,
8.1767,µm,Spine,6,2,1,100000003,610000009710,
9.7713,µm,Spine,3,3,1,100000003,610000009712,
6.91445,µm,Spine,5,3,1,100000002,610000009714,
16.8539,µm,Spine,15,3,1,100000002,610000009717,
2.22351,µm,Spine,0,1,1,100000002,610000009721,
6.66228,µm,Spine,6,2,1,100000000,610000009726,
0.927724,µm,Spine,0,1,1,100000004,610000009729,
9.05285,µm,Spine,14,3,1,100000001,610000009731,
17.1236,µm,Spine,15,7,1,100000001,610000009735,
6.6958,µm,Spine,6,4,1,100000002,610000009738,
3.53471,µm,Spine,2,2,1,100000002,610000009742,
4.16418,µm,Spine,0,1,1,100000001,610000009746,
2.77143,µm,Spine,3,2,1,100000004,610000009749,
4.86127,µm,Spine,2,1,1,100000000,610000009752,
12.4353,µm,Spine,13,4,1,100000001,610000009756,
6.18276,µm,Spine,4,2,1,100000001,610000009760,
20.5583,µm,Spine,13,5,1,100000002,610000009769,
12.6792,µm,Spine,13,4,1,100000001,610000009773,
9.07526,µm,Spine,14,4,1,100000001,610000009785,
2.72839,µm,Spine,1,1,1,100000003,610000009789,
16.9588,µm,Spine,17,9,1,100000001,610000009791,
1.51173,µm,Spine,2,2,1,100000002,610000009800,
1.06332,µm,Spine,0,1,1,100000001,610000009803,
2.27658,µm,Spine,1,2,1,100000000,610000009805,
8.51486,µm,Spine,7,2,1,100000002,610000009814,
3.05358,µm,Spine,2,2,1,100000001,610000009817,
5.80127,µm,Spine,2,2,1,100000000,610000009819,
0.502674,µm,Spine,0,1,1,100000004,610000009830,
1.89689,µm,Spine,2,1,1,100000002,610000009833,
13.4986,µm,Spine,14,5,1,100000001,610000009836,
6.72314,µm,Spine,9,2,1,100000001,610000009839,
0.838639,µm,Spine,0,1,1,100000000,610000009842,
1.84397,µm,Spine,1,1,1,100000001,610000009844,
14.4046,µm,Spine,14,9,1,100000001,610000009846,
3.16722,µm,Spine,3,2,1,100000000,610000009851,
10.3901,µm,Spine,16,3,1,100000001,610000009854,
10.7223,µm,Spine,6,2,1,100000000,610000009858,
2.45634,µm,Spine,1,2,1,100000000,610000009863,
5.75269,µm,Spine,2,2,1,100000000,610000009875,
8.35847,µm,Spine,5,2,1,100000000,610000009878,
2.26096,µm,Spine,3,1,1,100000000,610000009888,
12.3881,µm,Spine,10,2,1,100000000,610000009898,
5.24921,µm,Spine,6,3,1,100000001,610000009901,
7.58116,µm,Spine,5,2,1,100000002,610000009913,
9.55788,µm,Spine,8,4,1,100000001,610000009916,
0.715931,µm,Spine,0,1,1,100000000,610000009920,
17.1571,µm,Spine,14,5,1,100000001,610000009925,
11.1401,µm,Spine,13,4,1,100000001,610000009932,
2.34346,µm,Spine,0,1,1,100000002,610000009935,
1.22137,µm,Spine,0,1,1,100000000,610000009949,
16.9181,µm,Spine,15,7,1,100000001,610000009961,
13.243,µm,Spine,14,4,1,100000001,610000009966,
1.83101,µm,Spine,1,2,1,100000000,610000009974,
2.77622,µm,Spine,3,2,1,100000004,610000009978,
2.46248,µm,Spine,1,1,1,100000001,610000009983,
2.29061,µm,Spine,1,2,1,100000000,610000009995,
4.22516,µm,Spine,4,2,1,100000000,610000010003,
0.811378,µm,Spine,0,1,1,100000004,610000010011,
4.19419,µm,Spine,4,2,1,100000000,610000010013,
2.2345,µm,Spine,1,2,1,100000000,610000010015,
6.92068,µm,Spine,5,1,1,100000002,610000010029,
5.24415,µm,Spine,2,2,1,100000001,610000010058,
1.33933,µm,Spine,0,1,1,100000001,610000010074,
16.5653,µm,Spine,13,5,1,100000002,610000010097,
3.97346,µm,Spine,2,2,1,100000000,610000010126,
2.82152,µm,Spine,2,2,1,100000000,610000010127,
2.79801,µm,Spine,2,2,1,100000000,610000010128,
2.59625,µm,Spine,2,2,1,100000000,610000010129,
12.3551,µm,Spine,10,2,1,100000000,610000010130,
12.1532,µm,Spine,10,2,1,100000000,610000010131,
8.65822,µm,Spine,8,3,1,100000000,610000010132,
7.05095,µm,Spine,6,1,1,100000000,610000010133,
6.97422,µm,Spine,6,1,1,100000000,610000010134,
6.12442,µm,Spine,5,1,1,100000000,610000010135,
5.93089,µm,Spine,5,1,1,100000000,610000010136,
5.10765,µm,Spine,4,2,1,100000000,610000010137,
3.55505,µm,Spine,2,1,1,100000000,610000010138,
10.1091,µm,Spine,10,3,1,100000000,610000010139,
10.9036,µm,Spine,9,4,1,100000000,610000010140,
10.7134,µm,Spine,9,4,1,100000000,610000010141,
