
Soma Position
 ==================== 
Soma Position X,Soma Position Y,Soma Position Z,Unit,Category,Collection,Time,FilamentID,ID,
279.794,20788.5,1388.47,µm,Soma,Soma Position,1,100000000,800000000,
313.635,20827.6,1388.17,µm,Soma,Soma Position,1,100000001,800000001,
282.879,20802.1,1389.12,µm,Soma,Soma Position,1,100000002,800000002,
294.737,20793,1391.88,µm,Soma,Soma Position,1,100000003,800000003,
278.224,20813.8,1391.35,µm,Soma,Soma Position,1,100000004,800000004,
