
Soma Ellipsoid Axis C
 ==================== 
Soma Ellipsoid Axis C X,Soma Ellipsoid Axis C Y,Soma Ellipsoid Axis C Z,Unit,Category,Collection,Time,FilamentID,ID,
0.608454,-0.790271,-0.0724976,µm,Soma,Soma Ellipsoid Axis C,1,100000000,800000000,
-0.905533,0.418159,0.0717904,µm,Soma,Soma Ellipsoid Axis C,1,100000001,800000001,
-0.147866,-0.986449,0.0710948,µm,Soma,Soma Ellipsoid Axis C,1,100000002,800000002,
0.435213,-0.847996,-0.302475,µm,Soma,Soma Ellipsoid Axis C,1,100000003,800000003,
0.646946,0.759019,0.0731482,µm,Soma,Soma Ellipsoid Axis C,1,100000004,800000004,
