
Segment Center Number of Voxel Ch=5 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
21,,Segment,5,17,Image 1,8,1,100000001,510000000094,
6,,Segment,5,16,Image 1,7,1,100000001,510000000099,
3,,Segment,5,15,Image 1,6,1,100000001,510000000101,
36,,Segment,5,14,Image 1,5,1,100000001,510000000150,
29,,Segment,5,13,Image 1,4,1,100000001,510000000178,
17,,Segment,5,12,Image 1,4,1,100000001,510000000194,
12,,Segment,5,11,Image 1,3,1,100000001,510000000205,
4,,Segment,5,10,Image 1,3,1,100000001,510000000208,
11,,Segment,5,8,Image 1,3,1,100000001,510000000219,
6,,Segment,5,7,Image 1,3,1,100000001,510000000224,
8,,Segment,5,6,Image 1,3,1,100000001,510000000231,
4,,Segment,5,3,Image 1,1,1,100000001,510000000236,
11,,Segment,5,2,Image 1,1,1,100000001,510000000246,
5,,Segment,5,1,Image 1,1,1,100000001,510000000250,
11,,Segment,5,0,Image 1,1,1,100000001,510000000264,
11,,Segment,5,16,Image 1,6,1,100000001,510000000285,
4,,Segment,5,17,Image 1,7,1,100000001,510000000288,
4,,Segment,5,15,Image 1,5,1,100000001,510000000291,
25,,Segment,5,8,Image 1,7,1,100000003,510000000315,
5,,Segment,5,7,Image 1,6,1,100000003,510000000319,
8,,Segment,5,6,Image 1,5,1,100000003,510000000326,
3,,Segment,5,5,Image 1,4,1,100000003,510000000328,
6,,Segment,5,4,Image 1,4,1,100000003,510000000333,
3,,Segment,5,3,Image 1,4,1,100000003,510000000335,
17,,Segment,5,2,Image 1,3,1,100000003,510000000381,
16,,Segment,5,1,Image 1,2,1,100000003,510000000420,
6,,Segment,5,0,Image 1,1,1,100000003,510000000425,
18,,Segment,5,10,Image 1,6,1,100000003,510000000462,
5,,Segment,5,9,Image 1,6,1,100000003,510000000466,
3,,Segment,5,10,Image 1,7,1,100000003,510000000469,
18,,Segment,5,4,Image 1,5,1,100000003,510000000486,
2,,Segment,5,9,Image 1,7,1,100000003,510000000488,
3,,Segment,5,7,Image 1,5,1,100000003,510000000490,
3,,Segment,5,5,Image 1,5,1,100000003,510000000492,
14,,Segment,5,5,Image 1,2,1,100000003,510000000505,
42,,Segment,5,4,Image 1,2,1,100000003,510000000546,
6,,Segment,5,3,Image 1,2,1,100000003,510000000551,
9,,Segment,5,2,Image 1,2,1,100000003,510000000560,
3,,Segment,5,6,Image 1,4,1,100000003,510000000562,
9,,Segment,5,5,Image 1,3,1,100000003,510000000570,
3,,Segment,5,3,Image 1,3,1,100000003,510000000572,
18,,Segment,5,3,Image 1,3,1,100000003,510000000589,
4,,Segment,5,4,Image 1,3,1,100000003,510000000592,
20,,Segment,5,13,Image 1,5,1,100000002,510000000611,
34,,Segment,5,12,Image 1,4,1,100000002,510000000644,
11,,Segment,5,11,Image 1,4,1,100000002,510000000654,
11,,Segment,5,10,Image 1,4,1,100000002,510000000664,
3,,Segment,5,9,Image 1,4,1,100000002,510000000666,
12,,Segment,5,8,Image 1,3,1,100000002,510000000677,
