
Spine Part Max Diameter Ground
 ==================== 
Spine Part Max Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.348934,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000008924,
0.254721,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000008943,
0.254721,µm,Spine,Spine Part Max Diameter,6,4,1,100000002,610000008958,
0.370104,µm,Spine,Spine Part Max Diameter,1,1,1,100000004,610000008962,
0.261665,µm,Spine,Spine Part Max Diameter,7,2,1,100000003,610000008965,
0.345312,µm,Spine,Spine Part Max Diameter,13,1,1,100000002,610000008967,
0.385143,µm,Spine,Spine Part Max Diameter,4,1,1,100000002,610000008970,
0.321445,µm,Spine,Spine Part Max Diameter,5,1,1,100000003,610000008975,
0.498195,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000008988,
3.2,µm,Spine,Spine Part Max Diameter,0,,1,100000001,610000009011,
0.225354,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000009031,
0.379511,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000009036,
0.30847,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000009038,
3.2,µm,Spine,Spine Part Max Diameter,0,,1,100000001,610000009059,
0.360727,µm,Spine,Spine Part Max Diameter,6,5,1,100000003,610000009061,
0.416679,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000009075,
0.346793,µm,Spine,Spine Part Max Diameter,3,2,1,100000003,610000009078,
0.262439,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000009084,
0.41861,µm,Spine,Spine Part Max Diameter,13,1,1,100000002,610000009087,
0.243804,µm,Spine,Spine Part Max Diameter,4,3,1,100000003,610000009089,
0.273439,µm,Spine,Spine Part Max Diameter,9,4,1,100000003,610000009092,
0.267244,µm,Spine,Spine Part Max Diameter,14,8,1,100000001,610000009094,
3.2,µm,Spine,Spine Part Max Diameter,0,,1,100000001,610000009112,
