
Segment Intensity Mean Ch=2 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
35.9678,,Segment,2,17,Image 1,8,1,100000001,510000000094,
57.5355,,Segment,2,16,Image 1,7,1,100000001,510000000099,
61.5904,,Segment,2,15,Image 1,6,1,100000001,510000000101,
61.9358,,Segment,2,14,Image 1,5,1,100000001,510000000150,
76.4003,,Segment,2,13,Image 1,4,1,100000001,510000000178,
56.503,,Segment,2,12,Image 1,4,1,100000001,510000000194,
54.2678,,Segment,2,11,Image 1,3,1,100000001,510000000205,
93.7644,,Segment,2,10,Image 1,3,1,100000001,510000000208,
108.652,,Segment,2,8,Image 1,3,1,100000001,510000000219,
105.905,,Segment,2,7,Image 1,3,1,100000001,510000000224,
104.375,,Segment,2,6,Image 1,3,1,100000001,510000000231,
111.082,,Segment,2,3,Image 1,1,1,100000001,510000000236,
116.591,,Segment,2,2,Image 1,1,1,100000001,510000000246,
102.589,,Segment,2,1,Image 1,1,1,100000001,510000000250,
92.5015,,Segment,2,0,Image 1,1,1,100000001,510000000264,
39.3662,,Segment,2,16,Image 1,6,1,100000001,510000000285,
39.4667,,Segment,2,17,Image 1,7,1,100000001,510000000288,
34.2443,,Segment,2,15,Image 1,5,1,100000001,510000000291,
22.7889,,Segment,2,8,Image 1,7,1,100000003,510000000315,
33.6091,,Segment,2,7,Image 1,6,1,100000003,510000000319,
37.7813,,Segment,2,6,Image 1,5,1,100000003,510000000326,
34.0331,,Segment,2,5,Image 1,4,1,100000003,510000000328,
33.7517,,Segment,2,4,Image 1,4,1,100000003,510000000333,
40.1169,,Segment,2,3,Image 1,4,1,100000003,510000000335,
34.5698,,Segment,2,2,Image 1,3,1,100000003,510000000381,
35.5945,,Segment,2,1,Image 1,2,1,100000003,510000000420,
56.5403,,Segment,2,0,Image 1,1,1,100000003,510000000425,
43.7037,,Segment,2,10,Image 1,6,1,100000003,510000000462,
31,,Segment,2,9,Image 1,6,1,100000003,510000000466,
31.6019,,Segment,2,10,Image 1,7,1,100000003,510000000469,
31.4075,,Segment,2,4,Image 1,5,1,100000003,510000000486,
24.4138,,Segment,2,9,Image 1,7,1,100000003,510000000488,
23.1538,,Segment,2,7,Image 1,5,1,100000003,510000000490,
31.0231,,Segment,2,5,Image 1,5,1,100000003,510000000492,
29.2218,,Segment,2,5,Image 1,2,1,100000003,510000000505,
21.1671,,Segment,2,4,Image 1,2,1,100000003,510000000546,
28.6014,,Segment,2,3,Image 1,2,1,100000003,510000000551,
40.5075,,Segment,2,2,Image 1,2,1,100000003,510000000560,
25.1928,,Segment,2,6,Image 1,4,1,100000003,510000000562,
31.7874,,Segment,2,5,Image 1,3,1,100000003,510000000570,
34.4251,,Segment,2,3,Image 1,3,1,100000003,510000000572,
27.0769,,Segment,2,3,Image 1,3,1,100000003,510000000589,
26.62,,Segment,2,4,Image 1,3,1,100000003,510000000592,
75.6228,,Segment,2,13,Image 1,5,1,100000002,510000000611,
70.0195,,Segment,2,12,Image 1,4,1,100000002,510000000644,
65.6176,,Segment,2,11,Image 1,4,1,100000002,510000000654,
71.0402,,Segment,2,10,Image 1,4,1,100000002,510000000664,
59.8861,,Segment,2,9,Image 1,4,1,100000002,510000000666,
46.4959,,Segment,2,8,Image 1,3,1,100000002,510000000677,
66.9152,,Segment,2,7,Image 1,2,1,100000002,510000000681,
83.9856,,Segment,2,6,Image 1,2,1,100000002,510000000683,
77.7743,,Segment,2,5,Image 1,2,1,100000002,510000000698,
77.4419,,Segment,2,4,Image 1,1,1,100000002,510000000705,
70.6496,,Segment,2,3,Image 1,1,1,100000002,510000000732,
74.6774,,Segment,2,2,Image 1,1,1,100000002,510000000741,
78.8913,,Segment,2,1,Image 1,1,1,100000002,510000000746,
82.1611,,Segment,2,0,Image 1,1,1,100000002,510000000776,
32.9213,,Segment,2,6,Image 1,4,1,100000003,510000000795,
34.7045,,Segment,2,4,Image 1,3,1,100000003,510000000803,
53.1023,,Segment,2,3,Image 1,3,1,100000003,510000000806,
61.6136,,Segment,2,2,Image 1,3,1,100000003,510000000810,
44.7534,,Segment,2,1,Image 1,2,1,100000003,510000000824,
52.2452,,Segment,2,0,Image 1,1,1,100000003,510000000852,
39.1852,,Segment,2,6,Image 1,3,1,100000001,510000000857,
76.95,,Segment,2,4,Image 1,2,1,100000001,510000000860,
