
Spine Attachment Pt Branching Angle
 ==================== 
Spine Attachment Pt Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
73.8174,°,Spine,1,1,1,100000004,610000008962,
12.5137,°,Spine,7,2,1,100000003,610000008965,
82.316,°,Spine,13,1,1,100000002,610000008967,
77.5584,°,Spine,4,1,1,100000002,610000008970,
67.2164,°,Spine,5,1,1,100000003,610000008975,
66.7019,°,Spine,3,1,1,100000001,610000009038,
71.8233,°,Spine,6,5,1,100000003,610000009061,
77.3911,°,Spine,3,2,1,100000003,610000009078,
87.9287,°,Spine,13,1,1,100000002,610000009087,
90.8514,°,Spine,4,3,1,100000003,610000009089,
89.9566,°,Spine,9,4,1,100000003,610000009092,
85.7523,°,Spine,14,8,1,100000001,610000009094,
91.5041,°,Spine,4,2,1,100000002,610000009114,
87.3866,°,Spine,4,1,1,100000002,610000009117,
83.2542,°,Spine,7,3,1,100000000,610000009122,
88.345,°,Spine,3,1,1,100000002,610000009180,
75.1595,°,Spine,2,2,1,100000002,610000009182,
75.8303,°,Spine,2,1,1,100000001,610000009191,
79.0149,°,Spine,8,4,1,100000001,610000009204,
46.4784,°,Spine,4,2,1,100000002,610000009210,
77.2081,°,Spine,3,4,1,100000003,610000009212,
93,°,Spine,14,8,1,100000001,610000009228,
88.1082,°,Spine,2,1,1,100000003,610000009245,
74.2277,°,Spine,5,2,1,100000000,610000009264,
73.691,°,Spine,3,3,1,100000003,610000009273,
86.5147,°,Spine,12,5,1,100000002,610000009275,
69.3681,°,Spine,9,4,1,100000003,610000009279,
71.7049,°,Spine,13,1,1,100000003,610000009286,
75.5361,°,Spine,4,3,1,100000002,610000009288,
87.7745,°,Spine,4,2,1,100000002,610000009291,
90.3571,°,Spine,2,2,1,100000004,610000009303,
79.2709,°,Spine,6,5,1,100000003,610000009305,
94.4793,°,Spine,10,1,1,100000000,610000009308,
92.1957,°,Spine,11,3,1,100000000,610000009312,
65.2969,°,Spine,3,1,1,100000002,610000009314,
62.6174,°,Spine,5,1,1,100000002,610000009323,
78.9947,°,Spine,3,1,1,100000002,610000009335,
79.628,°,Spine,1,2,1,100000000,610000009337,
61.7304,°,Spine,5,3,1,100000004,610000009340,
78.0666,°,Spine,2,2,1,100000002,610000009346,
64.9075,°,Spine,5,2,1,100000003,610000009349,
81.773,°,Spine,5,1,1,100000002,610000009360,
87.8758,°,Spine,0,1,1,100000004,610000009369,
80.5133,°,Spine,2,1,1,100000001,610000009373,
72.8144,°,Spine,14,1,1,100000002,610000009381,
