
Spine Min Diameter
 ==================== 
Spine Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.1625,µm,Spine,6,4,1,100000002,610000008924,
0.1625,µm,Spine,6,4,1,100000002,610000008943,
0.1625,µm,Spine,6,4,1,100000002,610000008958,
0.169482,µm,Spine,1,1,1,100000004,610000008962,
0.208416,µm,Spine,7,2,1,100000003,610000008965,
0.1625,µm,Spine,13,1,1,100000002,610000008967,
0.236101,µm,Spine,4,1,1,100000002,610000008970,
0.1625,µm,Spine,5,1,1,100000003,610000008975,
0.213865,µm,Spine,2,2,1,100000000,610000008988,
0.218466,µm,Spine,0,,1,100000001,610000009011,
0.1625,µm,Spine,3,2,1,100000001,610000009031,
0.1625,µm,Spine,3,1,1,100000001,610000009036,
0.1625,µm,Spine,3,1,1,100000001,610000009038,
0.325,µm,Spine,0,,1,100000001,610000009059,
0.1625,µm,Spine,6,5,1,100000003,610000009061,
0.212661,µm,Spine,3,2,1,100000000,610000009075,
0.1625,µm,Spine,3,2,1,100000003,610000009078,
0.1625,µm,Spine,0,1,1,100000001,610000009084,
0.1625,µm,Spine,13,1,1,100000002,610000009087,
0.167578,µm,Spine,4,3,1,100000003,610000009089,
0.172461,µm,Spine,9,4,1,100000003,610000009092,
0.162799,µm,Spine,14,8,1,100000001,610000009094,
0.26893,µm,Spine,0,,1,100000001,610000009112,
0.305044,µm,Spine,4,2,1,100000002,610000009114,
0.215427,µm,Spine,4,1,1,100000002,610000009117,
0.1625,µm,Spine,7,3,1,100000000,610000009122,
0.1625,µm,Spine,0,1,1,100000001,610000009129,
0.219758,µm,Spine,3,2,1,100000004,610000009135,
0.199159,µm,Spine,9,4,1,100000000,610000009140,
0.232114,µm,Spine,5,2,1,100000000,610000009146,
0.254554,µm,Spine,0,,1,100000001,610000009165,
0.186553,µm,Spine,5,3,1,100000003,610000009167,
0.251979,µm,Spine,3,2,1,100000000,610000009177,
0.1625,µm,Spine,3,1,1,100000002,610000009180,
0.167492,µm,Spine,2,2,1,100000002,610000009182,
0.1625,µm,Spine,2,1,1,100000002,610000009187,
0.1625,µm,Spine,2,1,1,100000001,610000009191,
0.213865,µm,Spine,2,2,1,100000000,610000009202,
0.1625,µm,Spine,8,4,1,100000001,610000009204,
0.1625,µm,Spine,6,2,1,100000003,610000009208,
0.305044,µm,Spine,4,2,1,100000002,610000009210,
0.1625,µm,Spine,3,4,1,100000003,610000009212,
0.167828,µm,Spine,3,2,1,100000004,610000009218,
0.27739,µm,Spine,14,5,1,100000001,610000009222,
0.235524,µm,Spine,0,1,1,100000002,610000009226,
0.1625,µm,Spine,14,8,1,100000001,610000009228,
0.1625,µm,Spine,3,2,1,100000001,610000009241,
0.167578,µm,Spine,2,1,1,100000003,610000009245,
0.26893,µm,Spine,0,,1,100000001,610000009261,
0.1625,µm,Spine,5,2,1,100000000,610000009264,
0.251979,µm,Spine,3,2,1,100000000,610000009271,
0.220236,µm,Spine,3,3,1,100000003,610000009273,
0.182812,µm,Spine,12,5,1,100000002,610000009275,
0.252343,µm,Spine,9,4,1,100000003,610000009279,
0.163396,µm,Spine,2,2,1,100000002,610000009284,
0.234189,µm,Spine,13,1,1,100000003,610000009286,
0.228193,µm,Spine,4,3,1,100000002,610000009288,
0.1625,µm,Spine,4,2,1,100000002,610000009291,
0.213865,µm,Spine,2,2,1,100000000,610000009301,
0.371014,µm,Spine,2,2,1,100000004,610000009303,
0.191699,µm,Spine,6,5,1,100000003,610000009305,
0.172656,µm,Spine,10,1,1,100000000,610000009308,
0.1625,µm,Spine,7,2,1,100000003,610000009310,
0.184239,µm,Spine,11,3,1,100000000,610000009312,
0.306913,µm,Spine,3,1,1,100000002,610000009314,
0.169051,µm,Spine,7,3,1,100000000,610000009320,
0.188105,µm,Spine,5,1,1,100000002,610000009323,
0.1625,µm,Spine,3,2,1,100000001,610000009333,
0.190338,µm,Spine,3,1,1,100000002,610000009335,
0.1625,µm,Spine,1,2,1,100000000,610000009337,
0.166646,µm,Spine,5,3,1,100000004,610000009340,
0.212499,µm,Spine,0,1,1,100000002,610000009344,
0.460464,µm,Spine,2,2,1,100000002,610000009346,
0.251367,µm,Spine,5,2,1,100000003,610000009349,
0.26472,µm,Spine,3,2,1,100000000,610000009356,
0.198686,µm,Spine,5,1,1,100000002,610000009360,
0.1625,µm,Spine,5,3,1,100000002,610000009366,
0.1625,µm,Spine,0,1,1,100000004,610000009369,
0.186809,µm,Spine,2,1,1,100000001,610000009373,
0.300939,µm,Spine,5,2,1,100000000,610000009379,
0.1625,µm,Spine,14,1,1,100000002,610000009381,
0.173926,µm,Spine,10,1,1,100000002,610000009383,
0.24375,µm,Spine,0,1,1,100000004,610000009388,
0.24375,µm,Spine,0,1,1,100000004,610000009398,
0.176928,µm,Spine,12,5,1,100000002,610000009400,
0.1625,µm,Spine,8,4,1,100000001,610000009403,
0.1625,µm,Spine,6,4,1,100000003,610000009405,
0.210821,µm,Spine,7,3,1,100000000,610000009409,
0.238435,µm,Spine,2,2,1,100000001,610000009412,
0.209695,µm,Spine,0,1,1,100000004,610000009415,
0.1625,µm,Spine,6,4,1,100000002,610000009419,
0.18916,µm,Spine,15,1,1,100000002,610000009421,
0.233594,µm,Spine,0,1,1,100000001,610000009426,
0.251949,µm,Spine,6,2,1,100000000,610000009431,
0.276946,µm,Spine,2,1,1,100000003,610000009433,
0.213865,µm,Spine,2,2,1,100000000,610000009438,
0.217618,µm,Spine,4,4,1,100000000,610000009442,
0.232207,µm,Spine,14,5,1,100000001,610000009445,
0.200586,µm,Spine,2,2,1,100000002,610000009447,
0.1625,µm,Spine,11,1,1,100000003,610000009450,
0.293937,µm,Spine,16,5,1,100000001,610000009453,
0.181294,µm,Spine,20,4,1,100000001,610000009458,
0.272795,µm,Spine,14,4,1,100000001,610000009461,
0.218359,µm,Spine,6,2,1,100000003,610000009465,
0.1625,µm,Spine,2,3,1,100000001,610000009471,
0.213865,µm,Spine,2,2,1,100000000,610000009477,
0.30149,µm,Spine,0,1,1,100000001,610000009479,
0.225734,µm,Spine,5,2,1,100000003,610000009481,
0.1625,µm,Spine,8,4,1,100000002,610000009483,
0.207005,µm,Spine,0,1,1,100000001,610000009486,
0.191363,µm,Spine,6,1,1,100000002,610000009490,
0.1625,µm,Spine,2,2,1,100000002,610000009493,
0.235258,µm,Spine,4,2,1,100000002,610000009497,
0.280255,µm,Spine,3,2,1,100000003,610000009499,
0.1625,µm,Spine,0,1,1,100000003,610000009502,
0.223025,µm,Spine,0,1,1,100000001,610000009504,
0.195759,µm,Spine,3,2,1,100000001,610000009511,
0.286548,µm,Spine,1,2,1,100000000,610000009513,
0.1625,µm,Spine,8,2,1,100000000,610000009515,
0.361075,µm,Spine,5,2,1,100000000,610000009518,
0.191529,µm,Spine,15,5,1,100000002,610000009520,
0.229898,µm,Spine,8,3,1,100000000,610000009524,
0.180273,µm,Spine,8,4,1,100000001,610000009526,
0.1625,µm,Spine,10,2,1,100000000,610000009529,
0.244067,µm,Spine,2,1,1,100000001,610000009534,
0.1625,µm,Spine,2,2,1,100000000,610000009538,
0.230412,µm,Spine,15,8,1,100000001,610000009540,
0.339074,µm,Spine,14,4,1,100000001,610000009542,
0.219562,µm,Spine,0,1,1,100000004,610000009546,
0.178115,µm,Spine,4,2,1,100000002,610000009549,
0.362504,µm,Spine,3,2,1,100000004,610000009552,
0.213865,µm,Spine,2,2,1,100000000,610000009556,
0.216925,µm,Spine,8,4,1,100000001,610000009559,
0.241649,µm,Spine,4,3,1,100000002,610000009561,
0.23498,µm,Spine,5,2,1,100000002,610000009565,
0.1625,µm,Spine,2,2,1,100000004,610000009567,
0.1625,µm,Spine,0,1,1,100000002,610000009569,
0.1625,µm,Spine,4,4,1,100000002,610000009571,
0.34311,µm,Spine,0,1,1,100000004,610000009573,
0.212773,µm,Spine,2,1,1,100000000,610000009576,
0.203797,µm,Spine,10,4,1,100000002,610000009578,
0.264062,µm,Spine,4,4,1,100000000,610000009581,
0.1625,µm,Spine,3,1,1,100000001,610000009583,
0.1625,µm,Spine,7,3,1,100000000,610000009585,
0.212837,µm,Spine,2,2,1,100000002,610000009590,
0.315728,µm,Spine,11,3,1,100000000,610000009592,
0.177813,µm,Spine,1,2,1,100000004,610000009594,
0.202656,µm,Spine,10,1,1,100000002,610000009596,
0.1625,µm,Spine,0,1,1,100000002,610000009598,
0.311723,µm,Spine,2,1,1,100000001,610000009604,
0.348435,µm,Spine,2,2,1,100000000,610000009606,
0.241552,µm,Spine,7,2,1,100000002,610000009610,
0.189387,µm,Spine,1,2,1,100000000,610000009612,
0.1625,µm,Spine,2,1,1,100000002,610000009614,
0.258087,µm,Spine,4,2,1,100000002,610000009617,
0.27777,µm,Spine,11,2,1,100000000,610000009619,
0.216218,µm,Spine,2,2,1,100000001,610000009622,
0.201753,µm,Spine,8,1,1,100000000,610000009624,
0.291258,µm,Spine,2,1,1,100000004,610000009626,
0.271722,µm,Spine,2,1,1,100000002,610000009628,
0.220922,µm,Spine,4,4,1,100000002,610000009633,
0.204072,µm,Spine,6,4,1,100000002,610000009635,
0.235863,µm,Spine,14,1,1,100000002,610000009639,
0.187627,µm,Spine,16,4,1,100000001,610000009641,
0.24375,µm,Spine,3,2,1,100000000,610000009644,
0.279406,µm,Spine,3,2,1,100000002,610000009646,
0.209695,µm,Spine,0,1,1,100000004,610000009650,
0.1625,µm,Spine,3,2,1,100000001,610000009655,
0.325,µm,Spine,17,2,1,100000002,610000009658,
0.228651,µm,Spine,9,4,1,100000001,610000009660,
0.1625,µm,Spine,5,3,1,100000003,610000009662,
0.213865,µm,Spine,2,2,1,100000000,610000009666,
0.189594,µm,Spine,2,2,1,100000001,610000009669,
0.264062,µm,Spine,4,2,1,100000002,610000009673,
0.293017,µm,Spine,0,1,1,100000002,610000009675,
0.243323,µm,Spine,15,7,1,100000001,610000009681,
0.202468,µm,Spine,5,2,1,100000000,610000009685,
0.282686,µm,Spine,8,1,1,100000002,610000009687,
