
Spine Number of Voxel Ch=4 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
112,,Spine,4,6,Image 1,4,1,100000002,610000008924,
86,,Spine,4,6,Image 1,4,1,100000002,610000008943,
80,,Spine,4,6,Image 1,4,1,100000002,610000008958,
133,,Spine,4,1,Image 1,1,1,100000004,610000008962,
38,,Spine,4,7,Image 1,2,1,100000003,610000008965,
107,,Spine,4,13,Image 1,1,1,100000002,610000008967,
144,,Spine,4,4,Image 1,1,1,100000002,610000008970,
99,,Spine,4,5,Image 1,1,1,100000003,610000008975,
275,,Spine,4,2,Image 1,2,1,100000000,610000008988,
22261,,Spine,4,0,Image 1,2,1,100000001,610000009011,
264,,Spine,4,3,Image 1,1,1,100000001,610000009031,
113,,Spine,4,3,Image 1,1,1,100000001,610000009036,
66,,Spine,4,3,Image 1,1,1,100000001,610000009038,
22339,,Spine,4,0,Image 1,2,1,100000001,610000009059,
93,,Spine,4,6,Image 1,5,1,100000003,610000009061,
197,,Spine,4,3,Image 1,2,1,100000000,610000009075,
83,,Spine,4,3,Image 1,2,1,100000003,610000009078,
82,,Spine,4,0,Image 1,1,1,100000001,610000009084,
185,,Spine,4,13,Image 1,1,1,100000002,610000009087,
43,,Spine,4,4,Image 1,3,1,100000003,610000009089,
70,,Spine,4,9,Image 1,4,1,100000003,610000009092,
55,,Spine,4,14,Image 1,8,1,100000001,610000009094,
22249,,Spine,4,0,Image 1,2,1,100000001,610000009112,
121,,Spine,4,4,Image 1,2,1,100000002,610000009114,
214,,Spine,4,4,Image 1,1,1,100000002,610000009117,
162,,Spine,4,7,Image 1,3,1,100000000,610000009122,
76,,Spine,4,0,Image 1,1,1,100000001,610000009129,
367,,Spine,4,3,Image 1,2,1,100000004,610000009135,
175,,Spine,4,9,Image 1,4,1,100000000,610000009140,
301,,Spine,4,5,Image 1,2,1,100000000,610000009146,
22235,,Spine,4,0,Image 1,2,1,100000001,610000009165,
63,,Spine,4,5,Image 1,3,1,100000003,610000009167,
191,,Spine,4,3,Image 1,2,1,100000000,610000009177,
118,,Spine,4,3,Image 1,1,1,100000002,610000009180,
68,,Spine,4,2,Image 1,2,1,100000002,610000009182,
209,,Spine,4,2,Image 1,1,1,100000002,610000009187,
111,,Spine,4,2,Image 1,1,1,100000001,610000009191,
197,,Spine,4,2,Image 1,2,1,100000000,610000009202,
69,,Spine,4,8,Image 1,4,1,100000001,610000009204,
27,,Spine,4,6,Image 1,2,1,100000003,610000009208,
218,,Spine,4,4,Image 1,2,1,100000002,610000009210,
40,,Spine,4,3,Image 1,4,1,100000003,610000009212,
370,,Spine,4,3,Image 1,2,1,100000004,610000009218,
354,,Spine,4,14,Image 1,5,1,100000001,610000009222,
183,,Spine,4,0,Image 1,1,1,100000002,610000009226,
93,,Spine,4,14,Image 1,8,1,100000001,610000009228,
253,,Spine,4,3,Image 1,1,1,100000001,610000009241,
219,,Spine,4,2,Image 1,1,1,100000003,610000009245,
22224,,Spine,4,0,Image 1,2,1,100000001,610000009261,
201,,Spine,4,5,Image 1,2,1,100000000,610000009264,
180,,Spine,4,3,Image 1,2,1,100000000,610000009271,
125,,Spine,4,3,Image 1,3,1,100000003,610000009273,
75,,Spine,4,12,Image 1,5,1,100000002,610000009275,
195,,Spine,4,9,Image 1,4,1,100000003,610000009279,
118,,Spine,4,2,Image 1,2,1,100000002,610000009284,
75,,Spine,4,13,Image 1,1,1,100000003,610000009286,
82,,Spine,4,4,Image 1,3,1,100000002,610000009288,
84,,Spine,4,4,Image 1,2,1,100000002,610000009291,
162,,Spine,4,2,Image 1,2,1,100000000,610000009301,
576,,Spine,4,2,Image 1,2,1,100000004,610000009303,
66,,Spine,4,6,Image 1,5,1,100000003,610000009305,
122,,Spine,4,10,Image 1,1,1,100000000,610000009308,
58,,Spine,4,7,Image 1,2,1,100000003,610000009310,
78,,Spine,4,11,Image 1,3,1,100000000,610000009312,
110,,Spine,4,3,Image 1,1,1,100000002,610000009314,
176,,Spine,4,7,Image 1,3,1,100000000,610000009320,
436,,Spine,4,5,Image 1,1,1,100000002,610000009323,
242,,Spine,4,3,Image 1,1,1,100000001,610000009333,
82,,Spine,4,3,Image 1,1,1,100000002,610000009335,
54,,Spine,4,1,Image 1,2,1,100000000,610000009337,
93,,Spine,4,5,Image 1,3,1,100000004,610000009340,
544,,Spine,4,0,Image 1,1,1,100000002,610000009344,
654,,Spine,4,2,Image 1,2,1,100000002,610000009346,
81,,Spine,4,5,Image 1,2,1,100000003,610000009349,
168,,Spine,4,3,Image 1,2,1,100000000,610000009356,
200,,Spine,4,5,Image 1,1,1,100000002,610000009360,
65,,Spine,4,5,Image 1,3,1,100000002,610000009366,
218,,Spine,4,0,Image 1,1,1,100000004,610000009369,
192,,Spine,4,2,Image 1,1,1,100000001,610000009373,
241,,Spine,4,5,Image 1,2,1,100000000,610000009379,
71,,Spine,4,14,Image 1,1,1,100000002,610000009381,
128,,Spine,4,10,Image 1,1,1,100000002,610000009383,
248,,Spine,4,0,Image 1,1,1,100000004,610000009388,
170,,Spine,4,0,Image 1,1,1,100000004,610000009398,
70,,Spine,4,12,Image 1,5,1,100000002,610000009400,
106,,Spine,4,8,Image 1,4,1,100000001,610000009403,
130,,Spine,4,6,Image 1,4,1,100000003,610000009405,
174,,Spine,4,7,Image 1,3,1,100000000,610000009409,
99,,Spine,4,2,Image 1,2,1,100000001,610000009412,
145,,Spine,4,0,Image 1,1,1,100000004,610000009415,
44,,Spine,4,6,Image 1,4,1,100000002,610000009419,
92,,Spine,4,15,Image 1,1,1,100000002,610000009421,
77,,Spine,4,0,Image 1,1,1,100000001,610000009426,
183,,Spine,4,6,Image 1,2,1,100000000,610000009431,
176,,Spine,4,2,Image 1,1,1,100000003,610000009433,
153,,Spine,4,2,Image 1,2,1,100000000,610000009438,
79,,Spine,4,4,Image 1,4,1,100000000,610000009442,
159,,Spine,4,14,Image 1,5,1,100000001,610000009445,
183,,Spine,4,2,Image 1,2,1,100000002,610000009447,
66,,Spine,4,11,Image 1,1,1,100000003,610000009450,
291,,Spine,4,16,Image 1,5,1,100000001,610000009453,
118,,Spine,4,20,Image 1,4,1,100000001,610000009458,
187,,Spine,4,14,Image 1,4,1,100000001,610000009461,
43,,Spine,4,6,Image 1,2,1,100000003,610000009465,
87,,Spine,4,2,Image 1,3,1,100000001,610000009471,
166,,Spine,4,2,Image 1,2,1,100000000,610000009477,
171,,Spine,4,0,Image 1,1,1,100000001,610000009479,
93,,Spine,4,5,Image 1,2,1,100000003,610000009481,
61,,Spine,4,8,Image 1,4,1,100000002,610000009483,
146,,Spine,4,0,Image 1,1,1,100000001,610000009486,
189,,Spine,4,6,Image 1,1,1,100000002,610000009490,
146,,Spine,4,2,Image 1,2,1,100000002,610000009493,
106,,Spine,4,4,Image 1,2,1,100000002,610000009497,
129,,Spine,4,3,Image 1,2,1,100000003,610000009499,
215,,Spine,4,0,Image 1,1,1,100000003,610000009502,
127,,Spine,4,0,Image 1,1,1,100000001,610000009504,
238,,Spine,4,3,Image 1,1,1,100000001,610000009511,
207,,Spine,4,1,Image 1,2,1,100000000,610000009513,
86,,Spine,4,8,Image 1,2,1,100000000,610000009515,
219,,Spine,4,5,Image 1,2,1,100000000,610000009518,
85,,Spine,4,15,Image 1,5,1,100000002,610000009520,
91,,Spine,4,8,Image 1,3,1,100000000,610000009524,
101,,Spine,4,8,Image 1,4,1,100000001,610000009526,
68,,Spine,4,10,Image 1,2,1,100000000,610000009529,
99,,Spine,4,2,Image 1,1,1,100000001,610000009534,
138,,Spine,4,2,Image 1,2,1,100000000,610000009538,
86,,Spine,4,15,Image 1,8,1,100000001,610000009540,
179,,Spine,4,14,Image 1,4,1,100000001,610000009542,
143,,Spine,4,0,Image 1,1,1,100000004,610000009546,
76,,Spine,4,4,Image 1,2,1,100000002,610000009549,
363,,Spine,4,3,Image 1,2,1,100000004,610000009552,
135,,Spine,4,2,Image 1,2,1,100000000,610000009556,
91,,Spine,4,8,Image 1,4,1,100000001,610000009559,
128,,Spine,4,4,Image 1,3,1,100000002,610000009561,
236,,Spine,4,5,Image 1,2,1,100000002,610000009565,
57,,Spine,4,2,Image 1,2,1,100000004,610000009567,
88,,Spine,4,0,Image 1,1,1,100000002,610000009569,
149,,Spine,4,4,Image 1,4,1,100000002,610000009571,
342,,Spine,4,0,Image 1,1,1,100000004,610000009573,
173,,Spine,4,2,Image 1,1,1,100000000,610000009576,
91,,Spine,4,10,Image 1,4,1,100000002,610000009578,
133,,Spine,4,4,Image 1,4,1,100000000,610000009581,
112,,Spine,4,3,Image 1,1,1,100000001,610000009583,
105,,Spine,4,7,Image 1,3,1,100000000,610000009585,
131,,Spine,4,2,Image 1,2,1,100000002,610000009590,
141,,Spine,4,11,Image 1,3,1,100000000,610000009592,
66,,Spine,4,1,Image 1,2,1,100000004,610000009594,
177,,Spine,4,10,Image 1,1,1,100000002,610000009596,
51,,Spine,4,0,Image 1,1,1,100000002,610000009598,
407,,Spine,4,2,Image 1,1,1,100000001,610000009604,
188,,Spine,4,2,Image 1,2,1,100000000,610000009606,
109,,Spine,4,7,Image 1,2,1,100000002,610000009610,
81,,Spine,4,1,Image 1,2,1,100000000,610000009612,
72,,Spine,4,2,Image 1,1,1,100000002,610000009614,
146,,Spine,4,4,Image 1,2,1,100000002,610000009617,
249,,Spine,4,11,Image 1,2,1,100000000,610000009619,
89,,Spine,4,2,Image 1,2,1,100000001,610000009622,
104,,Spine,4,8,Image 1,1,1,100000000,610000009624,
139,,Spine,4,2,Image 1,1,1,100000004,610000009626,
215,,Spine,4,2,Image 1,1,1,100000002,610000009628,
118,,Spine,4,4,Image 1,4,1,100000002,610000009633,
82,,Spine,4,6,Image 1,4,1,100000002,610000009635,
152,,Spine,4,14,Image 1,1,1,100000002,610000009639,
86,,Spine,4,16,Image 1,4,1,100000001,610000009641,
167,,Spine,4,3,Image 1,2,1,100000000,610000009644,
177,,Spine,4,3,Image 1,2,1,100000002,610000009646,
117,,Spine,4,0,Image 1,1,1,100000004,610000009650,
79,,Spine,4,3,Image 1,2,1,100000001,610000009655,
286,,Spine,4,17,Image 1,2,1,100000002,610000009658,
98,,Spine,4,9,Image 1,4,1,100000001,610000009660,
45,,Spine,4,5,Image 1,3,1,100000003,610000009662,
