
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20857.8,µm,Spine,Spine Terminal Pt Distance from Origin,6,4,1,100000002,610000008924,
20857.1,µm,Spine,Spine Terminal Pt Distance from Origin,6,4,1,100000002,610000008943,
20856.9,µm,Spine,Spine Terminal Pt Distance from Origin,6,4,1,100000002,610000008958,
20867.1,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000004,610000008962,
20836.7,µm,Spine,Spine Terminal Pt Distance from Origin,7,2,1,100000003,610000008965,
20857.4,µm,Spine,Spine Terminal Pt Distance from Origin,13,1,1,100000002,610000008967,
20848.1,µm,Spine,Spine Terminal Pt Distance from Origin,4,1,1,100000002,610000008970,
20838.5,µm,Spine,Spine Terminal Pt Distance from Origin,5,1,1,100000003,610000008975,
20834.1,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000008988,
20875.2,µm,Spine,Spine Terminal Pt Distance from Origin,0,,1,100000001,610000009011,
20878.1,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000009013,
20876.6,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000001,610000009036,
20877.7,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000001,610000009038,
20875.6,µm,Spine,Spine Terminal Pt Distance from Origin,0,,1,100000001,610000009059,
20840.7,µm,Spine,Spine Terminal Pt Distance from Origin,6,5,1,100000003,610000009061,
20834.1,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000000,610000009075,
20842.9,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000003,610000009078,
20875.4,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000009084,
20858.2,µm,Spine,Spine Terminal Pt Distance from Origin,13,1,1,100000002,610000009087,
20848,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,100000003,610000009089,
20833.4,µm,Spine,Spine Terminal Pt Distance from Origin,9,4,1,100000003,610000009092,
20865.5,µm,Spine,Spine Terminal Pt Distance from Origin,14,8,1,100000001,610000009094,
20874.9,µm,Spine,Spine Terminal Pt Distance from Origin,0,,1,100000001,610000009112,
20857.1,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,100000002,610000009114,
20848.5,µm,Spine,Spine Terminal Pt Distance from Origin,4,1,1,100000002,610000009117,
20832.7,µm,Spine,Spine Terminal Pt Distance from Origin,7,3,1,100000000,610000009122,
20876.8,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000009129,
20861.2,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000004,610000009135,
20844,µm,Spine,Spine Terminal Pt Distance from Origin,9,4,1,100000000,610000009140,
20842.6,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,100000000,610000009146,
20876,µm,Spine,Spine Terminal Pt Distance from Origin,0,,1,100000001,610000009165,
20846.1,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,100000003,610000009167,
20834.1,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000000,610000009177,
20848.7,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000002,610000009180,
20847.9,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000002,610000009182,
20853.1,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000002,610000009187,
20876.1,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000001,610000009191,
20834.1,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000009202,
20876.1,µm,Spine,Spine Terminal Pt Distance from Origin,8,4,1,100000001,610000009204,
20839,µm,Spine,Spine Terminal Pt Distance from Origin,6,2,1,100000003,610000009208,
20857,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,100000002,610000009210,
20850.6,µm,Spine,Spine Terminal Pt Distance from Origin,3,4,1,100000003,610000009212,
20861.1,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000004,610000009218,
20878.1,µm,Spine,Spine Terminal Pt Distance from Origin,14,5,1,100000001,610000009222,
20851.3,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000002,610000009226,
20865.3,µm,Spine,Spine Terminal Pt Distance from Origin,14,8,1,100000001,610000009228,
20877.7,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000009230,
20839.6,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000003,610000009245,
20830.7,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,100000000,610000009264,
20834.1,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000000,610000009271,
20848.5,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,100000003,610000009273,
20864.2,µm,Spine,Spine Terminal Pt Distance from Origin,12,5,1,100000002,610000009275,
20842.9,µm,Spine,Spine Terminal Pt Distance from Origin,9,4,1,100000003,610000009279,
20848.4,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000002,610000009284,
20834.5,µm,Spine,Spine Terminal Pt Distance from Origin,13,1,1,100000003,610000009286,
20853.5,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,100000002,610000009288,
20854.3,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,100000002,610000009291,
20834.2,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000009301,
20860,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000004,610000009303,
20837.1,µm,Spine,Spine Terminal Pt Distance from Origin,6,5,1,100000003,610000009305,
20844.2,µm,Spine,Spine Terminal Pt Distance from Origin,10,1,1,100000000,610000009308,
20837.4,µm,Spine,Spine Terminal Pt Distance from Origin,7,2,1,100000003,610000009310,
20844.3,µm,Spine,Spine Terminal Pt Distance from Origin,11,3,1,100000000,610000009312,
20850,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000002,610000009314,
20842.2,µm,Spine,Spine Terminal Pt Distance from Origin,7,3,1,100000000,610000009320,
20855.3,µm,Spine,Spine Terminal Pt Distance from Origin,5,1,1,100000002,610000009323,
20877.5,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000009325,
20848.3,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000002,610000009335,
20837.4,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000000,610000009337,
20861.5,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,100000004,610000009340,
20848.8,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000009342,
20853.5,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000002,610000009346,
20840.6,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,100000003,610000009349,
20834.2,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,100000000,610000009356,
20856.2,µm,Spine,Spine Terminal Pt Distance from Origin,5,1,1,100000002,610000009360,
20845.2,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,100000002,610000009366,
20864.4,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000004,610000009369,
20875.9,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000001,610000009373,
20842.3,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,100000000,610000009379,
20857.4,µm,Spine,Spine Terminal Pt Distance from Origin,14,1,1,100000002,610000009381,
20856.8,µm,Spine,Spine Terminal Pt Distance from Origin,10,1,1,100000002,610000009383,
20864.4,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000004,610000009388,
