
Soma Ellipsoid Axis B Z
 ==================== 
Soma Ellipsoid Axis B Z,Unit,Category,Collection,Time,FilamentID,ID,
0.0666319,µm,Soma,Soma Ellipsoid Axis B,1,100000000,800000000,
-0.0436927,µm,Soma,Soma Ellipsoid Axis B,1,100000001,800000001,
0.432602,µm,Soma,Soma Ellipsoid Axis B,1,100000002,800000002,
-0.284955,µm,Soma,Soma Ellipsoid Axis B,1,100000003,800000003,
0.0887058,µm,Soma,Soma Ellipsoid Axis B,1,100000004,800000004,
