
Spine Terminal Pt Intensity Center Ch=1 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
1,,Spine,1,6,Image 1,1,100000002,610000008924,
0,,Spine,1,6,Image 1,1,100000002,610000008943,
1,,Spine,1,6,Image 1,1,100000002,610000008958,
2,,Spine,1,1,Image 1,1,100000004,610000008962,
0,,Spine,1,7,Image 1,1,100000003,610000008965,
1,,Spine,1,13,Image 1,1,100000002,610000008967,
0,,Spine,1,4,Image 1,1,100000002,610000008970,
0,,Spine,1,5,Image 1,1,100000003,610000008975,
5,,Spine,1,2,Image 1,1,100000000,610000008988,
0,,Spine,1,0,Image 1,1,100000001,610000009011,
11,,Spine,1,3,Image 1,1,,610000009013,
1,,Spine,1,3,Image 1,1,100000001,610000009036,
0,,Spine,1,3,Image 1,1,100000001,610000009038,
0,,Spine,1,0,Image 1,1,100000001,610000009059,
0,,Spine,1,6,Image 1,1,100000003,610000009061,
1,,Spine,1,3,Image 1,1,100000000,610000009075,
0,,Spine,1,3,Image 1,1,100000003,610000009078,
0,,Spine,1,0,Image 1,1,100000001,610000009084,
11,,Spine,1,13,Image 1,1,100000002,610000009087,
0,,Spine,1,4,Image 1,1,100000003,610000009089,
0,,Spine,1,9,Image 1,1,100000003,610000009092,
2,,Spine,1,14,Image 1,1,100000001,610000009094,
1,,Spine,1,4,Image 1,1,100000002,610000009114,
7,,Spine,1,4,Image 1,1,100000002,610000009117,
4,,Spine,1,7,Image 1,1,100000000,610000009122,
1,,Spine,1,0,Image 1,1,100000001,610000009129,
1,,Spine,1,3,Image 1,1,100000004,610000009135,
0,,Spine,1,9,Image 1,1,100000000,610000009140,
0,,Spine,1,5,Image 1,1,100000000,610000009146,
2,,Spine,1,0,Image 1,1,100000001,610000009165,
1,,Spine,1,5,Image 1,1,100000003,610000009167,
2,,Spine,1,3,Image 1,1,100000000,610000009177,
1,,Spine,1,3,Image 1,1,100000002,610000009180,
0,,Spine,1,2,Image 1,1,100000002,610000009182,
0,,Spine,1,2,Image 1,1,100000002,610000009187,
2,,Spine,1,2,Image 1,1,100000001,610000009191,
1,,Spine,1,2,Image 1,1,100000000,610000009202,
0,,Spine,1,8,Image 1,1,100000001,610000009204,
0,,Spine,1,6,Image 1,1,100000003,610000009208,
1,,Spine,1,4,Image 1,1,100000002,610000009210,
1,,Spine,1,3,Image 1,1,100000003,610000009212,
0,,Spine,1,3,Image 1,1,100000004,610000009218,
3,,Spine,1,14,Image 1,1,100000001,610000009222,
0,,Spine,1,0,Image 1,1,100000002,610000009226,
1,,Spine,1,14,Image 1,1,100000001,610000009228,
11,,Spine,1,3,Image 1,1,,610000009230,
1,,Spine,1,2,Image 1,1,100000003,610000009245,
1,,Spine,1,0,Image 1,1,100000001,610000009261,
1,,Spine,1,5,Image 1,1,100000000,610000009264,
1,,Spine,1,3,Image 1,1,100000000,610000009271,
2,,Spine,1,3,Image 1,1,100000003,610000009273,
0,,Spine,1,12,Image 1,1,100000002,610000009275,
1,,Spine,1,9,Image 1,1,100000003,610000009279,
0,,Spine,1,2,Image 1,1,100000002,610000009284,
0,,Spine,1,13,Image 1,1,100000003,610000009286,
1,,Spine,1,4,Image 1,1,100000002,610000009288,
1,,Spine,1,4,Image 1,1,100000002,610000009291,
1,,Spine,1,2,Image 1,1,100000004,610000009303,
0,,Spine,1,6,Image 1,1,100000003,610000009305,
0,,Spine,1,10,Image 1,1,100000000,610000009308,
0,,Spine,1,7,Image 1,1,100000003,610000009310,
1,,Spine,1,11,Image 1,1,100000000,610000009312,
2,,Spine,1,3,Image 1,1,100000002,610000009314,
0,,Spine,1,7,Image 1,1,100000000,610000009320,
1,,Spine,1,5,Image 1,1,100000002,610000009323,
11,,Spine,1,3,Image 1,1,,610000009325,
0,,Spine,1,3,Image 1,1,100000002,610000009335,
0,,Spine,1,1,Image 1,1,100000000,610000009337,
2,,Spine,1,5,Image 1,1,100000004,610000009340,
0,,Spine,1,0,Image 1,1,,610000009342,
1,,Spine,1,2,Image 1,1,100000002,610000009346,
1,,Spine,1,5,Image 1,1,100000003,610000009349,
4,,Spine,1,3,Image 1,1,100000000,610000009356,
0,,Spine,1,5,Image 1,1,100000002,610000009360,
1,,Spine,1,5,Image 1,1,100000002,610000009366,
5,,Spine,1,0,Image 1,1,100000004,610000009369,
1,,Spine,1,2,Image 1,1,100000001,610000009373,
1,,Spine,1,5,Image 1,1,100000000,610000009379,
2,,Spine,1,14,Image 1,1,100000002,610000009381,
1,,Spine,1,10,Image 1,1,100000002,610000009383,
5,,Spine,1,0,Image 1,1,100000004,610000009388,
2,,Spine,1,0,Image 1,1,100000004,610000009398,
2,,Spine,1,12,Image 1,1,100000002,610000009400,
0,,Spine,1,8,Image 1,1,100000001,610000009403,
2,,Spine,1,6,Image 1,1,100000003,610000009405,
1,,Spine,1,7,Image 1,1,100000000,610000009409,
0,,Spine,1,2,Image 1,1,100000001,610000009412,
2,,Spine,1,0,Image 1,1,100000004,610000009415,
1,,Spine,1,6,Image 1,1,100000002,610000009419,
0,,Spine,1,15,Image 1,1,100000002,610000009421,
0,,Spine,1,0,Image 1,1,100000001,610000009426,
2,,Spine,1,6,Image 1,1,100000000,610000009431,
0,,Spine,1,2,Image 1,1,100000003,610000009433,
9,,Spine,1,2,Image 1,1,100000000,610000009438,
2,,Spine,1,4,Image 1,1,100000000,610000009442,
0,,Spine,1,14,Image 1,1,100000001,610000009445,
0,,Spine,1,2,Image 1,1,100000002,610000009447,
0,,Spine,1,11,Image 1,1,100000003,610000009450,
0,,Spine,1,16,Image 1,1,100000001,610000009453,
1,,Spine,1,20,Image 1,1,100000001,610000009458,
0,,Spine,1,14,Image 1,1,100000001,610000009461,
1,,Spine,1,6,Image 1,1,100000003,610000009465,
0,,Spine,1,2,Image 1,1,100000001,610000009471,
1,,Spine,1,2,Image 1,1,100000000,610000009477,
0,,Spine,1,0,Image 1,1,100000001,610000009479,
3,,Spine,1,5,Image 1,1,100000003,610000009481,
4,,Spine,1,8,Image 1,1,100000002,610000009483,
1,,Spine,1,0,Image 1,1,100000001,610000009486,
0,,Spine,1,6,Image 1,1,100000002,610000009490,
8,,Spine,1,2,Image 1,1,100000002,610000009493,
0,,Spine,1,4,Image 1,1,100000002,610000009497,
1,,Spine,1,3,Image 1,1,100000003,610000009499,
2,,Spine,1,0,Image 1,1,100000003,610000009502,
1,,Spine,1,0,Image 1,1,100000001,610000009504,
11,,Spine,1,3,Image 1,1,,610000009506,
0,,Spine,1,1,Image 1,1,100000000,610000009513,
0,,Spine,1,8,Image 1,1,100000000,610000009515,
1,,Spine,1,5,Image 1,1,100000000,610000009518,
4,,Spine,1,15,Image 1,1,100000002,610000009520,
0,,Spine,1,8,Image 1,1,100000000,610000009524,
0,,Spine,1,8,Image 1,1,100000001,610000009526,
1,,Spine,1,10,Image 1,1,100000000,610000009529,
1,,Spine,1,2,Image 1,1,100000001,610000009534,
5,,Spine,1,2,Image 1,1,100000000,610000009538,
0,,Spine,1,15,Image 1,1,100000001,610000009540,
9,,Spine,1,14,Image 1,1,100000001,610000009542,
2,,Spine,1,0,Image 1,1,100000004,610000009546,
0,,Spine,1,4,Image 1,1,100000002,610000009549,
0,,Spine,1,3,Image 1,1,100000004,610000009552,
8,,Spine,1,2,Image 1,1,100000000,610000009556,
0,,Spine,1,8,Image 1,1,100000001,610000009559,
2,,Spine,1,4,Image 1,1,100000002,610000009561,
1,,Spine,1,5,Image 1,1,100000002,610000009565,
2,,Spine,1,2,Image 1,1,100000004,610000009567,
1,,Spine,1,0,Image 1,1,100000002,610000009569,
16,,Spine,1,4,Image 1,1,100000002,610000009571,
0,,Spine,1,2,Image 1,1,100000000,610000009576,
3,,Spine,1,10,Image 1,1,100000002,610000009578,
1,,Spine,1,4,Image 1,1,100000000,610000009581,
1,,Spine,1,3,Image 1,1,100000001,610000009583,
3,,Spine,1,7,Image 1,1,100000000,610000009585,
1,,Spine,1,2,Image 1,1,100000002,610000009590,
2,,Spine,1,11,Image 1,1,100000000,610000009592,
0,,Spine,1,1,Image 1,1,100000004,610000009594,
2,,Spine,1,10,Image 1,1,100000002,610000009596,
1,,Spine,1,2,Image 1,1,100000001,610000009604,
2,,Spine,1,2,Image 1,1,100000000,610000009606,
31,,Spine,1,7,Image 1,1,100000002,610000009610,
0,,Spine,1,1,Image 1,1,100000000,610000009612,
1,,Spine,1,2,Image 1,1,100000002,610000009614,
0,,Spine,1,4,Image 1,1,100000002,610000009617,
2,,Spine,1,11,Image 1,1,100000000,610000009619,
0,,Spine,1,2,Image 1,1,100000001,610000009622,
0,,Spine,1,8,Image 1,1,100000000,610000009624,
11,,Spine,1,2,Image 1,1,100000004,610000009626,
0,,Spine,1,2,Image 1,1,100000002,610000009628,
2,,Spine,1,4,Image 1,1,100000002,610000009633,
0,,Spine,1,6,Image 1,1,100000002,610000009635,
0,,Spine,1,14,Image 1,1,100000002,610000009639,
2,,Spine,1,16,Image 1,1,100000001,610000009641,
2,,Spine,1,3,Image 1,1,100000000,610000009644,
2,,Spine,1,3,Image 1,1,100000002,610000009646,
2,,Spine,1,0,Image 1,1,100000004,610000009650,
2,,Spine,1,3,Image 1,1,100000001,610000009655,
0,,Spine,1,17,Image 1,1,100000002,610000009658,
2,,Spine,1,9,Image 1,1,100000001,610000009660,
0,,Spine,1,5,Image 1,1,100000003,610000009662,
8,,Spine,1,2,Image 1,1,100000000,610000009666,
0,,Spine,1,2,Image 1,1,100000001,610000009669,
0,,Spine,1,4,Image 1,1,100000002,610000009673,
0,,Spine,1,0,Image 1,1,100000002,610000009675,
0,,Spine,1,15,Image 1,1,100000001,610000009681,
3,,Spine,1,5,Image 1,1,100000000,610000009685,
1,,Spine,1,8,Image 1,1,100000002,610000009687,
0,,Spine,1,1,Image 1,1,100000000,610000009692,
1,,Spine,1,2,Image 1,1,100000001,610000009695,
2,,Spine,1,4,Image 1,1,100000004,610000009697,
4,,Spine,1,8,Image 1,1,100000002,610000009701,
3,,Spine,1,13,Image 1,1,100000003,610000009703,
1,,Spine,1,8,Image 1,1,100000002,610000009706,
4,,Spine,1,4,Image 1,1,100000002,610000009708,
0,,Spine,1,6,Image 1,1,100000003,610000009710,
0,,Spine,1,3,Image 1,1,100000003,610000009712,
0,,Spine,1,5,Image 1,1,100000002,610000009714,
1,,Spine,1,15,Image 1,1,100000002,610000009717,
1,,Spine,1,0,Image 1,1,100000002,610000009721,
0,,Spine,1,6,Image 1,1,100000000,610000009726,
2,,Spine,1,0,Image 1,1,100000004,610000009729,
1,,Spine,1,14,Image 1,1,100000001,610000009731,
1,,Spine,1,15,Image 1,1,100000001,610000009735,
0,,Spine,1,6,Image 1,1,100000002,610000009738,
5,,Spine,1,2,Image 1,1,100000002,610000009742,
2,,Spine,1,0,Image 1,1,100000001,610000009746,
0,,Spine,1,3,Image 1,1,100000004,610000009749,
2,,Spine,1,2,Image 1,1,100000000,610000009752,
1,,Spine,1,13,Image 1,1,100000001,610000009756,
4,,Spine,1,4,Image 1,1,100000001,610000009760,
1,,Spine,1,1,Image 1,1,,610000009766,
1,,Spine,1,13,Image 1,1,100000002,610000009769,
2,,Spine,1,13,Image 1,1,100000001,610000009773,
0,,Spine,1,0,Image 1,1,,610000009779,
0,,Spine,1,14,Image 1,1,100000001,610000009785,
2,,Spine,1,1,Image 1,1,100000003,610000009789,
1,,Spine,1,17,Image 1,1,100000001,610000009791,
4,,Spine,1,2,Image 1,1,100000002,610000009800,
1,,Spine,1,0,Image 1,1,100000001,610000009803,
0,,Spine,1,1,Image 1,1,100000000,610000009805,
1,,Spine,1,7,Image 1,1,100000002,610000009814,
1,,Spine,1,2,Image 1,1,100000001,610000009817,
2,,Spine,1,2,Image 1,1,100000000,610000009819,
1,,Spine,1,0,Image 1,1,100000004,610000009830,
0,,Spine,1,2,Image 1,1,100000002,610000009833,
0,,Spine,1,14,Image 1,1,100000001,610000009836,
0,,Spine,1,9,Image 1,1,100000001,610000009839,
0,,Spine,1,0,Image 1,1,100000000,610000009842,
2,,Spine,1,1,Image 1,1,100000001,610000009844,
2,,Spine,1,14,Image 1,1,100000001,610000009846,
3,,Spine,1,3,Image 1,1,100000000,610000009851,
1,,Spine,1,16,Image 1,1,100000001,610000009854,
0,,Spine,1,6,Image 1,1,100000000,610000009858,
1,,Spine,1,1,Image 1,1,100000000,610000009863,
3,,Spine,1,2,Image 1,1,100000000,610000009875,
0,,Spine,1,5,Image 1,1,100000000,610000009878,
1,,Spine,1,3,Image 1,1,100000000,610000009888,
0,,Spine,1,10,Image 1,1,100000000,610000009898,
1,,Spine,1,6,Image 1,1,100000001,610000009901,
0,,Spine,1,1,Image 1,1,,610000009908,
3,,Spine,1,5,Image 1,1,100000002,610000009913,
0,,Spine,1,8,Image 1,1,100000001,610000009916,
0,,Spine,1,0,Image 1,1,100000000,610000009920,
1,,Spine,1,14,Image 1,1,100000001,610000009925,
0,,Spine,1,13,Image 1,1,100000001,610000009932,
1,,Spine,1,0,Image 1,1,100000002,610000009935,
1,,Spine,1,0,Image 1,1,,610000009938,
1,,Spine,1,0,Image 1,1,100000000,610000009949,
1,,Spine,1,15,Image 1,1,100000001,610000009961,
2,,Spine,1,14,Image 1,1,100000001,610000009966,
0,,Spine,1,1,Image 1,1,100000000,610000009974,
1,,Spine,1,3,Image 1,1,100000004,610000009978,
0,,Spine,1,1,Image 1,1,100000001,610000009983,
0,,Spine,1,1,Image 1,1,100000000,610000009995,
3,,Spine,1,4,Image 1,1,100000000,610000010003,
0,,Spine,1,0,Image 1,1,100000004,610000010011,
1,,Spine,1,4,Image 1,1,100000000,610000010013,
0,,Spine,1,1,Image 1,1,100000000,610000010015,
1,,Spine,1,5,Image 1,1,100000002,610000010029,
1,,Spine,1,2,Image 1,1,100000001,610000010058,
0,,Spine,1,0,Image 1,1,100000001,610000010074,
0,,Spine,1,13,Image 1,1,100000002,610000010097,
1,,Spine,1,10,Image 1,1,,610000010895,
2,,Spine,1,5,Image 1,1,,610000010895,
1,,Spine,1,0,Image 1,1,,610000010895,
1,,Spine,1,10,Image 1,1,,610000010896,
0,,Spine,1,0,Image 1,1,,610000010896,
0,,Spine,1,1,Image 1,1,,610000010896,
0,,Spine,1,2,Image 1,1,,610000010896,
2,,Spine,1,8,Image 1,1,,610000010897,
1,,Spine,1,0,Image 1,1,,610000010897,
3,,Spine,1,3,Image 1,1,,610000010897,
6,,Spine,1,10,Image 1,1,,610000010898,
0,,Spine,1,6,Image 1,1,,610000010898,
0,,Spine,1,1,Image 1,1,,610000010898,
1,,Spine,1,3,Image 1,1,,610000010898,
0,,Spine,1,2,Image 1,1,,610000010898,
1,,Spine,1,10,Image 1,1,,610000010899,
1,,Spine,1,6,Image 1,1,,610000010899,
3,,Spine,1,4,Image 1,1,,610000010899,
0,,Spine,1,1,Image 1,1,,610000010899,
1,,Spine,1,3,Image 1,1,,610000010899,
1,,Spine,1,5,Image 1,1,,610000010900,
0,,Spine,1,9,Image 1,1,,610000010900,
1,,Spine,1,13,Image 1,1,,610000010900,
0,,Spine,1,2,Image 1,1,,610000010900,
1,,Spine,1,8,Image 1,1,,610000010901,
2,,Spine,1,5,Image 1,1,,610000010901,
1,,Spine,1,13,Image 1,1,,610000010901,
0,,Spine,1,3,Image 1,1,,610000010901,
0,,Spine,1,2,Image 1,1,,610000010901,
0,,Spine,1,4,Image 1,1,,610000010902,
0,,Spine,1,7,Image 1,1,,610000010902,
0,,Spine,1,12,Image 1,1,,610000010902,
1,,Spine,1,3,Image 1,1,,610000010902,
4,,Spine,1,2,Image 1,1,,610000010902,
0,,Spine,1,10,Image 1,1,,610000010903,
1,,Spine,1,4,Image 1,1,,610000010903,
0,,Spine,1,7,Image 1,1,,610000010903,
2,,Spine,1,2,Image 1,1,,610000010903,
0,,Spine,1,8,Image 1,1,,610000010904,
0,,Spine,1,7,Image 1,1,,610000010904,
4,,Spine,1,17,Image 1,1,,610000010904,
3,,Spine,1,2,Image 1,1,,610000010904,
0,,Spine,1,10,Image 1,1,,610000010905,
1,,Spine,1,7,Image 1,1,,610000010905,
2,,Spine,1,2,Image 1,1,,610000010905,
2,,Spine,1,18,Image 1,1,,610000010905,
3,,Spine,1,6,Image 1,1,,610000010906,
0,,Spine,1,4,Image 1,1,,610000010906,
1,,Spine,1,11,Image 1,1,,610000010906,
1,,Spine,1,17,Image 1,1,,610000010906,
3,,Spine,1,2,Image 1,1,,610000010906,
1,,Spine,1,6,Image 1,1,,610000010907,
2,,Spine,1,1,Image 1,1,,610000010907,
0,,Spine,1,11,Image 1,1,,610000010907,
1,,Spine,1,16,Image 1,1,,610000010907,
1,,Spine,1,2,Image 1,1,,610000010907,
1,,Spine,1,14,Image 1,1,,610000010908,
0,,Spine,1,13,Image 1,1,,610000010908,
0,,Spine,1,2,Image 1,1,,610000010908,
0,,Spine,1,8,Image 1,1,,610000010909,
0,,Spine,1,0,Image 1,1,,610000010909,
0,,Spine,1,1,Image 1,1,,610000010909,
1,,Spine,1,12,Image 1,1,,610000010909,
2,,Spine,1,16,Image 1,1,,610000010909,
1,,Spine,1,15,Image 1,1,,610000010910,
