
Filament Segment Volume (sum)
 ==================== 
Filament Segment Volume (sum),Unit,Category,Time,ID,
14.0298,µm^3,Filament,1,100000000,
15.6759,µm^3,Filament,1,100000001,
19.2745,µm^3,Filament,1,100000002,
13.7492,µm^3,Filament,1,100000003,
6.23188,µm^3,Filament,1,100000004,
