
Filament Segment Area (sum)
 ==================== 
Filament Segment Area (sum),Unit,Category,Time,ID,
157.686,µm^2,Filament,1,100000000,
187.248,µm^2,Filament,1,100000001,
221.497,µm^2,Filament,1,100000002,
171.948,µm^2,Filament,1,100000003,
74.8641,µm^2,Filament,1,100000004,
