
Soma Distance to Image Border XY Img=1
 ==================== 
Soma Distance to Image Border XY,Unit,Category,Image,Time,FilamentID,ID,
4.57416,µm,Soma,Image 1,1,100000000,800000000,
1.07812,µm,Soma,Image 1,1,100000001,800000001,
8.08151,µm,Soma,Image 1,1,100000002,800000002,
9.9043,µm,Soma,Image 1,1,100000003,800000003,
1.54102,µm,Soma,Image 1,1,100000004,800000004,
