
Spine Terminal Pt Position
 ==================== 
Spine Terminal Pt Position X,Spine Terminal Pt Position Y,Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-14495.7,23397.7,1431.22,µm,Spine,Spine Terminal Pt Position,,,1,,610000000882,
-14496.5,23398.1,1429.62,µm,Spine,Spine Terminal Pt Position,,,1,,610000000889,
-14479.2,23396.8,1430.12,µm,Spine,Spine Terminal Pt Position,,,1,,610000000900,
-14494.9,23397.1,1430.42,µm,Spine,Spine Terminal Pt Position,,,1,,610000000905,
-14479.7,23395.8,1428.82,µm,Spine,Spine Terminal Pt Position,,,1,,610000000913,
-14477.9,23396.4,1428.72,µm,Spine,Spine Terminal Pt Position,,,1,,610000000924,
-14479.7,23396,1428.72,µm,Spine,Spine Terminal Pt Position,,,1,,610000000953,
-14478.9,23394.9,1429.02,µm,Spine,Spine Terminal Pt Position,,,1,,610000001076,
-14478.1,23396,1428.52,µm,Spine,Spine Terminal Pt Position,,,1,,610000001080,
-14477.9,23395.9,1428.72,µm,Spine,Spine Terminal Pt Position,,,1,,610000001083,
-14495.6,23397.5,1431.22,µm,Spine,Spine Terminal Pt Position,,,1,,610000001088,
-14496.3,23398.2,1429.42,µm,Spine,Spine Terminal Pt Position,,,1,,610000001089,
-14523.1,23385.3,1430.42,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000000876,
-14479.4,23398.4,1430.11,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001074,
-14479.2,23398,1428.82,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001075,
-14522.5,23384.6,1430.52,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001077,
-14523.1,23384.6,1430.32,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001078,
-14523.5,23385.1,1430.4,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001079,
-14523.8,23385.1,1430.32,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001080,
-14523.9,23384.6,1430.41,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001081,
-14496.9,23397.5,1429.75,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001084,
-14495.3,23396.7,1431.12,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001085,
-14494.9,23397.1,1431.29,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001087,
-14495.5,23395.3,1430.72,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001074,
-14495.7,23395.1,1430.82,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001075,
-14496.1,23395,1431.02,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001076,
-14519.1,23382.6,1432.62,µm,Spine,Spine Terminal Pt Position,2,3,1,100000002,610000000874,
-14495.3,23394.8,1430.12,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000001073,
-14519.1,23382.2,1432.22,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000001074,
-14519.4,23381.7,1432.62,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000001075,
-14519.3,23381.4,1432.42,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000001076,
-14517.9,23382.8,1432.62,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000001073,
-14495.8,23394.9,1431.32,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000001079,
-14495.3,23395,1431.22,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000000973,
-14495.3,23394.8,1431.32,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000001080,
-14493.6,23392.8,1431.72,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000001081,
-14496.7,23394.8,1432.22,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000001077,
-14495.5,23394,1431.22,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000001078,
-14490.7,23387.9,1429.82,µm,Spine,Spine Terminal Pt Position,7,4,1,100000001,610000000867,
-14489.8,23389.8,1430.23,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000001082,
-14490.6,23389.6,1430.42,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000001083,
