
Soma Intensity Sum Ch=4 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
111,,Soma,4,Image 1,1,100000000,800000000,
343,,Soma,4,Image 1,1,100000001,800000001,
7015,,Soma,4,Image 1,1,100000002,800000002,
1309,,Soma,4,Image 1,1,100000003,800000003,
