
Spine Center Intensity Mean Ch=2 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
40,,Spine,2,0,Image 1,1,1,100000003,610000000862,
18,,Spine,2,0,Image 1,1,1,100000000,610000000864,
29,,Spine,2,7,Image 1,4,1,100000001,610000000867,
30.5,,Spine,2,0,Image 1,1,1,100000001,610000000869,
39.5,,Spine,2,0,Image 1,1,1,100000001,610000000871,
24.25,,Spine,2,2,Image 1,3,1,100000002,610000000874,
22.6667,,Spine,2,0,Image 1,1,1,100000002,610000000876,
35.5,,Spine,2,0,Image 1,1,1,100000000,610000000880,
26.6667,,Spine,2,0,Image 1,1,1,100000001,610000000883,
18,,Spine,2,0,Image 1,1,1,100000000,610000000885,
25,,Spine,2,0,Image 1,1,1,100000000,610000000887,
19.75,,Spine,2,0,Image 1,1,1,100000001,610000000891,
28,,Spine,2,0,Image 1,1,1,100000001,610000000894,
29.5,,Spine,2,0,Image 1,1,1,100000000,610000000896,
32.5,,Spine,2,0,Image 1,1,1,100000000,610000000898,
35.5,,Spine,2,0,Image 1,1,1,100000000,610000000902,
37,,Spine,2,0,Image 1,1,1,100000001,610000000906,
32.75,,Spine,2,0,Image 1,1,1,100000000,610000000910,
35.3333,,Spine,2,0,Image 1,1,1,100000000,610000000914,
36,,Spine,2,0,Image 1,1,1,100000000,610000000917,
48,,Spine,2,0,Image 1,1,1,100000000,610000000921,
36,,Spine,2,0,Image 1,1,1,100000000,610000000925,
36.5,,Spine,2,0,Image 1,1,1,100000001,610000000927,
36.6667,,Spine,2,0,Image 1,1,1,100000000,610000000930,
29.6667,,Spine,2,0,Image 1,1,1,100000000,610000000933,
23.6667,,Spine,2,0,Image 1,1,1,100000001,610000000936,
40.3333,,Spine,2,0,Image 1,1,1,100000003,610000000939,
39.6667,,Spine,2,0,Image 1,1,1,100000000,610000000945,
28.6667,,Spine,2,0,Image 1,1,1,100000000,610000000948,
37,,Spine,2,0,Image 1,1,1,100000000,610000000950,
43,,Spine,2,0,Image 1,1,1,100000000,610000000954,
24.5,,Spine,2,0,Image 1,1,1,100000001,610000000958,
24.5,,Spine,2,0,Image 1,1,1,100000001,610000000960,
29.5,,Spine,2,0,Image 1,1,1,100000000,610000000962,
27.3333,,Spine,2,0,Image 1,1,1,100000000,610000000965,
26.5,,Spine,2,0,Image 1,1,1,100000000,610000000968,
35,,Spine,2,3,Image 1,2,1,100000001,610000000973,
46.6667,,Spine,2,0,Image 1,1,1,100000000,610000000976,
62,,Spine,2,0,Image 1,1,1,100000000,610000000989,
35,,Spine,2,0,Image 1,1,1,100000000,610000000993,
67.5,,Spine,2,0,Image 1,1,1,100000000,610000000998,
48.3333,,Spine,2,0,Image 1,1,1,100000000,610000001009,
34,,Spine,2,0,Image 1,1,1,100000000,610000001017,
29,,Spine,2,0,Image 1,1,1,100000000,610000001029,
26.5,,Spine,2,0,Image 1,1,1,100000000,610000001030,
51,,Spine,2,0,Image 1,1,1,100000000,610000001033,
37,,Spine,2,7,Image 1,4,1,100000001,610000001037,
27.5,,Spine,2,7,Image 1,4,1,100000001,610000001038,
40,,Spine,2,3,Image 1,2,1,100000001,610000001039,
39.5,,Spine,2,3,Image 1,2,1,100000001,610000001040,
38.5,,Spine,2,4,Image 1,2,1,100000001,610000001041,
33,,Spine,2,5,Image 1,2,1,100000001,610000001042,
34,,Spine,2,3,Image 1,1,1,100000001,610000001043,
41,,Spine,2,1,Image 1,1,1,100000001,610000001044,
27,,Spine,2,1,Image 1,1,1,100000001,610000001045,
26,,Spine,2,1,Image 1,1,1,100000001,610000001046,
28,,Spine,2,2,Image 1,3,1,100000001,610000001047,
24,,Spine,2,0,Image 1,1,1,100000001,610000001050,
20.5,,Spine,2,0,Image 1,1,1,100000001,610000001051,
17.5,,Spine,2,0,Image 1,1,1,100000001,610000001052,
39.5,,Spine,2,0,Image 1,1,1,100000001,610000001054,
23,,Spine,2,2,Image 1,3,1,100000002,610000001060,
18.5,,Spine,2,2,Image 1,3,1,100000002,610000001061,
25.5,,Spine,2,2,Image 1,3,1,100000002,610000001062,
43,,Spine,2,3,Image 1,1,1,100000002,610000001063,
44.5,,Spine,2,0,Image 1,1,1,100000002,610000001064,
37,,Spine,2,0,Image 1,1,1,100000002,610000001065,
38.5,,Spine,2,0,Image 1,1,1,100000002,610000001066,
42.5,,Spine,2,0,Image 1,1,1,100000002,610000001067,
34.5,,Spine,2,0,Image 1,1,1,100000002,610000001068,
