
Spine Center Intensity Min Ch=3 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,3,0,Image 1,1,1,100000003,610000000862,
0,,Spine,3,0,Image 1,1,1,100000000,610000000864,
21,,Spine,3,7,Image 1,4,1,100000001,610000000867,
20,,Spine,3,0,Image 1,1,1,100000001,610000000869,
34,,Spine,3,0,Image 1,1,1,100000001,610000000871,
0,,Spine,3,2,Image 1,3,1,100000002,610000000874,
0,,Spine,3,0,Image 1,1,1,100000002,610000000876,
0,,Spine,3,0,Image 1,1,1,100000000,610000000880,
17,,Spine,3,0,Image 1,1,1,100000001,610000000883,
17,,Spine,3,0,Image 1,1,1,100000000,610000000885,
15,,Spine,3,0,Image 1,1,1,100000000,610000000887,
8,,Spine,3,0,Image 1,1,1,100000001,610000000891,
20,,Spine,3,0,Image 1,1,1,100000001,610000000894,
28,,Spine,3,0,Image 1,1,1,100000000,610000000896,
28,,Spine,3,0,Image 1,1,1,100000000,610000000898,
0,,Spine,3,0,Image 1,1,1,100000000,610000000902,
35,,Spine,3,0,Image 1,1,1,100000001,610000000906,
19,,Spine,3,0,Image 1,1,1,100000000,610000000910,
21,,Spine,3,0,Image 1,1,1,100000000,610000000914,
28,,Spine,3,0,Image 1,1,1,100000000,610000000917,
40,,Spine,3,0,Image 1,1,1,100000000,610000000921,
26,,Spine,3,0,Image 1,1,1,100000000,610000000925,
32,,Spine,3,0,Image 1,1,1,100000001,610000000927,
29,,Spine,3,0,Image 1,1,1,100000000,610000000930,
0,,Spine,3,0,Image 1,1,1,100000000,610000000933,
0,,Spine,3,0,Image 1,1,1,100000001,610000000936,
0,,Spine,3,0,Image 1,1,1,100000003,610000000939,
17,,Spine,3,0,Image 1,1,1,100000000,610000000945,
12,,Spine,3,0,Image 1,1,1,100000000,610000000948,
31,,Spine,3,0,Image 1,1,1,100000000,610000000950,
0,,Spine,3,0,Image 1,1,1,100000000,610000000954,
0,,Spine,3,0,Image 1,1,1,100000001,610000000958,
0,,Spine,3,0,Image 1,1,1,100000001,610000000960,
19,,Spine,3,0,Image 1,1,1,100000000,610000000962,
0,,Spine,3,0,Image 1,1,1,100000000,610000000965,
0,,Spine,3,0,Image 1,1,1,100000000,610000000968,
22,,Spine,3,3,Image 1,2,1,100000001,610000000973,
0,,Spine,3,0,Image 1,1,1,100000000,610000000976,
58,,Spine,3,0,Image 1,1,1,100000000,610000000989,
32,,Spine,3,0,Image 1,1,1,100000000,610000000993,
54,,Spine,3,0,Image 1,1,1,100000000,610000000998,
42,,Spine,3,0,Image 1,1,1,100000000,610000001009,
34,,Spine,3,0,Image 1,1,1,100000000,610000001017,
26,,Spine,3,0,Image 1,1,1,100000000,610000001029,
26,,Spine,3,0,Image 1,1,1,100000000,610000001030,
23,,Spine,3,0,Image 1,1,1,100000000,610000001033,
14,,Spine,3,7,Image 1,4,1,100000001,610000001037,
0,,Spine,3,7,Image 1,4,1,100000001,610000001038,
0,,Spine,3,3,Image 1,2,1,100000001,610000001039,
0,,Spine,3,3,Image 1,2,1,100000001,610000001040,
19,,Spine,3,4,Image 1,2,1,100000001,610000001041,
18,,Spine,3,5,Image 1,2,1,100000001,610000001042,
0,,Spine,3,3,Image 1,1,1,100000001,610000001043,
38,,Spine,3,1,Image 1,1,1,100000001,610000001044,
17,,Spine,3,1,Image 1,1,1,100000001,610000001045,
14,,Spine,3,1,Image 1,1,1,100000001,610000001046,
0,,Spine,3,2,Image 1,3,1,100000001,610000001047,
11,,Spine,3,0,Image 1,1,1,100000001,610000001050,
11,,Spine,3,0,Image 1,1,1,100000001,610000001051,
0,,Spine,3,0,Image 1,1,1,100000001,610000001052,
36,,Spine,3,0,Image 1,1,1,100000001,610000001054,
21,,Spine,3,2,Image 1,3,1,100000002,610000001060,
18,,Spine,3,2,Image 1,3,1,100000002,610000001061,
18,,Spine,3,2,Image 1,3,1,100000002,610000001062,
43,,Spine,3,3,Image 1,1,1,100000002,610000001063,
27,,Spine,3,0,Image 1,1,1,100000002,610000001064,
31,,Spine,3,0,Image 1,1,1,100000002,610000001065,
31,,Spine,3,0,Image 1,1,1,100000002,610000001066,
2,,Spine,3,0,Image 1,1,1,100000002,610000001067,
21,,Spine,3,0,Image 1,1,1,100000002,610000001068,
