
Spine Center Intensity Max Ch=2 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
60,,Spine,2,0,Image 1,1,1,100000003,610000000862,
21,,Spine,2,0,Image 1,1,1,100000000,610000000864,
47,,Spine,2,7,Image 1,4,1,100000001,610000000867,
41,,Spine,2,0,Image 1,1,1,100000001,610000000869,
45,,Spine,2,0,Image 1,1,1,100000001,610000000871,
32,,Spine,2,2,Image 1,3,1,100000002,610000000874,
44,,Spine,2,0,Image 1,1,1,100000002,610000000876,
47,,Spine,2,0,Image 1,1,1,100000000,610000000880,
34,,Spine,2,0,Image 1,1,1,100000001,610000000883,
19,,Spine,2,0,Image 1,1,1,100000000,610000000885,
35,,Spine,2,0,Image 1,1,1,100000000,610000000887,
51,,Spine,2,0,Image 1,1,1,100000001,610000000891,
41,,Spine,2,0,Image 1,1,1,100000001,610000000894,
31,,Spine,2,0,Image 1,1,1,100000000,610000000896,
37,,Spine,2,0,Image 1,1,1,100000000,610000000898,
59,,Spine,2,0,Image 1,1,1,100000000,610000000902,
40,,Spine,2,0,Image 1,1,1,100000001,610000000906,
42,,Spine,2,0,Image 1,1,1,100000000,610000000910,
46,,Spine,2,0,Image 1,1,1,100000000,610000000914,
48,,Spine,2,0,Image 1,1,1,100000000,610000000917,
60,,Spine,2,0,Image 1,1,1,100000000,610000000921,
46,,Spine,2,0,Image 1,1,1,100000000,610000000925,
41,,Spine,2,0,Image 1,1,1,100000001,610000000927,
41,,Spine,2,0,Image 1,1,1,100000000,610000000930,
34,,Spine,2,0,Image 1,1,1,100000000,610000000933,
36,,Spine,2,0,Image 1,1,1,100000001,610000000936,
66,,Spine,2,0,Image 1,1,1,100000003,610000000939,
52,,Spine,2,0,Image 1,1,1,100000000,610000000945,
38,,Spine,2,0,Image 1,1,1,100000000,610000000948,
43,,Spine,2,0,Image 1,1,1,100000000,610000000950,
50,,Spine,2,0,Image 1,1,1,100000000,610000000954,
34,,Spine,2,0,Image 1,1,1,100000001,610000000958,
33,,Spine,2,0,Image 1,1,1,100000001,610000000960,
40,,Spine,2,0,Image 1,1,1,100000000,610000000962,
29,,Spine,2,0,Image 1,1,1,100000000,610000000965,
30,,Spine,2,0,Image 1,1,1,100000000,610000000968,
58,,Spine,2,3,Image 1,2,1,100000001,610000000973,
60,,Spine,2,0,Image 1,1,1,100000000,610000000976,
66,,Spine,2,0,Image 1,1,1,100000000,610000000989,
38,,Spine,2,0,Image 1,1,1,100000000,610000000993,
81,,Spine,2,0,Image 1,1,1,100000000,610000000998,
60,,Spine,2,0,Image 1,1,1,100000000,610000001009,
34,,Spine,2,0,Image 1,1,1,100000000,610000001017,
32,,Spine,2,0,Image 1,1,1,100000000,610000001029,
27,,Spine,2,0,Image 1,1,1,100000000,610000001030,
79,,Spine,2,0,Image 1,1,1,100000000,610000001033,
60,,Spine,2,7,Image 1,4,1,100000001,610000001037,
39,,Spine,2,7,Image 1,4,1,100000001,610000001038,
51,,Spine,2,3,Image 1,2,1,100000001,610000001039,
54,,Spine,2,3,Image 1,2,1,100000001,610000001040,
58,,Spine,2,4,Image 1,2,1,100000001,610000001041,
48,,Spine,2,5,Image 1,2,1,100000001,610000001042,
46,,Spine,2,3,Image 1,1,1,100000001,610000001043,
44,,Spine,2,1,Image 1,1,1,100000001,610000001044,
37,,Spine,2,1,Image 1,1,1,100000001,610000001045,
38,,Spine,2,1,Image 1,1,1,100000001,610000001046,
35,,Spine,2,2,Image 1,3,1,100000001,610000001047,
37,,Spine,2,0,Image 1,1,1,100000001,610000001050,
30,,Spine,2,0,Image 1,1,1,100000001,610000001051,
26,,Spine,2,0,Image 1,1,1,100000001,610000001052,
43,,Spine,2,0,Image 1,1,1,100000001,610000001054,
25,,Spine,2,2,Image 1,3,1,100000002,610000001060,
19,,Spine,2,2,Image 1,3,1,100000002,610000001061,
33,,Spine,2,2,Image 1,3,1,100000002,610000001062,
43,,Spine,2,3,Image 1,1,1,100000002,610000001063,
62,,Spine,2,0,Image 1,1,1,100000002,610000001064,
43,,Spine,2,0,Image 1,1,1,100000002,610000001065,
46,,Spine,2,0,Image 1,1,1,100000002,610000001066,
83,,Spine,2,0,Image 1,1,1,100000002,610000001067,
48,,Spine,2,0,Image 1,1,1,100000002,610000001068,
