
Segment No. Spines
 ==================== 
Segment No. Spines,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Segment,8,5,1,100000001,510000000011,
3,,Segment,7,4,1,100000001,510000000064,
0,,Segment,6,3,1,100000001,510000000070,
0,,Segment,5,3,1,100000001,510000000090,
0,,Segment,4,2,1,100000001,510000000102,
3,,Segment,3,2,1,100000001,510000000137,
3,,Segment,1,1,1,100000001,510000000145,
0,,Segment,0,1,1,100000001,510000000150,
0,,Segment,6,4,1,100000001,510000000173,
0,,Segment,7,3,1,100000001,510000000175,
0,,Segment,5,2,1,100000001,510000000181,
0,,Segment,4,3,1,100000001,510000000185,
0,,Segment,4,4,1,100000002,510000000192,
0,,Segment,3,3,1,100000002,510000000194,
4,,Segment,2,3,1,100000002,510000000210,
0,,Segment,1,2,1,100000002,510000000215,
0,,Segment,0,1,1,100000002,510000000240,
6,,Segment,0,1,1,100000002,510000000293,
0,,Segment,3,4,1,100000002,510000000310,
0,,Segment,4,3,1,100000002,510000000312,
1,,Segment,4,2,1,100000001,510000000337,
1,,Segment,3,1,1,100000002,510000000349,
0,,Segment,2,1,1,100000002,510000000351,
0,,Segment,1,1,1,100000002,510000000355,
0,,Segment,3,2,1,100000002,510000000365,
1,,Segment,5,2,1,100000001,510000000373,
0,,Segment,5,1,1,100000001,510000000378,
0,,Segment,1,2,1,100000000,510000000388,
0,,Segment,0,1,1,100000000,510000000407,
1,,Segment,2,3,1,100000001,510000000424,
0,,Segment,1,2,1,100000001,510000000432,
0,,Segment,0,1,1,100000003,510000000458,
0,,Segment,2,2,1,100000001,510000000469,
0,,Segment,2,2,1,100000002,510000000471,
0,,Segment,2,2,1,100000001,510000000473,
0,,Segment,0,1,1,100000002,510000000544,
0,,Segment,0,1,1,100000001,510000000558,
2,,Segment,0,1,1,100000001,510000000571,
0,,Segment,0,1,1,100000001,510000000600,
0,,Segment,0,1,1,100000003,510000000618,
1,,Segment,0,1,1,100000000,510000000652,
1,,Segment,0,1,1,100000001,510000000657,
0,,Segment,0,1,1,100000000,510000000674,
0,,Segment,0,1,1,100000000,510000000704,
0,,Segment,0,1,1,100000000,510000000737,
0,,Segment,1,1,1,100000000,510000000750,
1,,Segment,2,1,1,100000001,510000000752,
0,,Segment,8,4,1,100000001,510000000753,
0,,Segment,3,1,1,100000001,510000000754,
0,,Segment,4,1,1,100000001,510000000755,
0,,Segment,2,2,1,100000002,510000000758,
