
Segment Center Number of Voxel Ch=3 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
9,,Segment,3,8,Image 1,5,1,100000001,510000000011,
54,,Segment,3,7,Image 1,4,1,100000001,510000000064,
7,,Segment,3,6,Image 1,3,1,100000001,510000000070,
21,,Segment,3,5,Image 1,3,1,100000001,510000000090,
13,,Segment,3,4,Image 1,2,1,100000001,510000000102,
36,,Segment,3,3,Image 1,2,1,100000001,510000000137,
8,,Segment,3,1,Image 1,1,1,100000001,510000000145,
2,,Segment,3,0,Image 1,1,1,100000001,510000000150,
9,,Segment,3,6,Image 1,4,1,100000001,510000000173,
3,,Segment,3,7,Image 1,3,1,100000001,510000000175,
7,,Segment,3,5,Image 1,2,1,100000001,510000000181,
5,,Segment,3,4,Image 1,3,1,100000001,510000000185,
1,,Segment,3,4,Image 1,4,1,100000002,510000000192,
2,,Segment,3,3,Image 1,3,1,100000002,510000000194,
17,,Segment,3,2,Image 1,3,1,100000002,510000000210,
6,,Segment,3,1,Image 1,2,1,100000002,510000000215,
15,,Segment,3,0,Image 1,1,1,100000002,510000000240,
47,,Segment,3,0,Image 1,1,1,100000002,510000000293,
4,,Segment,3,3,Image 1,4,1,100000002,510000000310,
2,,Segment,3,4,Image 1,3,1,100000002,510000000312,
24,,Segment,3,4,Image 1,2,1,100000001,510000000337,
2,,Segment,3,3,Image 1,1,1,100000002,510000000349,
3,,Segment,3,2,Image 1,1,1,100000002,510000000351,
5,,Segment,3,1,Image 1,1,1,100000002,510000000355,
4,,Segment,3,3,Image 1,2,1,100000002,510000000365,
9,,Segment,3,5,Image 1,2,1,100000001,510000000373,
5,,Segment,3,5,Image 1,1,1,100000001,510000000378,
11,,Segment,3,1,Image 1,2,1,100000000,510000000388,
17,,Segment,3,0,Image 1,1,1,100000000,510000000407,
6,,Segment,3,2,Image 1,3,1,100000001,510000000424,
9,,Segment,3,1,Image 1,2,1,100000001,510000000432,
2,,Segment,3,0,Image 1,1,1,100000003,510000000458,
6,,Segment,3,2,Image 1,2,1,100000001,510000000469,
3,,Segment,3,2,Image 1,2,1,100000002,510000000471,
3,,Segment,3,2,Image 1,2,1,100000001,510000000473,
2,,Segment,3,0,Image 1,1,1,100000002,510000000544,
7,,Segment,3,0,Image 1,1,1,100000001,510000000558,
4,,Segment,3,0,Image 1,1,1,100000001,510000000571,
2,,Segment,3,0,Image 1,1,1,100000001,510000000600,
13,,Segment,3,0,Image 1,1,1,100000003,510000000618,
7,,Segment,3,0,Image 1,1,1,100000000,510000000652,
4,,Segment,3,0,Image 1,1,1,100000001,510000000657,
7,,Segment,3,0,Image 1,1,1,100000000,510000000674,
2,,Segment,3,0,Image 1,1,1,100000000,510000000704,
2,,Segment,3,0,Image 1,1,1,100000000,510000000737,
2,,Segment,3,1,Image 1,1,1,100000000,510000000750,
2,,Segment,3,2,Image 1,1,1,100000001,510000000752,
2,,Segment,3,8,Image 1,4,1,100000001,510000000753,
2,,Segment,3,3,Image 1,1,1,100000001,510000000754,
2,,Segment,3,4,Image 1,1,1,100000001,510000000755,
2,,Segment,3,2,Image 1,2,1,100000002,510000000758,
