
Spine Terminal Pt Position X
 ==================== 
Spine Terminal Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-14490.7,µm,Spine,Spine Terminal Pt Position,7,4,1,100000001,610000000867,
-14519.1,µm,Spine,Spine Terminal Pt Position,2,3,1,100000002,610000000874,
-14523.1,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000000876,
-14495.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000000882,
-14496.5,µm,Spine,Spine Terminal Pt Position,,,1,,610000000889,
-14479.2,µm,Spine,Spine Terminal Pt Position,,,1,,610000000900,
-14494.9,µm,Spine,Spine Terminal Pt Position,,,1,,610000000905,
-14479.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000000913,
-14477.9,µm,Spine,Spine Terminal Pt Position,,,1,,610000000924,
-14479.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000000953,
-14495.3,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000000973,
-14517.9,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000001073,
-14495.3,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000001073,
-14479.4,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001074,
-14495.5,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001074,
-14519.1,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000001074,
-14479.2,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001075,
-14495.7,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001075,
-14519.4,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000001075,
-14478.9,µm,Spine,Spine Terminal Pt Position,,,1,,610000001076,
-14496.1,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001076,
-14519.3,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000001076,
-14522.5,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001077,
-14496.7,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000001077,
-14523.1,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001078,
-14495.5,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000001078,
-14523.5,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001079,
-14495.8,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000001079,
-14478.1,µm,Spine,Spine Terminal Pt Position,,,1,,610000001080,
-14523.8,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001080,
-14495.3,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000001080,
-14523.9,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001081,
-14493.6,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000001081,
-14489.8,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000001082,
-14477.9,µm,Spine,Spine Terminal Pt Position,,,1,,610000001083,
-14490.6,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000001083,
-14496.9,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001084,
-14495.3,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001085,
-14494.9,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001087,
-14495.6,µm,Spine,Spine Terminal Pt Position,,,1,,610000001088,
-14496.3,µm,Spine,Spine Terminal Pt Position,,,1,,610000001089,
